SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
EPD,USA,31.46,2025-07-28,49.84,0.46,-0.87%,1.21,2.740,3.382,"3,795",11.86%,16.97%  (  -4.56%),31.12%,"237,421",10,4,4,75,Oil & Gas Midstream,
NUE,USA,144.75,2025-07-28,64.48,3.63,10.93%,1.10,5.258,4.675,790,26.26%,34.77%  (  +0.05%),19.26%,"89,767",9,5,4,77,Steel,
RMBS,USA,64.52,2025-07-28,52.24,2.15,15.76%,11.45,13.416,11.369,817,33.31%,53.97%  (  +2.91%),26.00%,"16,898",9,5,5,80,Semiconductors,
SPOT,Luxembourg,707.84,2025-07-29,51.16,24.49,26.04%,8.16,10.342,9.565,"3,241",36.22%,55.38%  (  +0.31%),50.09%,"122,762",8,4,4,89,Internet Content & Information,
PYPL,USA,78.31,2025-07-29,65.12,1.78,2.10%,2.39,8.403,7.145,"5,389",33.05%,39.95%  (  -0.70%),30.47%,"1,213,471",6,4,4,76,Credit Services,
UNH,USA,283.38,2025-07-29,39.41,8.15,-39.32%,0.63,4.351,8.005,"18,019",32.76%,49.16%  (  +1.01%),54.75%,"1,378,763",10,4,5,51,Healthcare Plans,
MRK,USA,84.40,2025-07-29,59.85,1.77,-6.94%,3.32,4.913,4.839,"2,341",24.58%,33.05%  (  +0.16%),43.63%,"702,493",7,4,4,78,Drug Manufacturers - General,
AZN,USA,71.94,2025-07-29,53.89,1.34,1.89%,4.06,4.892,4.004,596,22.96%,27.52%  (  +0.16%),32.15%,"121,827",10,5,4,92,Drug Manufacturers - General,
UPS,USA,101.99,2025-07-29,52.87,1.90,-11.20%,0.95,6.554,6.505,"1,353",21.54%,38.69%  (  +0.03%),41.24%,"387,258",6,4,4,70,Integrated Freight & Logistics,"FDX, 0.9(6M)"
GLW,USA,55.22,2025-07-29,67.30,0.98,13.96%,3.48,6.014,5.583,643,20.72%,32.56%  (  +1.48%),31.86%,"249,171",4,4,5,89,Electronic Components,
SYY,USA,80.35,2025-07-29,66.47,1.17,7.84%,0.48,5.408,4.920,668,15.62%,24.60%  (  +1.11%),38.26%,"68,234",9,5,5,65,Food Distribution,
FTAI,Cayman Islands,116.20,2025-07-29,51.31,4.63,-6.78%,6.19,10.434,12.766,"1,125",42.86%,74.13%  (  +3.34%),42.20%,"92,347",10,5,5,78,Rental & Leasing Services,
MARA,USA,17.26,2025-07-29,48.28,1.15,1.34%,8.61,9.949,8.633,"13,538",69.08%,77.43%  (  +1.11%),15.46%,"2,302,918",6,4,4,54,Capital Markets,
SBUX,USA,94.46,2025-07-29,54.16,2.35,-0.97%,2.96,6.761,6.752,"1,455",22.31%,38.81%  (  -0.49%),39.07%,"528,113",4,4,4,55,Restaurants,
V,USA,357.39,2025-07-29,55.34,5.28,7.50%,18.42,3.450,3.334,"1,277",25.91%,23.70%  (  +0.01%),26.95%,"337,084",9,5,5,85,Credit Services,"MA, 0.92(6M)"
BA,USA,234.39,2025-07-29,70.36,5.22,31.44%,2.54,5.308,4.735,"6,521",24.93%,31.69%  (  -0.46%),9.42%,"1,039,961",5,5,5,60,Aerospace & Defense,"EADSY, 0.8(6M)"
VRT,USA,140.39,2025-07-30,69.39,5.52,28.05%,6.36,10.693,9.674,829,42.91%,60.02%  (  +1.63%),18.91%,"634,608",7,5,5,85,Electrical Equipment & Parts,
AUR,USA,6.36,2025-07-30,61.13,0.30,-2.31%,-,17.474,13.425,"1,384",49.64%,80.98%  (  -1.08%),17.47%,"226,368",8,4,5,75,Information Technology Services,
META,USA,723.49,2025-07-30,58.88,13.32,15.51%,10.68,7.974,6.047,"16,551",21.20%,35.96%  (  +0.17%),24.91%,"1,819,219",10,5,5,75,Internet Content & Information,
MSFT,USA,513.67,2025-07-30,71.74,6.30,19.25%,14.14,4.677,4.179,"12,677",11.45%,24.75%  (  +0.40%),24.14%,"2,143,566",8,5,5,90,Software - Infrastructure,"AAPL, 0.85(6M)"
QCOM,USA,160.17,2025-07-30,58.20,3.11,1.54%,4.16,7.117,5.997,"2,007",20.38%,37.10%  (  -0.32%),21.91%,"504,958",8,4,4,88,Semiconductors,
CVNA,USA,335.46,2025-07-30,50.47,12.83,33.40%,4.84,13.710,13.188,"7,846",42.78%,73.55%  (  +0.48%),36.44%,"423,964",10,4,4,92,Auto & Truck Dealerships,
NBIX,USA,132.52,2025-07-30,56.81,2.83,7.89%,5.44,10.702,8.470,617,20.45%,38.24%  (  -0.31%),20.17%,"6,676",10,5,5,83,Drug Manufacturers - Specialty & Generic,
LRCX,USA,99.23,2025-07-30,57.40,2.43,24.19%,7.41,5.177,5.991,836,27.17%,37.92%  (  -0.08%),9.77%,"517,450",8,5,5,80,Semiconductor Equipment & Materials,
APLD,USA,10.64,2025-07-30,52.64,0.80,31.54%,10.82,19.583,12.547,"6,205",78.53%,109.30%  (  +3.72%),41.24%,"620,452",6,5,5,65,Information Technology Services,
HST,USA,16.51,2025-07-30,58.96,0.35,1.40%,1.97,5.399,5.935,"2,821",22.94%,30.07%  (  +1.86%),28.39%,"36,087",8,4,4,65,REIT - Hotel & Motel,
HOOD,USA,105.80,2025-07-30,68.05,4.67,103.95%,28.48,12.573,9.884,"26,303",57.25%,66.20%  (  +2.47%),28.31%,"2,053,501",10,4,4,80,Capital Markets,
ARM,USA,163.66,2025-07-30,65.12,5.77,19.81%,43.17,10.336,10.141,"3,102",39.18%,60.24%  (  +0.23%),30.71%,"773,041",5,4,4,75,Semiconductors,
BABA,USA,122.03,2025-07-30,61.53,3.26,12.17%,1.98,5.027,9.485,"17,669",36.53%,44.14%  (  +1.00%),33.96%,"2,366,601",10,5,5,86,Internet Retail,
CMCSA,USA,33.47,2025-07-31,37.97,0.73,-9.89%,1.01,5.355,5.003,596,23.45%,28.06%  (  -3.31%),32.55%,"686,788",7,4,4,74,Telecom Services,
RBLX,USA,119.35,2025-07-31,67.49,3.99,73.02%,21.10,12.682,13.165,935,35.88%,69.07%  (  +0.90%),56.90%,"509,127",5,4,4,85,Electronic Gaming & Multimedia,
CVS,USA,60.69,2025-07-31,36.94,1.53,-0.06%,0.20,7.600,6.910,592,26.99%,38.97%  (  -0.35%),45.12%,"577,211",9,5,5,60,Healthcare Plans,"WBA, 0.84(6M)"
PCG,USA,13.94,2025-07-31,49.79,0.33,-19.58%,1.25,3.211,4.983,"2,274",27.29%,43.84%  (  -0.24%),62.59%,"1,274,197",7,4,4,75,Utilities - Regulated Electric,
NCLH,Bermuda,23.69,2025-07-31,63.45,0.72,5.17%,1.12,7.941,8.380,727,40.35%,51.06%  (  +0.60%),26.07%,"403,286",10,4,4,75,Travel Services,
SPGI,USA,533.55,2025-07-31,60.38,7.46,5.10%,11.29,4.122,3.549,572,13.88%,22.81%  (  -0.16%),25.95%,"28,112",7,5,5,80,Financial Data & Stock Exchanges,
NET,USA,200.06,2025-07-31,64.60,6.28,51.41%,39.17,11.858,12.428,763,36.07%,69.50%  (  +1.44%),53.98%,"176,737",5,4,4,80,Software - Infrastructure,
BE,USA,34.25,2025-07-31,77.17,1.80,62.92%,5.08,13.781,12.959,"1,808",97.10%,82.66%  (  +1.19%),60.25%,"409,842",7,4,4,78,Electrical Equipment & Parts,
