SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
BILI,USA,25.31,2025-08-21,63.52,0.85,27.45%,2.12,10.445,9.328,"32,523",43.45%,64.20%  (  -1.61%),25.91%,"360,217",9,4,4,88,Internet Content & Information,
WMT,USA,102.57,2025-08-21,62.46,1.55,8.82%,1.19,5.207,4.811,"262,760",17.60%,28.07%  (  +0.42%),40.30%,"993,541",10,5,5,88,Discount Stores,"TGT, 0.84(6M)"
ROST,USA,146.35,2025-08-21,60.30,2.97,3.80%,2.25,6.710,6.125,"7,421",22.98%,34.12%  (  +1.24%),63.67%,"45,878",10,5,5,48,Apparel Retail,
INTU,USA,699.15,2025-08-21,31.60,15.97,5.37%,10.73,5.809,5.833,"8,588",26.15%,37.00%  (  +0.79%),56.32%,"105,282",7,5,5,90,Software - Application,
WDAY,USA,227.49,2025-08-21,48.60,6.21,-8.59%,7.01,8.934,7.937,"14,416",33.14%,47.04%  (  +0.10%),67.85%,"117,984",8,4,4,85,Software - Application,
VNET,USA,7.98,2025-08-21,52.41,0.51,16.52%,1.77,22.955,23.549,"2,618",76.81%,100.55%  (  +0.24%),49.89%,"72,228",9,5,5,84,Information Technology Services,
BJ,USA,107.34,2025-08-22,52.98,2.57,2.43%,0.68,9.161,9.813,"1,295",23.20%,40.60%  (  +0.24%),82.15%,"27,690",6,4,4,85,Discount Stores,
GFI,USA,29.88,2025-08-22,62.51,0.93,46.21%,5.14,2.515,0.000,"15,781",45.09%,48.25%  (  -2.04%),43.88%,"99,899",6,5,4,0,Gold,
PDD,USA,118.00,2025-08-25,60.68,3.34,7.78%,2.94,8.721,8.070,"47,672",27.23%,44.53%  (  -0.56%),30.97%,"1,421,967",5,4,5,65,Internet Retail,
PVH,USA,75.90,2025-08-26,54.82,2.17,-7.69%,0.42,11.696,12.330,593,31.89%,54.54%  (  +2.16%),54.45%,"30,080",8,4,4,68,Apparel Manufacturing,
MDB,USA,212.70,2025-08-26,46.68,10.81,-7.68%,8.26,13.909,15.828,"17,008",54.61%,84.62%  (  +4.72%),100.00%,"201,860",7,5,5,80,Software - Infrastructure,
WSM,USA,199.27,2025-08-27,58.59,5.38,13.81%,3.15,12.742,11.801,687,35.35%,52.49%  (  +1.35%),46.21%,"21,538",10,4,4,86,Specialty Retail,
ANF,USA,91.94,2025-08-27,44.13,4.35,-11.16%,0.87,13.485,13.837,"9,983",47.51%,74.47%  (  +0.88%),63.16%,"131,031",7,4,4,72,Apparel Retail,
FIVE,USA,139.28,2025-08-27,56.19,4.34,37.18%,1.90,14.080,13.356,638,32.48%,58.99%  (  +2.64%),30.24%,"46,819",10,4,4,88,Specialty Retail,
NVDA,USA,175.40,2025-08-27,51.25,4.56,27.63%,28.82,8.854,7.321,"3,280,710",25.37%,44.50%  (  +0.36%),29.10%,"18,573,684",10,5,5,78,Semiconductors,
PSTG,USA,55.53,2025-08-27,43.82,1.88,-0.47%,5.58,14.707,13.766,"2,686",41.20%,63.57%  (  +1.05%),62.38%,"63,343",8,5,5,80,Computer Hardware,
SNOW,USA,194.80,2025-08-27,39.99,6.72,10.09%,16.93,11.628,12.296,"31,483",39.93%,63.71%  (  +1.01%),74.42%,"442,648",4,5,5,80,Software - Application,
NTNX,USA,69.63,2025-08-27,42.90,2.02,-0.99%,7.67,13.042,13.101,796,32.62%,57.31%  (  -0.69%),73.80%,"107,342",6,5,5,85,Software - Infrastructure,
URBN,USA,73.37,2025-08-27,43.96,2.80,26.08%,1.16,10.348,10.974,"1,224",37.09%,60.31%  (  +0.79%),63.24%,"26,112",5,4,4,88,Apparel Retail,
A,USA,119.11,2025-08-27,54.37,2.59,-4.33%,5.10,7.945,7.956,503,31.94%,34.06%  (  -1.21%),35.63%,"24,600",7,4,5,74,Diagnostics & Research,
TCOM,USA,63.18,2025-08-27,54.25,1.75,-0.73%,5.39,11.305,9.214,"1,369",31.83%,38.83%  (  -0.28%),26.44%,"63,355",5,5,5,80,Travel Services,
COO,USA,73.50,2025-08-27,54.22,1.75,-13.09%,3.68,7.825,9.520,841,25.38%,40.86%  (  +7.36%),60.03%,"2,370",7,5,5,88,Medical Instruments & Supplies,
BBY,USA,72.27,2025-08-28,58.90,2.04,-6.02%,0.37,7.920,9.401,"4,844",30.10%,51.12%  (  +0.29%),52.75%,"126,586",5,4,4,70,Specialty Retail,
BURL,USA,277.31,2025-08-28,54.69,7.43,7.40%,1.62,8.365,9.113,"1,787",28.98%,47.04%  (  -0.53%),55.02%,"34,561",10,5,5,82,Apparel Retail,
DG,USA,114.85,2025-08-28,57.99,2.63,27.85%,0.61,9.642,8.954,"9,762",23.53%,42.45%  (  -3.64%),40.47%,"165,367",4,4,4,76,Discount Stores,
HRL,USA,28.64,2025-08-28,46.62,0.50,-4.92%,1.32,5.410,5.216,"2,535",20.79%,28.28%  (  +0.10%),36.71%,"45,993",9,4,5,72,Packaged Foods,
DKS,USA,222.89,2025-08-28,58.82,5.66,7.58%,1.31,9.418,8.105,"2,199",30.00%,44.98%  (  -0.67%),33.92%,"89,869",8,4,4,82,Specialty Retail,
BBWI,USA,29.62,2025-08-28,49.00,1.08,-9.14%,0.85,9.885,10.275,"10,698",37.49%,58.43%  (  +0.59%),61.68%,"227,028",5,5,5,80,Specialty Retail,
MRVL,USA,71.22,2025-08-28,40.37,3.14,-14.27%,9.44,9.933,11.079,"130,497",43.19%,66.96%  (  -0.68%),45.53%,"1,105,453",9,5,5,85,Semiconductors,
AFRM,USA,72.98,2025-08-28,51.81,3.62,22.44%,7.83,14.471,13.980,"80,851",57.46%,80.39%  (  +2.84%),36.99%,"444,664",10,4,5,75,Software - Infrastructure,
GAP,USA,20.75,2025-08-28,51.55,0.62,-7.18%,0.51,10.924,12.912,"14,491",35.24%,64.96%  (  -2.54%),63.05%,"269,875",4,4,4,85,Apparel Retail,
IREN,Australia,19.76,2025-08-28,61.82,1.57,79.09%,12.97,12.019,17.338,"212,016",71.32%,113.58%  (  +2.41%),56.17%,"1,710,517",9,4,4,82,Capital Markets,
ADSK,USA,288.63,2025-08-28,44.33,5.99,-0.59%,9.76,6.319,6.473,826,33.30%,35.98%  (  +0.86%),46.06%,"45,607",7,5,4,80,Software - Application,
S,USA,16.74,2025-08-28,42.94,0.67,-19.43%,6.44,13.784,11.475,"6,704",50.63%,61.54%  (  +1.08%),54.77%,"269,623",6,4,4,78,Software - Infrastructure,
LULU,USA,198.12,2025-08-28,40.99,6.72,-35.51%,2.30,9.223,12.772,"38,764",34.87%,66.63%  (  +0.01%),83.44%,"465,944",5,4,4,72,Apparel Retail,
BABA,USA,119.49,2025-08-29,50.23,3.23,8.28%,1.93,5.027,6.751,"145,115",36.10%,42.71%  (  -0.98%),31.11%,"2,433,728",5,5,5,85,Internet Retail,
FRO,Cyprus,19.04,2025-08-29,52.50,0.63,11.38%,2.23,10.959,9.719,803,38.69%,46.47%  (  +0.85%),33.04%,"43,258",6,4,4,76,Oil & Gas Midstream,
ZS,USA,273.80,2025-09-02,42.15,7.70,18.78%,16.74,9.207,11.010,"3,483",30.90%,55.46%  (  +0.05%),61.36%,"129,354",4,5,5,85,Software - Infrastructure,
DLTR,USA,113.35,2025-09-03,54.69,2.45,36.95%,0.96,12.226,9.671,"8,438",18.68%,45.86%  (  +0.35%),31.85%,"218,794",6,4,4,65,Discount Stores,
HPE,USA,21.04,2025-09-03,54.45,0.56,8.28%,0.88,8.508,9.246,"30,118",27.48%,48.46%  (  +1.85%),39.87%,"558,574",9,4,4,78,Communication Equipment,
CRM,USA,246.45,2025-09-03,45.49,6.18,-15.81%,6.11,7.884,9.190,"45,626",26.16%,45.67%  (  +0.76%),67.65%,"610,742",8,4,4,90,Software - Application,"ORCL, 0.81(12M)"
CRDO,Cayman Islands,105.99,2025-09-03,47.02,6.82,56.80%,41.65,22.127,20.085,"30,791",64.35%,97.84%  (  -4.31%),53.73%,"118,856",8,5,5,88,Semiconductors,
AVAV,USA,232.24,2025-09-03,36.37,11.81,26.22%,13.96,13.534,7.520,"4,391",45.39%,66.14%  (  +0.68%),81.88%,"31,795",9,5,5,85,Aerospace & Defense,
CIEN,USA,86.64,2025-09-04,44.27,3.02,11.94%,2.87,11.826,12.292,788,35.53%,56.95%  (  +1.98%),53.18%,"40,435",10,4,4,85,Communication Equipment,
ASO,USA,51.21,2025-09-04,47.79,1.96,5.55%,0.57,9.669,9.963,596,40.96%,48.58%  (  +5.18%),38.10%,"33,175",8,4,4,65,Specialty Retail,
KR,USA,71.83,2025-09-05,52.70,1.53,9.08%,0.32,5.501,6.510,"12,478",22.75%,29.65%  (  -0.56%),48.76%,"226,766",8,4,4,75,Grocery Stores,
GTLB,USA,43.70,2025-09-09,50.27,2.08,-17.99%,8.97,14.627,13.789,"8,937",54.57%,80.63%  (  +2.06%),84.54%,"205,718",8,5,4,80,Software - Infrastructure,
CNM,USA,63.97,2025-09-09,52.02,1.26,19.10%,1.66,11.307,8.600,510,20.59%,37.92%  (  -0.35%),33.98%,"13,610",6,4,4,80,Industrial Distribution,
CHWY,USA,40.93,2025-09-10,64.48,1.28,11.25%,1.40,11.940,5.299,"19,187",37.95%,55.72%  (  +1.13%),40.84%,"283,923",7,4,4,75,Internet Retail,
ORCL,USA,235.06,2025-09-15,43.75,8.07,30.31%,11.50,8.764,10.770,"94,606",32.96%,53.07%  (  -1.12%),73.21%,"896,006",7,4,4,85,Software - Infrastructure,"MSFT, 0.86(6M)"
DRI,USA,207.49,2025-09-18,51.40,3.88,6.07%,2.01,5.577,6.645,714,17.11%,28.79%  (  -0.42%),43.75%,"22,587",5,4,5,85,Restaurants,
JEF,USA,59.37,2025-09-24,55.30,1.53,-4.21%,1.36,7.531,0.000,797,25.85%,31.95%  (  -0.74%),15.17%,"44,519",6,4,4,0,Capital Markets,
ACN,Ireland,255.05,2025-09-25,42.89,6.38,-21.36%,2.32,5.945,0.000,"11,504",29.22%,27.87%  (  -0.87%),37.01%,"112,776",9,4,4,95,Information Technology Services,
COST,USA,994.57,2025-09-25,62.54,14.73,2.16%,1.64,3.594,0.000,"39,823",15.13%,19.78%  (  -0.05%),11.11%,"244,092",5,4,4,80,Discount Stores,
NKE,USA,76.26,2025-09-25,56.16,1.88,8.35%,2.43,8.696,0.000,"21,611",24.71%,29.20%  (  +0.27%),20.50%,"1,432,049",7,4,4,55,Footwear & Accessories,"UA, 0.88(6M)"
JBL,USA,204.05,2025-09-25,36.68,6.72,24.01%,0.77,9.055,0.000,"2,125",32.84%,33.79%  (  -0.32%),25.66%,"31,293",9,5,5,80,Electronic Components,
MU,USA,117.21,2025-09-25,49.84,4.78,17.50%,3.88,10.313,0.000,"187,291",44.27%,45.64%  (  +1.74%),17.93%,"1,628,732",6,5,5,88,Semiconductors,
UEC,USA,9.39,2025-09-26,53.39,0.57,38.70%,62.42,0.000,0.000,"8,744",59.28%,66.63%  (  -0.99%),52.25%,"243,666",10,5,5,0,Uranium,
