SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
DG,USA,110.72,2025-06-04,71.15,3.71,31.97%,0.59,9.642,0.000,"17,059",53.90%,29.35%  (  -1.84%),6.04%,"291,666",10,4,4,60,Discount Stores,
MDB,USA,197.18,2025-06-04,64.77,6.68,-19.58%,8.03,13.517,13.362,"14,520",36.06%,75.49%  (  -1.57%),73.04%,"231,084",6,4,4,72,Software - Infrastructure,
PVH,USA,80.89,2025-06-04,51.81,3.07,-9.31%,0.45,11.576,11.070,981,44.93%,56.56%  (  +0.24%),59.16%,"34,996",8,4,4,85,Apparel Manufacturing,
CRWD,USA,467.36,2025-06-04,59.04,18.48,31.36%,29.44,8.514,0.000,"137,979",41.88%,40.20%  (  -8.14%),17.99%,"464,861",6,4,4,85,Software - Infrastructure,
CIEN,USA,85.40,2025-06-05,72.81,2.64,19.85%,3.00,11.459,11.262,"2,123",30.26%,56.84%  (  +1.21%),53.99%,"43,277",7,4,4,80,Communication Equipment,
LULU,USA,335.47,2025-06-05,67.77,9.88,4.93%,3.97,9.756,9.192,"8,149",35.00%,53.48%  (  -0.20%),57.91%,"186,741",9,4,4,78,Apparel Retail,
AVGO,USA,261.41,2025-06-05,82.79,8.06,35.14%,22.54,7.327,7.069,"126,313",31.89%,49.31%  (  +1.22%),36.18%,"2,150,496",9,5,5,88,Semiconductors,
IOT,USA,46.35,2025-06-05,58.69,1.54,0.91%,21.13,16.060,13.263,"1,215",32.68%,69.56%  (  -5.47%),59.13%,"143,504",7,5,4,85,Software - Infrastructure,
RBRK,USA,97.71,2025-06-05,77.48,3.45,67.76%,21.31,19.038,19.173,"3,239",28.90%,91.25%  (  +1.16%),67.00%,"58,699",5,5,5,75,Software - Infrastructure,
RH,USA,177.14,2025-06-05,42.12,11.54,-41.80%,1.04,13.375,17.455,"1,286",69.47%,95.29%  (  +0.33%),62.73%,"89,391",9,4,4,72,Specialty Retail,
GTLB,USA,46.88,2025-06-10,47.01,1.98,-15.18%,10.20,15.728,14.606,"1,090",43.57%,75.91%  (  +1.21%),75.03%,"114,832",8,5,5,80,Software - Infrastructure,
CHWY,USA,47.18,2025-06-11,78.79,1.41,39.50%,1.65,12.474,9.902,"3,660",26.90%,54.87%  (  -0.34%),18.19%,"267,647",7,5,4,85,Internet Retail,
