SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
LI,USA,0,2025-05-29,,,,,9.984,8.833,"2,818",33.24%,61.61%  (  -1.46%),42.31%,"281,014",5,4,4,75,,
FUTU,USA,0,2025-05-29,,,,,8.267,7.681,"1,631",51.55%,59.86%  (  +0.96%),29.66%,"119,685",7,5,5,88,,
HRL,USA,0,2025-05-29,,,,,5.694,5.074,699,19.69%,26.12%  (  -4.90%),31.40%,"41,262",5,4,4,68,,
DELL,USA,0,2025-05-29,,,,,10.210,8.944,"6,875",38.40%,56.88%  (  +0.45%),47.63%,"695,533",4,5,5,78,,
MRVL,USA,0,2025-05-29,,,,,9.547,10.449,"34,924",53.82%,72.72%  (  +1.12%),54.79%,"902,775",5,5,5,85,,
COST,USA,0,2025-05-29,,,,,3.965,3.382,"2,855",19.44%,25.37%  (  -0.26%),33.19%,"258,345",6,4,5,85,,
GAP,USA,0,2025-05-29,,,,,7.952,12.727,"1,445",40.07%,65.76%  (  +0.48%),55.34%,"217,987",10,4,4,82,,
ZS,USA,0,2025-05-29,,,,,10.489,6.935,"2,069",25.14%,43.26%  (  -0.21%),30.07%,"254,643",5,5,5,88,,
DG,USA,0,2025-06-03,,,,,9.685,9.655,"1,881",35.64%,49.40%  (  +2.54%),52.12%,"213,119",10,4,4,60,,
CRWD,USA,0,2025-06-03,,,,,9.624,9.381,"9,910",42.49%,51.85%  (  -1.47%),45.53%,"392,724",5,5,5,85,,
DLTR,USA,0,2025-06-04,,,,,12.298,10.208,"1,901",36.93%,53.06%  (  +0.08%),44.30%,"307,824",10,4,4,65,,
MDB,USA,0,2025-05-29,,,,,13.517,3.616,"2,822",39.36%,81.16%  (  +1.29%),83.60%,"202,366",5,4,4,70,,
AVGO,USA,0,2025-06-05,,,,,7.327,8.916,"38,173",36.43%,52.07%  (  +0.74%),43.28%,"2,034,599",7,5,5,88,,
LULU,USA,0,2025-06-05,,,,,9.756,10.380,"2,267",35.63%,54.48%  (  -0.92%),59.95%,"166,674",8,4,4,78,,
IOT,USA,0,2025-06-05,,,,,16.060,14.421,804,39.09%,71.64%  (  -0.25%),62.81%,"131,237",7,5,4,85,,
RH,USA,0,2025-06-12,,,,,13.375,17.736,976,72.43%,89.51%  (  +3.34%),56.74%,"77,962",9,4,4,70,,
UEC,USA,0,2025-06-06,,,,,6.243,14.849,"3,601",78.91%,77.27%  (  -1.62%),78.16%,"258,292",6,4,4,0,,
ORCL,USA,0,2025-06-10,,,,,8.738,9.458,"3,386",35.24%,48.33%  (  -0.07%),63.48%,"647,614",5,4,4,90,,"MSFT, 0.86(6M)"
CCL,Panama,0,2025-06-24,,,,,7.658,11.188,"7,871",43.03%,49.70%  (  +4.55%),33.01%,"1,241,162",9,4,4,85,,"NCLH, 0.95(12M)
RCL, 0.94(12M)"
FDX,USA,0,2025-06-24,,,,,9.046,10.133,"1,206",31.08%,43.77%  (  +1.84%),55.84%,"168,124",4,4,4,79,,
MU,USA,0,2025-06-25,,,,,11.387,13.945,"10,030",42.21%,61.09%  (  +1.90%),48.15%,"1,809,748",9,5,5,83,,
STZ,USA,0,2025-07-02,,,,,4.822,0.000,578,17.77%,29.86%  (  +1.32%),34.85%,"91,284",9,4,4,70,,
NKE,USA,0,2025-06-26,,,,,8.788,10.352,"10,634",36.79%,44.63%  (  +0.82%),56.85%,"1,706,296",5,4,4,65,,"UA, 0.88(6M)"
DAL,USA,0,2025-07-10,,,,,7.622,0.000,"2,242",42.44%,43.35%  (  +0.47%),24.35%,"814,599",7,5,5,78,,"UAL, 0.94(6M)"
C,USA,0,2025-07-11,,,,,3.872,0.000,"4,236",28.80%,27.51%  (  -0.29%),15.34%,"1,867,121",6,4,5,85,,
10:53:33 AM,,,,,,,,,,,,,,,,,,,,
