SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
TEM,USA,58.74,2025-08-08,48.28,3.48,7.65%,12.66,12.997,10.539,"72,997",61.22%,82.18%  (  +0.71%),19.58%,"393,969",7,4,4,62,Health Information Services,
AKRO,USA,50.45,2025-08-08,49.24,2.16,21.62%,-,0.000,14.243,"3,219",40.54%,89.53%  (  +11.06%),23.58%,"39,787",4,5,5,0,Biotechnology,
ROIV,Bermuda,11.55,2025-08-11,54.43,0.28,3.42%,103.05,6.262,8.554,739,25.27%,49.21%  (  +15.17%),48.33%,"190,729",5,5,5,73,Biotechnology,
RUM,USA,8.05,2025-08-11,37.47,0.48,-9.76%,34.47,14.728,11.947,"3,937",54.89%,73.88%  (  -0.19%),35.99%,"190,833",7,4,4,70,Internet Content & Information,
ACVA,USA,14.05,2025-08-11,37.96,0.53,-20.35%,3.57,13.072,15.018,"1,697",31.53%,71.81%  (  +4.60%),72.70%,"22,991",8,5,5,85,Auto & Truck Dealerships,
ACHR,USA,9.80,2025-08-11,42.80,0.69,14.02%,-,10.197,12.440,"56,881",78.03%,82.74%  (  -0.05%),38.57%,"868,736",5,4,4,70,Aerospace & Defense,
OKLO,USA,79.32,2025-08-11,61.87,6.26,117.11%,-,15.171,14.154,"122,185",84.18%,104.10%  (  -4.39%),33.81%,"565,670",6,4,4,70,Utilities - Regulated Electric,
ASTS,USA,47.71,2025-08-11,43.62,3.67,60.25%,3531.11,10.228,14.747,"166,851",64.12%,97.65%  (  +1.90%),26.92%,"873,810",4,4,5,75,Communication Equipment,
TME,USA,21.97,2025-08-12,63.53,0.67,52.46%,3.15,9.857,7.912,708,31.80%,46.29%  (  -0.16%),22.72%,"94,403",8,5,5,90,Internet Content & Information,
ETOR,Virgin Islands (British),56.37,2025-08-12,41.45,3.36,-9.46%,0.37,0.000,11.645,"6,920",48.96%,72.40%  (  -1.53%),3.89%,"24,612",8,4,4,0,Capital Markets,
PONY,USA,14.94,2025-08-12,57.90,1.12,12.97%,53.55,6.262,11.029,"10,522",72.69%,78.27%  (  -4.98%),0.00%,"123,777",8,5,5,74,Information Technology Services,
CAH,USA,153.41,2025-08-12,36.75,3.11,12.90%,0.16,4.947,5.352,"1,701",17.20%,30.91%  (  -0.76%),40.08%,"58,374",9,5,5,80,Medical Distribution,
ONON,Switzerland,45.16,2025-08-12,29.40,1.75,-13.48%,5.11,10.457,10.259,"50,922",35.12%,58.02%  (  +3.18%),43.73%,"365,350",7,5,5,93,Footwear & Accessories,
SE,USA,148.86,2025-08-12,41.12,5.36,14.21%,4.54,10.775,12.125,"6,395",41.07%,61.84%  (  -1.08%),72.26%,"344,051",9,4,5,85,Internet Retail,
LITE,USA,111.13,2025-08-12,67.99,4.20,40.17%,5.24,13.285,11.884,947,35.80%,64.40%  (  -2.99%),32.58%,"56,549",8,4,4,92,Communication Equipment,
RGTI,USA,15.66,2025-08-12,56.40,1.15,61.16%,548.78,25.066,12.174,"122,736",106.81%,89.88%  (  -7.49%),14.99%,"1,049,530",5,5,5,70,Computer Hardware,
CAVA,USA,88.90,2025-08-12,54.06,3.45,-15.36%,9.92,11.693,11.838,"10,259",49.45%,64.02%  (  +0.91%),45.35%,"222,680",5,4,5,88,Restaurants,
HRB,USA,55.15,2025-08-12,47.73,0.96,-1.91%,1.99,8.032,7.138,555,14.94%,37.25%  (  +0.84%),49.63%,"6,047",7,4,4,80,Personal Services,
QXO,USA,19.38,2025-08-12,38.23,0.78,20.40%,232.19,0.000,8.754,"23,631",31.75%,56.61%  (  -1.67%),25.55%,"160,802",9,5,5,0,Software - Application,
GLBE,Israel,35.17,2025-08-13,59.51,1.24,-15.82%,7.48,13.925,15.501,753,35.76%,73.91%  (  +0.82%),72.08%,"70,024",4,5,5,80,Internet Retail,
VG,USA,13.67,2025-08-13,35.94,0.89,2.21%,-,7.711,12.546,"6,245",51.30%,94.20%  (  +12.55%),55.97%,"289,332",6,4,4,81,Oil & Gas Midstream,
MRX,UK,35.52,2025-08-13,35.89,1.58,-0.86%,0.87,9.870,10.905,563,32.66%,66.49%  (  +2.95%),84.66%,"8,584",9,5,5,90,Capital Markets,
CSCO,USA,69.90,2025-08-13,61.33,1.10,13.59%,4.98,5.614,5.687,"44,842",15.63%,29.14%  (  -0.63%),60.09%,"1,086,284",7,4,4,88,Communication Equipment,"INTC, 0.86(6M)"
JBS,Netherlands,14.04,2025-08-13,53.38,0.47,9.22%,-,,,"1,239",33.69%,71.83%  (  +5.87%),50.89%,"120,052",10,5,5,80,Packaged Foods,
DLO,Cayman Islands,10.69,2025-08-13,50.40,0.41,4.93%,4.31,,,"1,433",32.44%,75.64%  (  unch),67.92%,"191,552",7,4,4,90,Software - Infrastructure,
BBWI,USA,29.29,2025-08-13,42.54,1.10,-10.25%,0.84,,,"16,022",38.92%,58.93%  (  -0.63%),62.86%,"215,997",5,5,5,82,Specialty Retail,
JD,USA,31.75,2025-08-14,45.69,0.74,-13.11%,0.26,,,"36,494",28.26%,41.62%  (  -0.41%),19.63%,"1,322,367",6,4,5,88,Internet Retail,
DE,USA,506.64,2025-08-14,48.03,11.72,7.97%,3.01,,,"2,031",23.91%,30.61%  (  -0.45%),34.13%,"57,226",9,4,4,70,Farm & Heavy Construction Machinery,"AGCO, 0.84(6M)"
GLNG,Bermuda,41.36,2025-08-14,53.30,1.11,4.80%,16.78,,,"2,825",20.32%,39.97%  (  -2.18%),15.13%,"123,200",5,4,4,80,Oil & Gas Midstream,
VIPS,USA,15.12,2025-08-14,45.98,0.37,4.08%,0.44,,,900,24.91%,48.98%  (  +1.41%),43.43%,"27,277",9,4,5,65,Internet Retail,
TPR,USA,108.48,2025-08-14,62.41,3.13,45.51%,3.28,,,"6,183",30.02%,48.20%  (  +1.10%),48.43%,"144,613",8,5,5,85,Luxury Goods,
GLOB,Luxembourg,77.94,2025-08-14,33.46,3.66,-49.75%,1.40,,,621,41.49%,72.07%  (  +1.99%),76.58%,"12,010",5,4,4,68,Information Technology Services,
AMAT,USA,183.15,2025-08-14,47.99,5.26,7.63%,5.23,,,"24,527",26.94%,41.12%  (  +3.03%),29.09%,"346,736",8,4,5,94,Semiconductor Equipment & Materials,
SNDK,USA,40.69,2025-08-14,41.16,1.85,-4.01%,-,,,572,39.17%,62.25%  (  +0.97%),19.15%,"32,416",9,4,5,0,Computer Hardware,
NU,Cayman Islands,12.41,2025-08-14,44.90,0.38,0.27%,5.52,,,"35,162",34.50%,48.21%  (  -0.24%),52.58%,"1,800,902",5,5,4,80,Banks - Regional,
ROST,USA,145.15,2025-08-14,67.41,3.01,3.04%,2.23,,,"1,316",21.87%,33.20%  (  +1.83%),60.37%,"57,068",9,5,5,70,Apparel Retail,
BTDR,Cayman Islands,12.94,2025-08-18,47.71,0.93,-3.84%,8.48,,,"15,182",72.34%,96.68%  (  -3.80%),31.93%,"226,475",4,5,5,45,Software - Application,
PANW,USA,168.10,2025-08-18,30.44,6.55,-10.45%,12.64,,,"116,574",40.15%,44.17%  (  +2.80%),54.05%,"803,673",9,4,4,88,Software - Infrastructure,
HSAI,USA,22.29,2025-08-18,56.74,1.45,44.82%,7.56,,,"3,662",88.99%,91.39%  (  -0.03%),17.55%,"39,931",7,5,5,85,Auto Parts,
TMC,Canada,5.52,2025-08-18,40.64,0.65,94.59%,-,,,"13,610",96.25%,124.86%  (  +4.54%),24.18%,"399,792",7,5,5,50,Other Industrial Metals & Mining,
