SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
JBL,USA,201.62,2025-06-17,85.87,5.54,42.09%,0.79,9.422,7.881,"14,418",38.06%,33.49%  (  -12.34%),25.06%,"52,582",7,5,5,82,Electronic Components,
ACN,Ireland,314.73,2025-06-20,50.51,5.28,-7.84%,2.93,6.507,6.012,"1,399",19.90%,36.07%  (  +1.03%),64.95%,"106,451",6,4,4,80,Information Technology Services,
DRI,USA,226.13,2025-06-20,72.13,4.04,22.25%,2.25,5.712,5.523,"1,219",22.40%,31.89%  (  -0.45%),55.33%,"39,484",10,4,5,88,Restaurants,
KR,USA,66.15,2025-06-20,43.58,1.23,6.13%,0.30,5.659,4.811,"3,062",19.94%,30.41%  (  -0.75%),53.47%,"263,951",6,4,4,80,Grocery Stores,
CCL,Panama,23.80,2025-06-24,57.41,0.77,7.39%,1.21,7.658,8.382,"20,513",44.50%,47.83%  (  +0.84%),29.56%,"1,330,210",10,4,5,85,Travel Services,"NCLH, 0.95(12M)
RCL, 0.94(12M)"
FDX,USA,225.60,2025-06-24,55.11,4.71,-12.23%,0.62,9.046,8.411,"1,399",27.23%,43.72%  (  -0.03%),55.73%,"175,863",4,4,4,77,Integrated Freight & Logistics,
MU,USA,122.08,2025-06-25,83.04,3.96,27.80%,4.36,11.387,11.012,"117,808",34.82%,60.45%  (  +2.28%),46.89%,"1,958,483",9,5,5,87,Semiconductors,
NKE,USA,60.97,2025-06-26,47.78,1.82,-15.79%,1.88,8.788,9.628,"28,206",36.33%,51.45%  (  +1.29%),72.91%,"1,793,540",4,4,4,60,Footwear & Accessories,"UA, 0.88(6M)"
STZ,USA,161.73,2025-07-01,25.32,4.18,-21.94%,2.80,4.822,7.563,"1,639",24.18%,39.01%  (  -0.29%),59.11%,"105,437",7,4,4,75,Beverages - Brewers,
PGR,USA,265.54,2025-07-10,38.26,5.75,2.44%,1.98,2.117,6.602,557,20.13%,28.17%  (  +1.98%),27.35%,"64,996",7,4,4,78,Insurance - Property & Casualty,
DAL,USA,48.41,2025-07-10,49.45,1.83,-10.35%,0.51,7.622,10.191,"5,429",44.64%,50.19%  (  +1.09%),35.02%,"883,086",7,5,4,78,Airlines,"UAL, 0.94(6M)"
WFC,USA,72.97,2025-07-15,45.49,1.60,4.72%,1.91,4.664,7.255,"6,576",19.87%,30.49%  (  +1.40%),25.04%,"1,480,696",9,4,4,78,Banks - Diversified,
JPM,USA,270.42,2025-07-15,63.76,4.60,11.66%,2.64,3.712,6.050,"8,494",16.09%,25.47%  (  +1.17%),20.40%,"856,375",4,4,4,80,Banks - Diversified,"BAC, 0.85(6M)"
C,USA,77.83,2025-07-15,61.25,1.51,10.81%,0.86,3.872,6.882,"5,602",23.58%,28.92%  (  +1.48%),18.33%,"1,943,120",7,4,5,85,Banks - Diversified,
BAC,USA,44.49,2025-07-16,57.89,0.83,3.47%,1.69,3.880,6.880,"19,305",19.41%,28.28%  (  +1.38%),22.24%,"3,099,131",7,5,5,88,Banks - Diversified,
GS,USA,628.40,2025-07-16,64.59,13.61,11.05%,1.53,4.520,7.064,"5,680",22.90%,29.99%  (  +1.12%),22.25%,"283,469",7,4,4,85,Capital Markets,"MS, 0.96(6M)"
