SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
CART,USA,36.75,2025-11-10,41.30,1.39,-15.98%,2.73,10.055,12.612,"61,932",46.30%,67.64%  (  +13.24%),93.42%,"139,069",8,4,4,85,Internet Retail,
BTDR,Cayman Islands,21.99,2025-11-10,52.11,2.03,55.26%,13.18,17.379,14.648,"33,755",119.09%,107.35%  (  -13.54%),45.15%,"365,027",9,5,5,0,Software - Application,
BXSL,USA,26.49,2025-11-10,48.53,0.55,-12.80%,4.41,4.326,5.363,595,22.85%,29.67%  (  -0.92%),33.14%,"35,698",7,4,4,82,Asset Management,
TSEM,Israel,84.07,2025-11-10,64.08,3.61,67.75%,6.31,10.660,13.136,"16,993",39.94%,74.48%  (  +1.55%),96.05%,"47,965",7,4,4,85,Semiconductors,
ROIV,Bermuda,20.62,2025-11-10,83.39,0.60,67.98%,606.16,6.353,8.404,"1,153",23.64%,49.67%  (  +1.20%),41.96%,"114,677",7,5,5,78,Biotechnology,
MNDY,Israel,189.59,2025-11-10,47.14,8.96,-24.00%,8.75,14.641,15.553,"12,294",48.30%,80.43%  (  -3.16%),75.88%,"49,623",9,5,5,88,Software - Application,
JHX,Ireland,17.39,2025-11-10,27.49,0.82,-31.17%,2.66,12.405,11.369,"4,420",49.79%,66.09%  (  +7.19%),44.71%,"53,248",6,5,5,60,Building Materials,
STWD,USA,18.42,2025-11-10,42.80,0.27,-6.20%,3.69,3.801,4.738,"1,122",16.39%,24.23%  (  +1.71%),33.49%,"152,261",6,4,4,80,REIT - Mortgage,
RGTI,USA,33.77,2025-11-10,43.76,4.54,97.20%,1382.20,17.677,14.962,"273,768",138.35%,127.87%  (  +10.00%),33.87%,"1,166,762",5,4,5,55,Computer Hardware,
MLYS,USA,38.02,2025-11-10,44.71,2.26,92.04%,-,22.530,20.009,"2,566",48.03%,97.35%  (  -4.13%),12.18%,"19,768",8,5,5,75,Biotechnology,
WULF,USA,13.94,2025-11-10,51.10,1.30,119.23%,39.47,14.681,11.523,"251,163",89.13%,102.66%  (  +2.54%),12.84%,"2,341,438",9,5,5,90,Capital Markets,
BBAI,USA,5.68,2025-11-10,38.08,0.60,6.77%,16.25,20.800,14.845,"102,371",96.45%,115.04%  (  +2.27%),26.09%,"1,150,174",5,4,4,55,Information Technology Services,
AU,UK,69.41,2025-11-11,51.90,3.02,43.03%,6.05,6.627,9.741,"1,844",59.30%,57.66%  (  -0.10%),80.36%,"134,124",8,4,5,0,Gold,
SE,USA,149.94,2025-11-11,29.93,6.24,-1.79%,4.22,10.794,10.525,"20,522",40.88%,61.28%  (  +1.87%),68.97%,"268,283",7,5,5,90,Internet Retail,
