SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
DLTR,USA,99.31,2025-09-04,26.44,3.49,16.77%,0.95,12.226,8.480,506,29.36%,31.13%  (  -2.02%),9.43%,"268,886",7,4,4,70,Discount Stores,
CIEN,USA,118.93,2025-09-04,79.15,4.86,51.03%,3.94,11.826,13.098,511,77.26%,40.16%  (  -22.02%),22.81%,"53,254",10,4,4,85,Communication Equipment,
AVGO,USA,304.87,2025-09-04,57.12,9.28,33.23%,25.14,7.373,6.228,"6,750",28.83%,46.51%  (  -0.33%),29.52%,"1,966,893",10,5,5,90,Semiconductors,
JBL,USA,205.57,2025-09-25,42.36,5.55,22.16%,0.77,9.055,11.744,578,31.77%,41.25%  (  -2.08%),41.02%,"38,150",8,5,5,85,Electronic Components,
NKE,USA,75.32,2025-09-30,47.95,1.79,6.99%,2.40,8.696,10.297,"44,154",25.55%,45.08%  (  +1.98%),57.90%,"1,432,263",6,4,4,55,Footwear & Accessories,"UA, 0.88(6M)"
LEVI,USA,22.47,2025-10-01,70.13,0.51,25.61%,1.40,11.735,11.268,611,25.18%,38.36%  (  -1.14%),20.77%,"57,467",9,4,5,85,Apparel Manufacturing,
MKC,USA,70.33,2025-10-07,49.27,1.41,-6.96%,2.80,5.927,0.000,971,19.49%,27.47%  (  -0.97%),50.69%,"31,714",7,4,4,65,Packaged Foods,
PEP,USA,148.28,2025-10-09,55.29,2.85,2.54%,2.21,3.516,0.000,"28,239",19.15%,20.89%  (  -0.97%),24.20%,"515,535",8,4,4,65,Beverages - Non-Alcoholic,"KO, 0.89(6M)"
PGR,USA,249.17,2025-10-09,52.74,3.99,-4.14%,1.77,0.959,0.000,"1,541",18.81%,23.73%  (  +0.21%),10.49%,"55,916",4,4,4,78,Insurance - Property & Casualty,
C,USA,96.40,2025-10-14,59.49,1.92,23.81%,1.05,4.159,0.000,"1,325",21.02%,27.10%  (  +0.06%),14.46%,"1,804,792",8,5,5,75,Banks - Diversified,
WFC,USA,81.18,2025-10-14,55.03,1.62,8.17%,2.11,4.646,0.000,"44,678",21.63%,24.93%  (  +0.34%),10.75%,"1,230,669",6,4,4,92,Banks - Diversified,
JNJ,USA,178.46,2025-10-14,66.28,2.27,13.42%,4.74,2.588,0.000,"15,905",13.21%,14.56%  (  -0.63%),9.42%,"442,465",7,4,4,80,Drug Manufacturers - General,"PFE, 0.83(6M)"
GS,USA,736.15,2025-10-14,53.99,13.41,18.66%,1.77,4.413,0.000,"18,008",21.01%,25.76%  (  -0.09%),12.67%,"262,719",6,4,4,85,Capital Markets,"MS, 0.96(6M)"
JPM,USA,300.35,2025-10-14,61.23,4.64,14.71%,2.96,3.907,0.000,580,14.68%,21.32%  (  +0.05%),9.50%,"757,443",6,4,4,80,Banks - Diversified,"BAC, 0.85(6M)"
APLD,USA,14.28,2025-10-14,48.36,1.18,58.04%,17.33,18.065,0.000,"2,067",106.72%,96.29%  (  +14.56%),16.45%,"638,264",8,5,5,97,Information Technology Services,
MS,USA,149.58,2025-10-15,62.56,2.52,14.61%,2.18,3.773,0.000,"8,569",18.09%,24.78%  (  +0.38%),10.12%,"500,848",8,4,4,85,Capital Markets,"GS, 0.96(6M)"
PNC,USA,206.58,2025-10-15,67.74,3.29,10.70%,2.41,3.823,0.000,818,19.08%,21.90%  (  -0.73%),8.22%,"43,401",9,4,4,83,Banks - Regional,
BAC,USA,50.42,2025-10-15,66.38,0.80,12.68%,1.88,3.906,0.000,"1,316",20.26%,21.78%  (  -0.54%),6.85%,"2,787,474",7,5,5,88,Banks - Diversified,
NFLX,USA,1247.36,2025-10-15,58.77,26.84,17.63%,12.78,7.632,0.000,"77,280",20.22%,25.44%  (  -0.52%),8.20%,"529,652",7,4,4,90,Entertainment,
SNV,USA,51.60,2025-10-15,56.26,1.31,2.63%,1.96,4.543,0.000,583,45.86%,40.20%  (  +1.69%),28.70%,"26,667",10,4,4,85,Banks - Regional,
SLG,USA,60.05,2025-10-15,63.18,1.53,-2.89%,4.66,6.009,0.000,"5,947",31.41%,35.39%  (  +1.40%),14.86%,"53,293",5,4,4,78,REIT - Office,
ABT,USA,132.70,2025-10-15,55.80,2.14,4.07%,5.36,3.642,0.000,"4,017",15.75%,20.05%  (  +0.45%),21.35%,"190,749",9,5,5,78,Medical Devices,
EFX,USA,239.80,2025-10-15,44.03,5.55,-5.26%,5.08,8.273,0.000,863,29.81%,28.95%  (  -0.24%),18.73%,"5,265",4,5,5,70,Consulting Services,
LRCX,USA,97.64,2025-10-15,44.75,3.00,17.57%,6.70,6.439,0.000,"16,379",36.83%,31.37%  (  -5.12%),1.75%,"545,152",9,5,5,85,Semiconductor Equipment & Materials,
KNX,USA,42.95,2025-10-15,47.09,1.27,-9.98%,0.94,,,"2,404",33.40%,40.57%  (  +1.47%),41.64%,"46,143",6,4,5,78,Trucking,
PPG,USA,109.12,2025-10-15,43.30,2.04,-3.96%,1.52,,,608,24.87%,22.16%  (  -0.09%),19.08%,"26,587",7,4,4,75,Specialty Chemicals,
KEY,USA,19.06,2025-10-16,61.21,0.37,11.73%,2.24,,,"8,661",22.26%,26.04%  (  +0.34%),6.91%,"203,236",6,4,4,90,Banks - Regional,
TSCO,USA,60.46,2025-10-16,51.64,1.19,10.48%,2.11,,,"2,267",19.39%,22.61%  (  -0.80%),9.71%,"67,772",6,4,4,82,Specialty Retail,
UNP,USA,222.32,2025-10-16,47.49,4.06,-3.59%,5.41,,,"4,293",22.41%,21.08%  (  -0.18%),16.57%,"139,085",9,4,4,90,Railroads,"NSC, 0.89(6M)"
FCX,USA,45.78,2025-10-16,64.79,1.13,14.85%,2.56,,,683,37.68%,35.08%  (  +0.14%),11.23%,"1,007,375",9,4,4,82,Copper,
RF,USA,27.16,2025-10-17,64.30,0.52,15.45%,2.55,,,711,21.43%,27.60%  (  +0.85%),14.93%,"93,235",10,4,4,78,Banks - Regional,
10:01:51 AM,,,,,,,,,,,,,,,,,,,,
