SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
COR,USA,292.35,2025-08-06,50.12,5.39,10.58%,0.18,4.914,5.326,"8,504",17.48%,28.83%  (  -1.09%),62.96%,"41,204",10,5,4,75,Medical Distribution,
PAYO,USA,6.50,2025-08-06,44.36,0.21,-22.35%,2.36,16.177,16.326,674,41.32%,69.19%  (  -4.92%),37.42%,"36,911",7,5,5,60,Software - Infrastructure,
GEO,USA,25.84,2025-08-06,54.07,1.06,-2.76%,1.51,8.737,11.024,"10,557",38.30%,74.10%  (  +0.73%),29.95%,"424,255",7,5,5,70,Security & Protection Services,
MCD,USA,298.77,2025-08-06,49.06,4.58,-0.82%,8.31,3.764,3.235,"28,882",16.31%,22.15%  (  -0.24%),30.49%,"217,411",9,4,4,70,Restaurants,"YUM, 0.83(6M)"
TRMB,USA,82.70,2025-08-06,57.28,1.76,16.57%,5.53,6.818,6.838,"1,249",16.58%,36.62%  (  +2.40%),37.19%,"10,471",5,5,5,75,Scientific & Technical Instruments,
NRG,USA,171.96,2025-08-06,69.79,5.56,49.01%,1.15,8.401,7.312,"12,136",34.13%,48.75%  (  +2.01%),38.32%,"75,158",8,5,5,80,Utilities - Independent Power Producers,
EMR,USA,140.57,2025-08-06,49.44,2.65,14.97%,4.49,5.418,5.369,"14,806",19.35%,31.05%  (  +1.98%),35.93%,"73,723",10,4,4,85,Specialty Industrial Machinery,"ETN, 0.84(6M)"
DIS,USA,118.32,2025-08-06,45.88,1.90,9.54%,2.27,7.001,6.254,"187,728",16.76%,33.41%  (  -0.25%),39.94%,"833,621",10,5,5,85,Entertainment,"CMCSA, 0.81(6M)
NFLX, 0.85(6M)"
PRGO,Ireland,26.62,2025-08-06,42.27,0.60,0.95%,0.84,11.816,10.605,"1,321",19.71%,54.38%  (  +0.90%),76.39%,"32,294",9,4,4,75,Drug Manufacturers - Specialty & Generic,
GPN,USA,78.41,2025-08-06,43.26,2.20,-17.99%,1.89,8.635,8.477,"4,881",33.25%,44.95%  (  +0.60%),48.94%,"136,754",9,4,4,88,Software - Infrastructure,
CDW,USA,165.24,2025-08-06,32.90,4.15,-7.91%,1.02,7.354,7.309,"2,832",26.52%,36.07%  (  +1.56%),40.85%,"6,296",8,4,4,88,Information Technology Services,
LNTH,USA,72.63,2025-08-06,42.71,2.37,-19.27%,3.27,14.098,14.589,"1,848",38.85%,69.18%  (  +3.84%),69.46%,"13,455",9,5,5,65,Drug Manufacturers - Specialty & Generic,
CCEP,UK,98.33,2025-08-06,57.97,1.49,15.94%,2.05,3.039,3.526,770,18.09%,20.86%  (  -0.70%),23.36%,"4,206",7,4,4,89,Beverages - Non-Alcoholic,
RPRX,UK,37.91,2025-08-06,69.10,0.66,21.19%,9.41,6.280,5.204,"1,349",17.69%,33.43%  (  +6.19%),44.37%,"21,075",9,5,4,87,Biotechnology,
