SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
SMMT,USA,20.99,2025-10-20,46.57,1.59,-6.13%,-,11.098,20.995,"13,203",102.54%,151.01%  (  +1.50%),98.45%,"150,736",7,4,4,80,Biotechnology,
CLF,USA,13.32,2025-10-20,57.51,0.67,38.30%,0.36,9.153,10.037,"91,414",50.67%,75.13%  (  -1.85%),51.41%,"909,116",6,4,4,85,Steel,
STLD,USA,142.75,2025-10-20,53.65,4.27,10.19%,1.23,7.299,9.361,911,33.40%,41.47%  (  -1.91%),32.44%,"31,211",6,5,5,80,Steel,
AGNC,USA,9.99,2025-10-20,51.65,0.17,4.42%,4.85,3.868,3.007,"37,337",15.42%,23.91%  (  -0.61%),22.91%,"704,049",9,4,4,55,REIT - Mortgage,
PCAR,USA,94.69,2025-10-21,42.00,2.37,-3.96%,1.60,7.730,8.559,811,25.24%,35.52%  (  -3.19%),53.38%,"23,624",6,4,4,78,Farm & Heavy Construction Machinery,
LMT,USA,495.15,2025-10-21,54.44,8.99,6.81%,1.61,4.469,5.191,"6,839",13.74%,29.96%  (  -1.78%),52.24%,"124,430",7,4,4,65,Aerospace & Defense,"NOC, 0.84(6M)"
KO,USA,68.44,2025-10-21,60.13,0.88,-0.52%,6.26,2.875,3.064,"77,674",12.14%,20.78%  (  -1.46%),39.35%,"731,594",6,5,4,78,Beverages - Non-Alcoholic,"PEP, 0.89(6M)"
RTX,USA,157.95,2025-10-21,42.96,3.12,12.68%,2.53,4.453,4.793,"7,051",21.74%,30.46%  (  -1.42%),35.66%,"196,566",8,4,4,75,Aerospace & Defense,
DHR,USA,209.06,2025-10-21,57.99,5.38,2.49%,6.23,5.575,6.263,"5,983",35.54%,38.34%  (  -1.74%),44.80%,"108,442",8,5,5,78,Diagnostics & Research,
HAL,USA,22.27,2025-10-21,42.42,0.87,-3.68%,0.85,4.866,6.396,"62,223",36.60%,44.76%  (  -3.11%),46.26%,"742,297",10,5,4,70,Oil & Gas Equipment & Services,
NDAQ,USA,88.59,2025-10-21,44.91,1.64,5.28%,6.27,5.820,6.759,"5,138",22.65%,27.72%  (  -0.11%),28.90%,"40,673",6,5,5,90,Financial Data & Stock Exchanges,
PHM,USA,124.45,2025-10-21,42.39,3.65,10.90%,1.39,5.338,5.778,"1,609",29.85%,41.65%  (  +1.13%),43.13%,"44,154",9,4,4,70,Residential Construction,
MMM,USA,152.64,2025-10-21,46.83,3.43,2.87%,3.30,6.498,6.516,"5,811",20.87%,38.69%  (  -2.31%),44.56%,"161,128",6,4,4,70,Conglomerates,"GE, 0.8(6M)"
PNR,Ireland,108.79,2025-10-21,46.97,2.48,9.48%,4.35,6.658,7.800,"1,221",19.48%,34.37%  (  +3.25%),50.08%,"13,990",8,4,4,85,Specialty Industrial Machinery,
ELV,USA,348.77,2025-10-21,61.62,7.97,-5.55%,0.41,8.071,11.374,"5,364",25.55%,47.04%  (  -2.04%),92.25%,"72,928",5,4,4,60,Healthcare Plans,
PM,USA,158.06,2025-10-21,45.43,3.44,-1.45%,6.32,4.608,5.960,"10,357",21.32%,35.23%  (  -0.24%),68.15%,"218,159",6,5,5,85,Tobacco,
GE,USA,300.14,2025-10-21,57.66,6.82,27.83%,7.65,5.795,6.445,"18,152",21.09%,38.31%  (  -1.84%),36.52%,"232,287",9,5,5,90,Aerospace & Defense,"MMM, 0.8(6M)"
GM,USA,58.38,2025-10-21,52.35,1.50,13.72%,0.30,6.126,6.600,"44,908",22.55%,41.30%  (  -2.73%),39.70%,"488,043",7,4,4,76,Auto Manufacturers,"TSLA, 0.83(6M)"
MTDR,USA,43.01,2025-10-21,40.81,1.62,-12.27%,1.42,8.781,12.691,"3,358",42.59%,51.56%  (  -5.22%),39.89%,"55,905",7,5,5,0,Oil & Gas E&P,
