SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
PDD,USA,127.11,2025-08-25,73.58,3.69,16.06%,3.16,8.721,8.434,"571,749",30.12%,44.77%  (  +0.69%),31.50%,"1,573,525",5,4,5,65,Internet Retail,
SMTC,USA,51.09,2025-08-25,53.64,2.47,8.82%,4.64,17.553,18.621,"2,879",47.77%,79.73%  (  +1.47%),50.64%,"32,387",9,5,5,75,Semiconductors,
PVH,USA,79.87,2025-08-26,64.72,2.25,-2.62%,0.44,11.696,12.319,"1,390",33.45%,52.68%  (  -1.42%),50.75%,"31,423",7,4,4,68,Apparel Manufacturing,
MDB,USA,219.06,2025-08-26,50.65,10.59,-4.69%,8.50,13.909,16.345,"20,491",53.42%,82.83%  (  -1.64%),96.28%,"213,290",6,5,5,90,Software - Infrastructure,
BOX,USA,31.80,2025-08-26,47.36,0.66,-2.63%,4.18,9.831,9.677,677,18.02%,42.83%  (  -0.14%),87.61%,"45,305",5,4,5,78,Software - Infrastructure,
NCNO,USA,29.08,2025-08-26,57.84,0.83,-4.34%,6.06,13.184,12.614,"1,410",36.81%,53.16%  (  -1.00%),66.67%,"5,803",6,4,4,75,Software - Application,
OKTA,USA,92.05,2025-08-26,46.38,3.12,-4.42%,6.01,11.907,12.086,"20,046",34.12%,64.60%  (  -0.54%),82.49%,"210,956",4,4,4,80,Software - Infrastructure,
TIGR,USA,12.71,2025-08-27,72.86,0.65,57.69%,4.97,11.319,12.485,"78,569",62.68%,79.04%  (  +9.25%),23.23%,"769,244",6,4,4,85,Capital Markets,
ANF,USA,98.46,2025-08-27,55.12,4.50,-4.53%,0.93,13.485,14.862,"11,122",50.03%,73.54%  (  -1.29%),61.26%,"136,094",5,4,4,78,Apparel Retail,
SNOW,USA,196.81,2025-08-27,42.69,6.49,10.72%,17.10,11.628,11.629,"54,009",38.96%,61.06%  (  -1.63%),68.66%,"455,399",5,5,5,80,Software - Application,
FIVE,USA,141.81,2025-08-27,59.69,4.47,39.04%,1.93,14.080,13.030,"9,539",32.61%,56.99%  (  -0.73%),27.19%,"47,879",9,4,4,88,Specialty Retail,
CRWD,USA,420.55,2025-08-27,37.38,13.35,3.52%,25.34,8.514,8.646,"51,052",27.32%,50.24%  (  -3.37%),41.98%,"391,775",4,4,4,90,Software - Infrastructure,
VEEV,USA,290.86,2025-08-27,60.28,6.58,19.14%,16.65,9.051,9.436,"1,059",21.55%,40.71%  (  -1.47%),64.47%,"29,952",8,4,4,80,Health Information Services,
NTNX,USA,68.79,2025-08-27,41.83,2.00,-2.27%,7.58,13.042,12.800,"2,575",31.54%,59.34%  (  +2.30%),78.94%,"107,810",6,5,5,85,Software - Infrastructure,
A,USA,121.63,2025-08-27,58.66,2.74,-2.20%,5.21,7.945,7.556,549,33.34%,33.31%  (  -1.45%),33.69%,"25,398",7,4,4,88,Diagnostics & Research,
URBN,USA,76.98,2025-08-27,53.63,2.76,31.39%,1.21,10.348,11.574,"1,957",38.79%,60.45%  (  -0.62%),63.54%,"27,480",5,4,4,88,Apparel Retail,
PSTG,USA,58.33,2025-08-27,53.56,1.89,4.42%,5.86,14.707,15.557,"1,682",42.76%,63.79%  (  -0.28%),62.84%,"64,665",8,5,5,80,Computer Hardware,
NVDA,USA,177.99,2025-08-27,55.63,4.66,29.11%,29.24,8.854,7.051,"3,377,107",25.70%,44.18%  (  -0.71%),28.38%,"19,075,293",9,5,5,78,Semiconductors,
TCOM,USA,64.92,2025-08-27,59.23,1.66,2.02%,5.54,11.305,9.619,"1,943",32.28%,41.35%  (  +0.88%),33.33%,"65,268",4,5,5,80,Travel Services,
NTAP,USA,110.52,2025-08-27,62.82,2.21,3.18%,3.36,9.286,8.000,"3,677",22.47%,41.56%  (  -1.44%),44.56%,"37,684",6,4,4,88,Software - Infrastructure,
DKS,USA,227.63,2025-08-28,63.05,5.61,9.70%,1.34,9.418,7.570,"4,062",29.08%,44.80%  (  -1.04%),33.55%,"95,074",9,4,4,82,Specialty Retail,
BBY,USA,75.39,2025-08-28,66.51,2.09,-1.75%,0.38,7.920,9.248,"19,391",30.88%,49.86%  (  -0.96%),50.38%,"135,977",6,4,4,70,Specialty Retail,
DG,USA,112.40,2025-08-28,50.81,2.63,24.68%,0.60,9.642,8.214,"6,172",24.21%,43.48%  (  -1.22%),42.67%,"171,351",5,4,4,76,Discount Stores,
BBWI,USA,31.09,2025-08-28,57.46,1.08,-4.67%,0.90,9.885,10.058,"8,336",40.05%,55.51%  (  -1.78%),54.83%,"235,506",5,5,5,80,Specialty Retail,
HRL,USA,29.25,2025-08-28,55.35,0.50,-2.84%,1.35,5.410,4.874,"1,768",19.24%,27.46%  (  -1.02%),34.69%,"46,226",9,4,4,72,Packaged Foods,
BURL,USA,280.84,2025-08-28,57.54,7.25,8.62%,1.64,8.365,8.717,"2,732",29.06%,46.72%  (  -2.18%),54.16%,"37,347",10,5,5,70,Apparel Retail,
ADSK,USA,290.23,2025-08-28,46.91,5.82,-0.05%,9.82,6.319,6.324,"1,062",26.07%,35.76%  (  -0.76%),45.38%,"46,205",7,5,4,80,Software - Application,
IREN,Australia,21.43,2025-08-28,67.55,1.62,92.23%,14.06,12.019,18.102,"178,290",73.57%,109.18%  (  -3.67%),49.27%,"1,765,770",10,4,4,82,Capital Markets,
MRVL,USA,73.00,2025-08-28,45.42,3.13,-12.02%,9.68,9.933,10.672,"102,516",43.49%,65.45%  (  -1.68%),43.28%,"1,166,651",8,5,5,85,Semiconductors,
S,USA,16.96,2025-08-28,45.71,0.64,-18.02%,6.53,13.784,10.577,"11,531",49.27%,60.71%  (  -1.24%),53.00%,"271,670",6,4,4,78,Software - Infrastructure,
AFRM,USA,79.49,2025-08-28,62.30,3.78,32.62%,8.53,14.471,15.535,"144,019",57.37%,80.95%  (  +0.45%),37.67%,"478,226",10,4,5,75,Software - Infrastructure,
DELL,USA,130.84,2025-08-28,48.70,4.21,15.20%,0.92,8.993,9.171,"29,818",37.40%,51.69%  (  -2.51%),37.70%,"603,879",6,4,4,85,Computer Hardware,
BABA,USA,122.94,2025-08-29,56.25,3.30,11.17%,1.99,5.027,6.746,"205,246",37.28%,44.16%  (  +1.79%),33.99%,"2,492,924",6,5,5,85,Internet Retail,
SIG,Bermuda,87.33,2025-09-02,63.75,3.06,22.25%,0.53,12.269,14.268,884,41.68%,65.58%  (  +1.43%),63.76%,"20,573",7,4,4,80,Luxury Goods,
ZS,USA,272.52,2025-09-02,41.95,7.52,17.76%,16.66,9.207,10.588,"5,631",24.79%,54.90%  (  +0.42%),60.04%,"129,986",4,5,5,85,Software - Infrastructure,
DLTR,USA,113.32,2025-09-03,54.29,2.40,36.13%,0.96,12.226,8.911,"6,023",16.34%,45.36%  (  -0.80%),31.10%,"224,420",7,4,4,65,Discount Stores,
CRDO,Cayman Islands,114.04,2025-09-03,54.81,7.04,66.90%,44.81,22.127,19.063,"13,393",65.73%,95.24%  (  -1.61%),50.56%,"136,748",9,5,5,88,Semiconductors,
AVAV,USA,239.84,2025-09-03,43.17,11.24,30.19%,14.42,13.534,7.459,"3,211",34.04%,63.65%  (  -1.78%),75.08%,"33,591",9,5,5,85,Aerospace & Defense,
KR,USA,69.56,2025-09-05,42.98,1.60,5.40%,0.31,5.501,5.891,"9,980",24.00%,29.58%  (  +0.02%),48.47%,"229,823",7,4,4,75,Grocery Stores,
ORCL,USA,236.37,2025-09-15,45.67,7.70,30.56%,11.57,8.764,10.998,"81,439",32.78%,53.09%  (  -0.21%),73.27%,"924,721",7,4,4,85,Software - Infrastructure,"MSFT, 0.86(6M)"
CTAS,USA,215.59,2025-09-24,40.88,3.45,2.40%,8.40,5.779,0.000,870,18.18%,19.85%  (  +0.74%),20.67%,"37,452",7,4,4,90,Specialty Business Services,
JEF,USA,62.54,2025-09-24,65.81,1.65,0.96%,1.43,7.531,0.000,"1,192",29.01%,33.01%  (  -1.61%),14.68%,"44,671",7,4,4,0,Capital Markets,
ACN,Ireland,259.22,2025-09-25,48.03,6.38,-19.86%,2.36,5.945,0.000,"13,106",28.39%,32.04%  (  +1.75%),51.22%,"115,082",9,4,4,95,Information Technology Services,
KMX,USA,60.06,2025-09-25,53.11,1.79,-17.55%,0.34,10.141,0.000,"2,031",31.80%,39.42%  (  +0.77%),33.52%,"63,112",4,4,4,85,Auto & Truck Dealerships,
