SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
CRDO,,60.96,2025-06-02,63.32,3.46,22.37%,31.60,21.846,19.599,,,,,,,,,,Semiconductors,
SIG,,66.57,2025-06-03,58.77,2.60,-10.38%,0.41,11.456,13.514,,,,,,,,,,Luxury Goods,
FERG,,182.34,2025-06-03,61.85,3.86,-1.74%,1.21,6.843,6.854,,,,,,,,,,Industrial Distribution,
OLLI,,111.45,2025-06-03,48.41,4.49,7.98%,3.01,9.487,11.354,,,,,,,,,,Discount Stores,
DG,,97.25,2025-06-03,55.76,2.70,15.68%,0.53,9.685,9.147,,,,,,,,,,Discount Stores,
CRWD,,471.37,2025-06-03,64.90,16.95,33.74%,29.70,9.624,7.607,,,,,,,,,,Software - Infrastructure,
HQY,,100.61,2025-06-03,63.25,3.12,8.71%,7.26,8.477,10.612,,,,,,,,,,Health Information Services,
HPE,,17.28,2025-06-03,52.87,0.54,-10.28%,0.73,9.193,9.228,,,,,,,,,,Communication Equipment,
DLTR,,90.26,2025-06-04,62.86,2.66,21.56%,0.69,12.298,9.572,,,,,,,,,,Discount Stores,
MDB,,188.83,2025-06-04,56.36,6.84,-23.22%,7.69,13.517,14.874,,,,,,,,,,Software - Infrastructure,
PVH,,83.77,2025-06-04,58.44,3.24,-6.33%,0.46,11.576,10.925,,,,,,,,,,Apparel Manufacturing,
CIEN,,80.06,2025-06-05,62.70,2.71,13.12%,2.81,11.459,12.053,,,,,,,,,,Communication Equipment,
TTC,,75.78,2025-06-05,58.17,1.65,-5.61%,1.65,8.538,8.461,,,,,,,,,,Tools & Accessories,
RBRK,,95.35,2025-06-05,81.06,3.56,66.55%,20.80,19.038,20.628,,,,,,,,,,Software - Infrastructure,
AVGO,,242.07,2025-06-05,75.17,7.93,26.07%,20.87,7.327,7.833,,,,,,,,,,Semiconductors,
LULU,,316.67,2025-06-05,59.00,9.81,-0.55%,3.75,9.756,9.739,,,,,,,,,,Apparel Retail,
IOT,,46.54,2025-06-05,60.66,1.58,1.53%,21.21,16.060,14.455,,,,,,,,,,Software - Infrastructure,
RH,,181.11,2025-06-05,41.78,12.06,-40.76%,1.07,13.375,16.628,,,,,,,,,,Specialty Retail,
