SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
C,USA,96.10,2025-10-14,42.95,2.35,17.51%,1.04,4.159,4.822,"182,207",20.13%,36.33%  (  -2.13%),34.06%,"1,609,395",8,4,5,85,Banks - Diversified,
JPM,USA,307.97,2025-10-14,51.86,5.75,13.81%,3.04,3.907,4.096,"146,873",17.28%,28.86%  (  -3.36%),28.06%,"748,740",10,4,5,80,Banks - Diversified,"BAC, 0.85(6M)"
WFC,USA,78.92,2025-10-14,40.14,1.72,3.57%,2.05,4.646,4.463,"162,947",22.33%,31.43%  (  -4.09%),26.50%,"1,211,246",8,4,4,80,Banks - Diversified,
ACI,USA,16.95,2025-10-14,31.46,0.36,-17.22%,0.12,5.341,5.784,"16,475",18.51%,37.93%  (  +0.60%),21.20%,"117,041",5,4,4,60,Grocery Stores,
JNJ,USA,190.90,2025-10-14,76.16,2.73,18.18%,5.07,2.588,3.317,"70,505",12.93%,21.85%  (  -0.30%),41.46%,"445,104",9,4,4,88,Drug Manufacturers - General,"PFE, 0.83(6M)"
GS,USA,786.78,2025-10-14,53.35,18.14,21.61%,1.90,4.413,4.404,"56,030",21.38%,34.62%  (  -3.35%),31.68%,"283,027",8,4,4,85,Capital Markets,"MS, 0.96(6M)"
BAC,USA,48.86,2025-10-15,35.61,0.91,7.68%,1.82,3.906,4.188,"132,678",15.20%,31.56%  (  -2.31%),30.00%,"2,696,961",7,5,5,80,Banks - Diversified,
ABT,USA,131.38,2025-10-15,43.25,2.50,1.13%,5.30,3.642,3.883,"9,354",15.25%,26.33%  (  -1.13%),43.34%,"193,899",9,5,5,85,Medical Devices,
PNC,USA,186.92,2025-10-15,30.77,4.14,0.55%,2.18,3.823,3.658,"2,870",17.12%,28.23%  (  -1.34%),26.13%,"41,321",10,4,4,78,Banks - Regional,
ASML,USA,984.66,2025-10-15,60.63,26.99,30.43%,10.92,5.966,7.708,"21,081",39.72%,46.95%  (  -4.58%),43.17%,"179,976",9,4,4,82,Semiconductor Equipment & Materials,
FHN,USA,22.45,2025-10-15,47.27,0.55,8.33%,2.33,5.496,6.722,"17,097",23.77%,41.11%  (  -3.92%),38.61%,"297,742",7,4,4,75,Banks - Regional,
MS,USA,155.13,2025-10-15,49.75,3.30,15.63%,2.27,3.773,4.511,"21,933",19.24%,32.77%  (  -3.13%),25.36%,"486,900",7,4,4,85,Capital Markets,"GS, 0.96(6M)"
SYF,USA,70.14,2025-10-15,41.22,2.07,9.79%,1.34,8.318,7.044,"5,254",24.98%,45.32%  (  -0.44%),34.99%,"52,717",6,4,4,78,Credit Services,
CFG,USA,50.25,2025-10-15,40.29,1.28,11.77%,1.79,4.259,4.629,"1,496",23.70%,33.81%  (  -0.71%),26.47%,"51,945",9,5,5,80,Banks - Regional,
PGR,USA,236.28,2025-10-15,37.32,4.19,-8.79%,1.68,0.959,3.859,"2,012",15.27%,28.62%  (  -1.16%),26.83%,"45,523",7,4,4,88,Insurance - Property & Casualty,
PLD,USA,112.72,2025-10-15,46.16,2.23,2.27%,12.52,4.465,3.933,"3,713",19.72%,28.23%  (  -2.75%),17.28%,"68,721",6,4,4,80,REIT - Industrial,
UAL,USA,99.25,2025-10-15,49.45,3.82,11.78%,0.55,8.326,7.512,"24,467",30.35%,55.09%  (  -1.04%),25.32%,"490,305",5,5,5,88,Airlines,"DAL, 0.94(6M)
RCL, 0.94(12M)"
LVS,USA,46.47,2025-10-15,30.88,1.80,1.57%,2.75,5.661,7.299,"29,074",39.33%,49.34%  (  -0.06%),43.77%,"293,002",7,4,4,80,Resorts & Casinos,
KMI,USA,27.34,2025-10-15,45.19,0.53,-0.62%,3.82,3.583,2.308,"5,932",16.10%,26.45%  (  -2.47%),21.47%,"342,712",9,4,4,85,Oil & Gas Midstream,
BK,USA,106.30,2025-10-16,49.90,1.95,16.95%,1.86,4.539,4.654,748,15.75%,31.15%  (  +0.09%),33.79%,"73,346",9,4,4,88,Banks - Diversified,"STT, 0.83(6M)"
USB,USA,46.16,2025-10-16,36.72,0.97,1.80%,1.71,3.787,4.101,"9,331",19.37%,29.29%  (  -0.79%),23.28%,"217,996",6,4,4,85,Banks - Regional,
KEY,USA,17.56,2025-10-16,34.23,0.45,2.88%,2.06,4.056,4.430,"3,564",22.43%,33.44%  (  -2.20%),23.42%,"207,221",4,4,4,85,Banks - Regional,
SCHW,USA,93.49,2025-10-16,48.25,1.93,8.78%,6.36,5.246,5.330,"14,032",27.40%,33.06%  (  -3.40%),34.36%,"438,302",6,5,5,85,Capital Markets,"AMTD, 0.84(6M)"
CSX,USA,35.57,2025-10-16,58.88,0.73,10.45%,4.68,3.824,3.884,"2,390",22.55%,27.53%  (  -0.84%),30.82%,"441,261",9,5,5,70,Railroads,
IBKR,USA,70.52,2025-10-16,60.23,2.25,30.61%,3.22,6.111,5.583,"9,073",36.70%,42.88%  (  -3.96%),31.12%,"223,021",9,5,5,88,Capital Markets,
TSM,USA,302.89,2025-10-16,63.67,10.60,42.68%,14.80,3.853,5.964,"232,208",40.64%,46.55%  (  -3.42%),39.18%,"1,759,149",10,5,5,82,Semiconductors,
SLB,,32.27,2025-10-17,36.04,1.01,-11.94%,1.36,3.469,4.913,"41,438",27.37%,39.70%  (  -3.17%),39.02%,"860,587",9,5,5,80,Oil & Gas Equipment & Services,
RF,USA,24.56,2025-10-17,30.89,0.59,4.04%,2.31,4.237,4.445,"1,468",20.78%,31.78%  (  -1.95%),25.46%,"98,891",9,4,4,85,Banks - Regional,
TFC,USA,42.95,2025-10-17,33.18,0.97,-0.15%,1.81,3.229,3.910,"4,619",19.26%,30.95%  (  -2.95%),28.29%,"185,062",7,4,4,70,Banks - Regional,
FITB,USA,42.20,2025-10-17,33.99,1.05,2.13%,2.06,4.300,4.966,"2,260",21.33%,34.02%  (  +1.83%),34.56%,"73,892",9,4,4,85,Banks - Regional,
AXP,USA,323.12,2025-10-17,44.47,7.12,7.74%,2.93,4.314,4.807,"7,755",20.98%,33.06%  (  -1.46%),28.19%,"248,897",5,4,4,88,Credit Services,"COF, 0.82(6M)"
HBAN,USA,15.90,2025-10-17,30.88,0.39,-1.46%,1.93,3.937,4.284,"5,327",21.81%,33.12%  (  -4.43%),33.08%,"86,766",9,5,4,90,Banks - Regional,
ALLY,USA,37.87,2025-10-17,36.25,1.19,1.63%,0.75,6.507,7.017,"10,344",27.51%,44.70%  (  -2.59%),38.40%,"120,056",8,4,4,75,Credit Services,
CLF,USA,13.83,2025-10-20,65.17,0.66,44.91%,0.37,9.153,11.584,"49,686",54.31%,73.87%  (  -3.15%),49.26%,"883,958",6,4,4,85,Steel,
AGNC,USA,9.99,2025-10-20,51.88,0.17,4.55%,4.85,3.868,3.451,"22,333",18.25%,25.11%  (  -0.61%),26.62%,"656,354",9,4,5,55,REIT - Mortgage,
MMM,USA,151.10,2025-10-21,42.54,3.50,2.14%,3.27,6.498,7.000,"4,680",21.69%,38.21%  (  -1.49%),43.42%,"160,319",6,4,4,75,Conglomerates,"GE, 0.8(6M)"
HAL,USA,22.50,2025-10-21,42.51,0.84,-3.07%,0.86,4.866,6.859,"55,600",40.16%,45.04%  (  -2.01%),46.91%,"683,455",9,5,4,70,Oil & Gas Equipment & Services,
ELV,USA,351.42,2025-10-21,64.58,8.55,-4.95%,0.42,8.071,11.283,"2,680",29.14%,43.85%  (  -2.39%),88.24%,"71,601",5,4,4,60,Healthcare Plans,
KO,USA,66.80,2025-10-21,48.89,0.87,-2.76%,6.11,2.875,3.285,"43,870",11.18%,20.50%  (  -1.29%),37.65%,"696,872",9,5,4,75,Beverages - Non-Alcoholic,"PEP, 0.89(6M)"
PCAR,USA,93.23,2025-10-21,36.53,2.35,-5.63%,1.57,7.730,8.769,902,26.58%,33.80%  (  -0.42%),49.56%,"22,017",6,4,4,78,Farm & Heavy Construction Machinery,
DHR,USA,205.14,2025-10-21,54.90,5.50,0.35%,6.12,5.575,6.916,"2,210",35.58%,38.46%  (  -1.77%),45.09%,"97,506",8,5,5,78,Diagnostics & Research,
PHM,USA,120.49,2025-10-21,33.62,3.77,7.65%,1.34,5.338,6.371,"1,835",30.45%,40.15%  (  -2.03%),38.02%,"43,476",9,4,4,70,Residential Construction,
LMT,USA,503.83,2025-10-21,66.38,8.18,8.73%,1.64,4.469,5.277,"3,896",14.10%,29.23%  (  -1.47%),49.36%,"120,053",8,4,4,65,Aerospace & Defense,"NOC, 0.84(6M)"
NDAQ,USA,89.39,2025-10-21,47.27,1.62,6.49%,6.32,5.820,6.811,905,22.32%,28.56%  (  -1.00%),31.33%,"40,009",6,5,5,90,Financial Data & Stock Exchanges,
GE,USA,297.53,2025-10-21,55.22,6.60,28.13%,7.58,5.795,7.003,"8,526",22.13%,39.90%  (  -1.91%),40.29%,"225,347",7,5,5,90,Aerospace & Defense,"MMM, 0.8(6M)"
GM,USA,55.62,2025-10-21,35.87,1.37,8.50%,0.28,6.126,7.547,"16,777",20.37%,41.88%  (  -2.88%),41.17%,"467,601",7,4,4,76,Auto Manufacturers,"TSLA, 0.83(6M)"
RTX,USA,158.85,2025-10-21,43.52,3.09,13.99%,2.54,4.453,5.195,"7,067",21.37%,29.62%  (  -1.49%),33.44%,"186,637",7,4,4,75,Aerospace & Defense,
PM,USA,159.47,2025-10-21,46.88,3.62,-0.12%,6.38,4.608,6.060,"8,912",22.04%,34.36%  (  -1.40%),64.82%,"209,177",8,5,5,85,Tobacco,
TXN,USA,175.11,2025-10-21,39.77,4.84,-6.14%,9.55,5.124,7.676,"13,259",26.22%,44.16%  (  -0.74%),42.70%,"304,007",5,4,4,78,Semiconductors,
NFLX,USA,1219.03,2025-10-21,53.74,27.35,10.54%,12.49,7.632,7.936,"58,917",22.67%,41.78%  (  -0.92%),41.27%,"569,297",6,4,5,80,Entertainment,
EQT,USA,53.66,2025-10-21,50.00,1.71,2.04%,4.60,5.032,6.430,"10,796",25.59%,41.95%  (  -1.11%),32.74%,"348,095",10,4,4,85,Oil & Gas E&P,
WAL,USA,78.85,2025-10-21,35.70,2.90,-1.97%,1.72,8.381,12.150,"3,170",32.63%,45.44%  (  -6.87%),27.77%,"30,753",4,5,4,85,Banks - Regional,
COF,USA,207.61,2025-10-21,36.75,5.37,4.55%,2.33,5.338,6.644,"20,503",24.64%,40.47%  (  -1.71%),31.80%,"201,667",9,5,5,60,Credit Services,"AXP, 0.82(6M)"
ISRG,USA,435.73,2025-10-21,42.98,10.89,-15.35%,17.08,6.488,3.077,"8,982",32.16%,43.87%  (  -1.47%),54.81%,"101,202",8,4,5,80,Medical Instruments & Supplies,
BSX,USA,94.95,2025-10-22,32.85,2.13,-6.28%,7.61,5.507,5.495,"16,734",16.46%,31.43%  (  -1.90%),40.91%,"254,807",9,5,5,90,Medical Devices,
