SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
BILI,USA,18.93,2025-05-20,57.36,0.82,1.54%,1.67,10.763,11.312,"22,791",51.98%,68.46%  (  -0.83%),23.54%,"382,309",7,5,5,85,Internet Content & Information,
NBIS,Netherlands,37.32,2025-05-23,75.56,2.31,6.48%,75.58,8.357,17.989,"69,833",93.13%,99.62%  (  +0.76%),36.47%,"445,080",10,5,4,70,Software - Infrastructure,
HD,USA,380.78,2025-05-20,64.17,8.00,-1.51%,2.37,4.271,4.240,"22,982",28.86%,26.61%  (  -1.93%),30.87%,"253,213",10,4,5,72,Home Improvement Retail,"LOW, 0.91(6M)"
GDS,USA,27.23,2025-05-20,54.62,1.87,17.65%,3.33,17.511,20.292,"1,158",87.64%,83.51%  (  -1.49%),40.60%,"39,950",10,5,4,78,Information Technology Services,
VIK,Bermuda,48.23,2025-05-20,70.93,1.71,16.29%,4.00,11.136,11.105,"1,257",59.93%,42.30%  (  -3.25%),30.12%,"14,484",10,5,4,85,Travel Services,
AS,Cayman Islands,31.14,2025-05-20,72.75,1.41,35.61%,3.34,14.044,15.014,873,70.12%,59.93%  (  -1.10%),57.44%,"12,439",10,5,4,70,Leisure,
VIPS,USA,15.33,2025-05-20,63.23,0.60,7.61%,0.44,11.250,11.789,"1,123",45.91%,47.95%  (  -1.36%),40.81%,"30,630",10,4,4,70,Internet Retail,
PONY,USA,18.43,2025-05-20,66.91,2.15,44.43%,66.05,0.000,21.987,"22,952",233.36%,167.48%  (  +4.23%),9.90%,"71,967",7,4,4,55,Information Technology Services,
PANW,USA,192.98,2025-05-20,63.81,5.43,6.32%,14.91,9.089,8.010,"30,485",45.40%,43.15%  (  -0.93%),50.46%,"584,893",9,4,4,80,Software - Infrastructure,
TOL,USA,107.26,2025-05-20,58.28,3.40,-17.68%,0.99,5.992,6.981,"2,752",42.83%,42.06%  (  +1.75%),45.18%,"51,709",9,4,4,72,Residential Construction,
MOD,USA,104.53,2025-05-20,71.55,4.52,-3.89%,2.16,16.098,16.463,710,67.96%,68.18%  (  +4.23%),34.30%,"14,034",7,5,5,80,Auto Parts,
BIDU,USA,89.34,2025-05-21,51.13,2.97,0.22%,1.35,6.253,6.548,"27,341",40.82%,43.72%  (  +0.32%),37.19%,"487,308",8,4,4,80,Internet Content & Information,
MDT,Ireland,86.44,2025-05-21,56.13,1.69,-0.77%,3.34,3.863,4.318,"20,888",23.76%,25.47%  (  +0.84%),43.10%,"240,159",5,4,4,88,Medical Devices,
TJX,USA,133.34,2025-05-21,67.74,2.44,10.66%,2.64,4.390,4.323,"9,710",23.16%,24.86%  (  +0.48%),39.78%,"187,380",8,5,5,85,Apparel Retail,
LOW,USA,234.23,2025-05-21,59.86,5.64,-6.12%,1.57,4.057,4.573,"5,864",31.61%,28.41%  (  -0.54%),29.96%,"124,148",5,4,4,80,Home Improvement Retail,"HD, 0.91(6M)"
YMM,USA,12.35,2025-05-21,57.87,0.53,20.78%,7.37,13.770,13.515,617,48.45%,51.14%  (  -2.06%),23.52%,"71,906",7,4,4,90,Software - Application,
ZM,USA,84.62,2025-05-21,76.98,1.78,12.27%,5.53,9.418,8.745,"17,622",29.15%,43.84%  (  +1.62%),50.47%,"269,042",8,4,4,75,Software - Application,
