SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
JBL,USA,179.08,2025-06-17,79.16,4.04,27.26%,0.70,9.422,7.790,831,20.79%,42.31%  (  -1.19%),43.19%,"40,577",7,4,5,82,Electronic Components,
CCL,Panama,23.57,2025-06-19,58.22,0.70,6.85%,1.21,7.658,9.077,"43,581",39.94%,46.98%  (  -1.31%),27.98%,"1,340,150",9,4,4,85,Travel Services,"NCLH, 0.95(12M)
RCL, 0.94(12M)"
KR,USA,65.06,2025-06-20,35.86,1.32,4.70%,0.29,5.659,5.279,"7,642",19.94%,31.22%  (  +1.72%),56.63%,"259,308",6,4,4,80,Grocery Stores,
ACN,Ireland,318.13,2025-06-20,55.17,5.31,-6.95%,2.96,6.507,6.284,"3,195",19.31%,35.01%  (  +0.98%),61.33%,"101,924",6,4,4,80,Information Technology Services,
DRI,USA,217.81,2025-06-20,62.75,3.86,18.39%,2.17,5.712,5.441,627,21.46%,30.18%  (  -1.09%),48.95%,"37,212",9,4,4,88,Restaurants,
FDX,USA,225.00,2025-06-24,54.94,5.12,-12.82%,0.61,9.046,8.617,"4,215",30.09%,42.17%  (  -0.51%),52.24%,"176,242",5,4,4,77,Integrated Freight & Logistics,
MU,USA,116.18,2025-06-25,80.36,3.87,22.05%,4.15,11.387,11.036,"111,581",34.78%,56.98%  (  -2.76%),40.11%,"1,947,916",10,5,5,88,Semiconductors,
NKE,USA,62.80,2025-06-26,54.34,1.81,-13.67%,1.93,8.788,9.753,"70,941",35.32%,49.39%  (  +0.93%),68.07%,"1,807,211",4,4,4,60,Footwear & Accessories,"UA, 0.88(6M)"
STZ,USA,169.81,2025-07-01,33.18,4.23,-18.50%,2.94,4.822,7.420,"27,521",23.39%,36.07%  (  -0.17%),51.31%,"101,166",7,4,4,75,Beverages - Brewers,
DAL,USA,48.88,2025-07-10,51.14,1.74,-9.29%,0.52,7.622,10.509,"50,744",44.45%,47.75%  (  +1.54%),31.21%,"865,053",7,5,5,78,Airlines,"UAL, 0.94(6M)"
PGR,USA,268.42,2025-07-10,40.83,6.27,3.70%,2.00,2.117,0.000,"2,828",21.27%,25.19%  (  -1.03%),17.66%,"64,880",7,4,4,78,Insurance - Property & Casualty,
BK,USA,89.71,2025-07-15,61.07,1.40,12.18%,1.61,4.597,0.000,"2,491",13.82%,23.43%  (  +1.00%),18.70%,"74,381",4,4,4,88,Banks - Diversified,"STT, 0.83(6M)"
C,USA,78.23,2025-07-15,68.08,1.50,11.76%,0.87,3.872,0.000,"33,711",23.48%,25.13%  (  +0.68%),10.27%,"1,945,374",4,4,5,85,Banks - Diversified,
WFC,USA,74.01,2025-07-15,49.36,1.65,6.58%,1.94,4.664,0.000,"100,248",20.27%,25.46%  (  +0.70%),12.99%,"1,457,576",7,4,4,78,Banks - Diversified,
JPM,USA,268.24,2025-07-15,63.62,4.51,11.10%,2.62,3.712,0.000,"28,753",15.81%,21.02%  (  +0.98%),9.52%,"850,694",5,4,4,80,Banks - Diversified,"BAC, 0.85(6M)"
JNJ,USA,156.66,2025-07-16,57.30,2.30,0.19%,4.22,2.634,0.000,"21,629",17.90%,17.68%  (  +0.38%),22.34%,"480,398",7,4,4,85,Drug Manufacturers - General,"PFE, 0.83(6M)"
BAC,USA,44.62,2025-07-16,60.53,0.85,3.95%,1.69,3.880,0.000,"154,241",19.66%,23.93%  (  +1.10%),11.94%,"3,097,690",7,5,5,88,Banks - Diversified,
MS,USA,131.92,2025-07-16,65.18,2.69,8.75%,1.99,3.772,0.000,"7,389",22.58%,26.31%  (  +0.57%),14.65%,"643,931",9,4,4,80,Capital Markets,"GS, 0.96(6M)"
GS,USA,625.11,2025-07-16,66.80,13.60,10.81%,1.53,4.520,0.000,"20,273",22.40%,26.18%  (  +0.65%),14.14%,"282,399",7,4,4,85,Capital Markets,"MS, 0.96(6M)"
PNC,USA,177.74,2025-07-16,58.81,3.35,-3.84%,2.10,3.948,0.000,"1,211",23.29%,24.05%  (  +1.46%),14.31%,"48,421",9,4,4,82,Banks - Regional,
CFG,USA,41.17,2025-07-16,56.00,1.00,-3.26%,1.47,4.430,0.000,"34,140",29.23%,32.18%  (  -0.38%),22.27%,"88,027",6,4,4,80,Banks - Regional,
LVS,USA,41.91,2025-07-16,57.26,1.23,-6.40%,2.64,6.058,0.000,"4,548",33.45%,35.23%  (  +0.36%),15.38%,"318,162",6,5,5,0,Resorts & Casinos,
NFLX,USA,1215.03,2025-07-16,59.06,27.10,32.57%,12.97,8.268,0.000,"73,634",21.68%,28.70%  (  +2.57%),14.78%,"627,442",7,5,5,88,Entertainment,
