SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
ACN,Ireland,306.38,2025-06-20,40.93,5.54,-10.24%,2.85,6.507,5.899,"21,797",20.39%,35.15%  (  -1.28%),61.83%,"114,760",6,4,4,80,Information Technology Services,
DRI,USA,222.75,2025-06-20,65.88,4.15,20.21%,2.22,5.712,5.419,"8,468",21.55%,33.31%  (  -0.45%),60.64%,"41,672",10,4,5,88,Restaurants,
KR,USA,65.52,2025-06-20,40.00,1.21,5.00%,0.30,5.659,4.552,"33,136",19.89%,30.98%  (  +0.72%),55.68%,"267,706",5,4,4,80,Grocery Stores,
CCL,Panama,23.61,2025-06-24,55.48,0.78,6.40%,1.21,7.658,8.302,"21,010",45.29%,48.95%  (  -2.74%),31.63%,"1,359,918",10,4,5,85,Travel Services,"NCLH, 0.95(12M)
RCL, 0.94(12M)"
FDX,USA,223.30,2025-06-24,51.88,4.84,-13.00%,0.61,9.046,8.126,"6,946",27.34%,43.64%  (  -0.60%),55.55%,"176,849",4,4,4,80,Integrated Freight & Logistics,
MU,USA,121.82,2025-06-25,82.96,3.88,27.37%,4.35,11.387,9.944,"147,405",34.68%,55.66%  (  -3.08%),37.51%,"1,991,334",9,5,5,87,Semiconductors,
JEF,USA,53.22,2025-06-25,57.33,1.63,-15.60%,1.13,6.905,9.442,656,37.51%,40.58%  (  -0.44%),33.11%,"49,713",8,4,4,0,Capital Markets,
NKE,USA,59.51,2025-06-26,43.46,1.82,-17.66%,1.83,8.788,9.469,"120,146",37.30%,51.52%  (  -0.39%),73.07%,"1,809,277",4,4,4,60,Footwear & Accessories,"UA, 0.88(6M)"
STZ,USA,160.00,2025-07-01,23.93,4.14,-22.63%,2.77,4.822,7.505,"30,231",24.29%,38.66%  (  -1.14%),58.19%,"107,785",7,4,4,75,Beverages - Brewers,
DAL,USA,47.56,2025-07-10,46.93,1.88,-11.96%,0.50,7.622,10.324,"64,492",46.02%,51.40%  (  -1.41%),36.92%,"890,698",6,5,4,79,Airlines,"UAL, 0.94(6M)"
PGR,USA,260.33,2025-07-10,33.83,5.98,0.40%,1.94,2.117,6.033,"7,106",20.67%,27.36%  (  -1.39%),24.70%,"66,615",5,4,4,78,Insurance - Property & Casualty,
JPM,USA,273.96,2025-07-15,67.11,4.86,13.01%,2.67,3.712,6.059,"115,619",15.96%,26.46%  (  +0.22%),22.80%,"861,821",5,4,4,80,Banks - Diversified,"BAC, 0.85(6M)"
C,USA,78.35,2025-07-15,62.26,1.54,11.43%,0.87,3.872,7.096,"135,535",23.56%,30.46%  (  +0.63%),21.59%,"1,951,758",7,4,5,85,Banks - Diversified,
BK,USA,91.60,2025-07-15,64.42,1.51,13.89%,1.64,4.597,6.195,"3,187",16.07%,26.99%  (  +2.02%),25.65%,"75,989",7,4,4,88,Banks - Diversified,"STT, 0.83(6M)"
WFC,USA,74.74,2025-07-15,53.53,1.68,7.12%,1.96,4.664,7.212,"53,083",21.83%,31.75%  (  +0.33%),28.07%,"1,490,529",8,4,4,78,Banks - Diversified,
STT,USA,99.30,2025-07-15,61.34,1.96,6.71%,1.33,5.123,7.100,870,20.05%,31.44%  (  +1.58%),25.82%,"38,293",6,4,4,70,Asset Management,"BK, 0.83(6M)"
GS,USA,635.24,2025-07-16,66.24,13.89,12.14%,1.55,4.520,7.013,"26,901",22.36%,30.55%  (  -0.66%),23.47%,"286,791",7,4,4,85,Capital Markets,"MS, 0.96(6M)"
MS,USA,132.52,2025-07-16,62.51,2.70,8.73%,2.00,3.772,7.037,"34,514",22.39%,30.98%  (  -0.22%),23.40%,"663,859",9,4,4,80,Capital Markets,"GS, 0.96(6M)"
CFG,USA,41.32,2025-07-16,55.67,1.01,-2.83%,1.47,4.430,7.624,816,29.20%,33.31%  (  -0.92%),25.20%,"121,621",7,4,4,78,Banks - Regional,
BAC,USA,45.06,2025-07-16,61.96,0.85,4.75%,1.71,3.880,6.724,"162,647",19.81%,29.10%  (  -0.20%),24.18%,"3,124,042",8,5,5,88,Banks - Diversified,
PLD,USA,105.08,2025-07-16,41.63,2.31,-7.61%,11.91,4.653,6.947,"1,069",21.40%,28.50%  (  -0.73%),18.01%,"78,973",5,4,4,70,REIT - Industrial,
JNJ,USA,150.73,2025-07-16,39.82,2.32,-3.48%,4.06,2.634,4.840,"47,154",18.53%,20.58%  (  +0.36%),35.21%,"486,987",7,4,4,85,Drug Manufacturers - General,"PFE, 0.83(6M)"
ELV,USA,375.91,2025-07-16,41.29,10.15,-11.03%,0.46,7.043,8.685,"20,060",42.13%,35.80%  (  -1.82%),63.07%,"48,267",5,5,5,77,Healthcare Plans,
CCI,USA,99.38,2025-07-16,46.30,1.86,-2.14%,7.23,4.737,5.888,"1,814",20.86%,27.75%  (  -1.72%),28.59%,"95,785",4,4,4,70,REIT - Specialty,
KMI,USA,27.57,2025-07-16,48.22,0.55,4.36%,3.95,3.613,6.511,"7,267",17.58%,28.59%  (  -0.28%),38.27%,"530,718",7,4,4,80,Oil & Gas Midstream,
ASML,USA,761.64,2025-07-16,54.85,17.78,4.66%,9.09,6.120,9.144,"9,329",28.65%,40.05%  (  +0.74%),24.45%,"160,834",7,4,4,85,Semiconductor Equipment & Materials,
UAL,USA,74.30,2025-07-16,44.54,3.74,-8.08%,0.42,8.707,14.270,"68,816",52.71%,62.77%  (  -1.38%),40.68%,"757,446",5,5,5,85,Airlines,"DAL, 0.94(6M)
RCL, 0.94(12M)"
