SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
KR,USA,71.39,2025-06-20,66.45,1.56,14.24%,0.32,5.659,5.025,"68,443",30.65%,26.44%  (  -4.54%),38.07%,"284,056",4,4,4,80,Grocery Stores,
DRI,USA,224.41,2025-06-20,67.86,4.66,20.90%,2.23,5.712,5.419,"3,929",21.81%,24.98%  (  -8.33%),29.51%,"45,567",10,4,5,85,Restaurants,
CMC,USA,48.89,2025-06-23,54.74,1.45,-3.57%,0.71,6.078,10.022,"1,346",34.85%,43.90%  (  +0.10%),42.01%,"19,955",6,4,4,80,Steel,
CCL,Panama,23.80,2025-06-24,56.76,0.75,7.08%,1.21,7.658,7.496,"15,287",45.29%,47.64%  (  -1.31%),29.20%,"1,366,076",10,4,5,85,Travel Services,"NCLH, 0.95(12M)
RCL, 0.94(12M)"
FDX,USA,225.62,2025-06-24,54.86,4.76,-11.97%,0.62,9.046,8.121,"2,825",27.35%,43.80%  (  +0.16%),55.92%,"177,947",4,4,4,80,Integrated Freight & Logistics,
MU,USA,121.61,2025-06-25,82.30,3.83,26.98%,4.34,11.387,9.488,"59,624",35.14%,56.27%  (  +0.61%),38.71%,"2,012,056",9,5,5,87,Semiconductors,
NKE,USA,59.48,2025-06-26,43.37,1.75,-17.57%,1.83,8.788,9.020,"35,801",36.53%,50.49%  (  -1.02%),70.66%,"1,849,603",4,4,4,60,Footwear & Accessories,"UA, 0.88(6M)"
STZ,USA,160.86,2025-07-01,26.19,4.02,-22.06%,2.79,4.822,7.481,"2,384",23.68%,40.05%  (  +1.39%),61.88%,"110,640",7,4,4,75,Beverages - Brewers,
DAL,USA,47.82,2025-07-10,47.90,1.79,-11.53%,0.50,7.622,10.023,"12,903",45.95%,52.11%  (  +0.71%),38.03%,"906,882",7,5,4,79,Airlines,"UAL, 0.94(6M)"
BK,USA,92.46,2025-07-15,67.00,1.47,14.79%,1.66,4.597,5.755,765,15.87%,26.39%  (  -0.59%),24.49%,"77,739",7,4,4,88,Banks - Diversified,"STT, 0.83(6M)"
WFC,USA,75.54,2025-07-15,56.49,1.62,8.14%,1.98,4.664,7.051,"14,851",21.83%,31.84%  (  +0.09%),28.28%,"1,501,976",8,4,4,78,Banks - Diversified,
JPM,USA,275.50,2025-07-15,68.70,4.75,13.52%,2.69,3.712,5.894,"25,189",15.94%,26.67%  (  +0.22%),23.33%,"887,629",5,4,4,80,Banks - Diversified,"BAC, 0.85(6M)"
C,USA,78.66,2025-07-15,63.31,1.50,11.75%,0.87,3.872,6.998,"20,953",23.48%,30.79%  (  +0.34%),22.31%,"2,040,369",5,4,5,85,Banks - Diversified,
BAC,USA,45.54,2025-07-16,65.23,0.82,5.81%,1.73,3.880,6.608,"70,775",19.85%,28.85%  (  -0.26%),23.57%,"3,187,334",8,5,5,88,Banks - Diversified,
MS,USA,132.72,2025-07-16,62.94,2.59,8.77%,2.00,3.772,7.228,"5,081",22.42%,31.39%  (  +0.41%),24.16%,"671,431",9,4,4,88,Capital Markets,"GS, 0.96(6M)"
CFG,USA,41.58,2025-07-16,57.15,0.98,-2.20%,1.48,4.430,7.150,"3,071",29.15%,33.45%  (  +0.13%),25.54%,"121,520",7,4,4,75,Banks - Regional,
GS,USA,639.37,2025-07-16,67.67,13.36,12.74%,1.56,4.520,6.834,"11,399",22.36%,31.17%  (  +0.61%),24.77%,"294,627",6,4,4,85,Capital Markets,"MS, 0.96(6M)"
PNC,USA,178.18,2025-07-16,57.62,3.38,-3.52%,2.11,3.948,6.140,614,24.02%,27.64%  (  +1.05%),24.47%,"47,849",9,4,4,86,Banks - Regional,
JNJ,USA,149.63,2025-07-16,37.42,2.29,-4.13%,4.03,2.634,4.583,"9,947",17.74%,20.96%  (  +0.38%),36.91%,"488,496",9,4,4,85,Drug Manufacturers - General,"PFE, 0.83(6M)"
CCI,USA,100.33,2025-07-16,50.78,1.83,-1.15%,7.30,4.737,5.773,651,20.63%,25.93%  (  -1.82%),21.12%,"95,861",4,4,4,75,REIT - Specialty,
CSX,USA,32.13,2025-07-16,58.62,0.56,-0.39%,4.23,4.578,0.000,"1,946",22.40%,22.43%  (  -3.88%),13.60%,"338,780",6,4,5,60,Railroads,
UAL,USA,74.57,2025-07-16,45.06,3.55,-7.92%,0.42,8.707,14.072,"7,343",52.23%,63.01%  (  +0.24%),41.03%,"771,593",6,5,5,85,Airlines,"DAL, 0.94(6M)
RCL, 0.94(12M)"
LVS,USA,41.51,2025-07-16,52.68,1.27,-7.42%,2.62,6.058,0.000,"1,624",38.71%,39.11%  (  +2.69%),22.92%,"329,837",7,5,5,0,Resorts & Casinos,
KMI,USA,28.12,2025-07-16,56.43,0.55,6.31%,4.03,3.613,6.548,"8,439",17.74%,29.04%  (  +0.45%),39.54%,"530,979",7,4,4,80,Oil & Gas Midstream,
ASML,USA,749.53,2025-07-16,50.21,18.85,3.10%,8.95,6.120,9.476,"7,474",28.67%,42.34%  (  +2.29%),29.62%,"162,326",7,4,4,85,Semiconductor Equipment & Materials,
FITB,USA,39.12,2025-07-17,55.78,0.80,-6.05%,1.91,4.432,6.449,540,25.97%,29.95%  (  +1.60%),23.46%,"77,485",9,4,4,87,Banks - Regional,
USB,USA,43.38,2025-07-17,50.05,0.82,-5.27%,1.61,3.900,6.259,"1,727",24.85%,27.30%  (  -0.75%),18.75%,"262,180",9,4,5,72,Banks - Regional,
NFLX,USA,1228.84,2025-07-17,61.57,24.81,32.17%,13.12,8.268,9.705,"63,697",20.01%,43.18%  (  +0.79%),44.11%,"610,206",7,5,5,88,Entertainment,
KVUE,USA,21.66,2025-07-17,41.07,0.54,-4.23%,2.72,5.431,0.000,"31,130",30.87%,30.44%  (  +0.23%),35.22%,"637,077",10,4,4,66,Household & Personal Products,
UNP,USA,221.77,2025-07-17,47.33,3.52,-5.57%,5.47,3.215,0.000,968,23.46%,22.91%  (  +0.20%),22.95%,"124,937",7,4,4,70,Railroads,"NSC, 0.89(6M)"
TSM,USA,210.00,2025-07-17,62.38,4.97,11.66%,11.26,3.882,8.523,"65,108",27.91%,39.12%  (  +2.60%),18.66%,"1,914,383",8,5,5,79,Semiconductors,
THC,USA,167.54,2025-07-17,58.37,6.25,15.73%,0.76,10.520,0.000,735,31.77%,37.61%  (  +2.57%),25.79%,"55,251",8,5,5,80,Medical Care Facilities,
STX,Ireland,131.46,2025-07-17,77.73,3.48,33.02%,3.27,6.988,0.000,"1,033",31.95%,35.71%  (  +3.18%),16.87%,"186,363",6,4,4,80,Computer Hardware,
NEM,USA,58.88,2025-07-17,67.46,1.54,23.02%,3.36,5.503,0.000,"14,845",37.50%,34.40%  (  +0.31%),21.58%,"1,072,481",10,4,4,85,Gold,
BX,USA,137.66,2025-07-17,47.31,3.64,-12.44%,13.22,3.978,8.666,"4,040",30.52%,36.67%  (  +1.77%),25.57%,"366,684",5,4,4,85,Asset Management,
HAL,USA,22.17,2025-07-17,57.36,0.74,-14.77%,0.85,4.452,10.502,"3,980",34.41%,36.31%  (  -3.60%),26.48%,"611,077",7,4,4,70,Oil & Gas Equipment & Services,
FCX,USA,40.53,2025-07-17,53.05,1.18,-0.17%,2.38,3.874,0.000,"18,195",27.54%,39.84%  (  +2.18%),20.94%,"1,150,428",7,5,4,85,Copper,
ISRG,USA,512.47,2025-07-17,37.95,12.79,-2.82%,21.08,6.379,7.466,802,25.13%,35.20%  (  +3.13%),36.61%,"102,857",7,5,5,78,Medical Instruments & Supplies,
ABT,USA,132.73,2025-07-17,48.18,2.26,7.51%,5.45,3.858,5.569,"3,102",16.96%,24.64%  (  -0.71%),37.42%,"210,604",10,5,5,88,Medical Devices,
HBAN,USA,15.86,2025-07-18,53.92,0.35,0.82%,1.93,4.013,8.511,"5,160",26.75%,28.90%  (  -0.83%),20.98%,"73,892",4,4,4,85,Banks - Regional,
TFC,USA,40.18,2025-07-18,53.57,0.82,-6.01%,2.18,3.580,0.000,"2,057",26.67%,27.10%  (  -1.42%),18.03%,"243,301",7,4,4,60,Banks - Regional,
AXP,USA,298.55,2025-07-18,57.10,6.10,4.92%,2.78,4.528,7.565,"4,055",25.92%,31.50%  (  +0.08%),24.92%,"219,248",7,4,4,78,Credit Services,"COF, 0.82(6M)"
RF,USA,22.16,2025-07-18,56.74,0.48,-3.80%,2.13,4.289,6.768,"3,588",28.00%,29.70%  (  -1.35%),20.59%,"113,354",7,4,4,77,Banks - Regional,
SLB,,35.63,2025-07-18,55.69,0.90,-10.02%,1.34,3.439,9.121,"3,034",25.30%,36.36%  (  +0.08%),33.56%,"789,593",9,5,5,70,Oil & Gas Equipment & Services,
VZ,USA,42.07,2025-07-21,39.66,0.67,-1.05%,1.31,4.111,0.000,"18,886",16.02%,22.96%  (  +1.05%),37.57%,"1,242,496",6,4,4,77,Telecom Services,"T, 0.88(6M)"
IBN,USA,32.78,2025-07-21,40.85,0.44,6.98%,3.36,4.065,0.000,545,21.78%,19.54%  (  +4.29%),32.94%,"106,472",4,4,4,0,Banks - Regional,
HDB,USA,75.33,2025-07-21,55.17,1.33,15.40%,3.45,5.508,7.293,"1,103",23.83%,23.39%  (  +3.22%),22.16%,"39,466",8,4,4,70,Banks - Regional,
KO,USA,69.46,2025-07-22,38.40,1.00,2.04%,6.40,2.759,0.000,"14,738",16.12%,19.73%  (  +0.85%),41.78%,"711,662",10,5,5,90,Beverages - Non-Alcoholic,"PEP, 0.89(6M)"
PM,USA,182.91,2025-07-22,62.68,3.08,27.92%,7.46,4.186,0.000,"3,531",19.03%,26.55%  (  +3.17%),41.51%,"282,731",7,5,5,90,Tobacco,
NOC,USA,498.87,2025-07-22,55.07,11.19,0.97%,1.78,4.796,0.000,623,23.69%,25.33%  (  +0.36%),36.67%,"33,581",4,4,4,75,Aerospace & Defense,"LMT, 0.82(6M)"
GE,USA,239.07,2025-07-22,54.81,5.67,23.02%,6.42,5.941,0.000,"9,969",23.51%,36.11%  (  +2.52%),31.27%,"484,640",7,5,5,85,Aerospace & Defense,"MMM, 0.8(6M)"
GM,USA,48.08,2025-07-22,48.26,1.17,-2.81%,0.25,6.006,0.000,"6,453",29.44%,33.59%  (  +3.11%),25.33%,"706,333",8,4,4,70,Auto Manufacturers,"TSLA, 0.83(6M)"
KEY,USA,16.12,2025-07-22,54.19,0.38,-3.89%,1.91,4.358,0.000,"1,081",28.11%,29.89%  (  +1.99%),15.36%,"188,964",5,4,5,80,Banks - Regional,
DHR,USA,195.64,2025-07-22,49.61,4.91,-13.24%,5.88,5.419,0.000,"1,382",34.77%,31.52%  (  +2.29%),31.89%,"105,691",6,5,5,70,Diagnostics & Research,
COF,USA,198.16,2025-07-22,56.19,5.12,11.25%,2.35,5.428,0.000,"5,900",32.72%,32.15%  (  +1.62%),15.96%,"207,444",9,5,5,78,Credit Services,"AXP, 0.82(6M)"
BKR,USA,39.02,2025-07-22,57.70,0.92,-3.23%,1.39,7.460,0.000,"1,166",18.94%,32.46%  (  +0.17%),24.20%,"147,891",6,5,5,77,Oil & Gas Equipment & Services,
IBKR,USA,52.13,2025-07-22,57.64,1.51,16.59%,4.10,1.557,8.839,"4,053",29.42%,40.50%  (  -3.17%),32.26%,"312,571",9,5,5,92,Capital Markets,
SYF,USA,61.96,2025-07-22,61.42,1.64,6.16%,1.20,7.935,7.809,"1,073",36.76%,35.81%  (  +0.73%),17.43%,"66,376",9,4,5,70,Credit Services,
SCHW,USA,90.36,2025-07-22,69.06,1.44,17.12%,6.27,4.887,6.979,"4,939",12.32%,31.03%  (  +0.36%),25.22%,"546,973",7,5,5,90,Capital Markets,"AMTD, 0.84(6M)"
APH,USA,93.68,2025-07-23,70.03,1.83,30.73%,6.75,8.692,0.000,"1,138",18.98%,28.16%  (  +0.77%),19.40%,"94,356",9,5,4,87,Electronic Components,
T,USA,28.07,2025-07-23,54.31,0.47,14.13%,1.64,4.607,0.000,"27,805",21.99%,24.97%  (  +1.41%),32.13%,"1,408,383",5,5,5,75,Telecom Services,"VZ, 0.88(6M)"
CME,USA,273.31,2025-07-23,48.88,4.95,12.38%,15.67,4.236,0.000,"1,031",23.00%,20.76%  (  -0.06%),30.20%,"59,950",5,4,4,88,Financial Data & Stock Exchanges,
GEV,USA,487.79,2025-07-23,63.74,15.08,42.98%,3.73,8.485,0.000,"5,480",32.05%,45.91%  (  +3.53%),13.53%,"191,699",9,5,5,82,Specialty Industrial Machinery,
IBM,USA,283.49,2025-07-23,71.63,5.18,19.58%,4.19,6.411,0.000,"12,269",19.74%,29.60%  (  +4.13%),30.94%,"351,717",10,4,4,85,Information Technology Services,"ORCL, 0.8(6M)"
CMG,USA,52.27,2025-07-23,55.20,1.35,-5.57%,6.12,8.761,0.000,"10,991",28.62%,33.43%  (  +3.68%),24.68%,"1,209,562",6,4,4,80,Restaurants,
