SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
BTDR,Cayman Islands,13.39,2025-08-18,51.31,0.88,-1.65%,8.77,13.879,13.412,"26,243",59.75%,98.65%  (  +2.96%),34.37%,"228,309",8,5,5,50,Software - Application,
PANW,USA,177.09,2025-08-18,44.18,5.94,-5.49%,13.32,8.412,7.987,"109,056",41.22%,44.20%  (  +1.02%),54.12%,"915,761",9,5,5,88,Software - Infrastructure,
XP,Cayman Islands,17.56,2025-08-18,52.30,0.43,11.57%,2.93,6.905,7.522,870,29.96%,46.99%  (  -12.01%),21.46%,"86,592",7,5,4,80,Capital Markets,
HD,USA,399.38,2025-08-19,67.04,7.24,4.29%,2.44,4.248,3.941,"31,923",19.94%,24.73%  (  -0.50%),23.79%,"254,007",5,5,5,71,Home Improvement Retail,"LOW, 0.91(6M)"
XPEV,USA,19.70,2025-08-19,54.33,0.73,13.36%,2.21,10.325,8.751,"16,410",40.21%,62.19%  (  +3.11%),16.53%,"466,431",7,4,4,70,Auto Manufacturers,
MDT,Ireland,93.02,2025-08-19,61.35,1.42,6.61%,3.55,3.905,4.489,"24,216",14.38%,23.90%  (  +0.85%),37.58%,"211,633",6,4,4,70,Medical Devices,
AS,Cayman Islands,38.71,2025-08-19,53.66,1.37,28.89%,3.93,14.125,15.033,"2,122",36.28%,62.82%  (  +0.30%),61.18%,"22,911",7,5,5,85,Leisure,
VIK,Bermuda,60.72,2025-08-19,68.38,1.40,29.17%,4.88,11.424,10.085,816,19.70%,40.24%  (  -0.40%),25.56%,"17,713",6,4,4,78,Travel Services,
SOC,USA,27.55,2025-08-19,47.96,1.86,13.12%,-,1.571,0.000,"35,561",93.83%,97.51%  (  +8.25%),58.07%,"350,600",4,5,5,,Oil & Gas Drilling,
TJX,USA,132.62,2025-08-20,65.19,1.75,7.00%,2.60,4.388,4.251,"5,109",15.45%,25.37%  (  +3.02%),41.59%,"162,875",8,5,5,79,Apparel Retail,
GDS,USA,31.41,2025-08-20,38.60,1.86,14.56%,4.07,17.295,18.674,"3,537",53.50%,82.43%  (  -0.04%),38.92%,"98,824",9,5,5,80,Information Technology Services,
BZ,USA,21.37,2025-08-20,63.06,0.70,29.88%,7.98,13.040,12.032,"5,025",34.24%,48.22%  (  -0.63%),26.61%,"7,634",6,5,4,88,Internet Content & Information,
FUTU,USA,174.25,2025-08-20,67.68,7.28,62.44%,9.75,8.017,8.554,"10,119",57.30%,60.29%  (  +1.53%),30.29%,"198,004",9,5,5,85,Capital Markets,
SQM,USA,45.08,2025-08-20,66.38,1.83,19.41%,1.44,10.306,11.193,935,61.57%,45.57%  (  +0.20%),47.58%,"27,280",8,4,4,75,Specialty Chemicals,
BIDU,USA,89.85,2025-08-20,54.19,2.36,2.16%,1.35,6.357,5.803,"47,314",44.50%,41.62%  (  +0.02%),36.48%,"541,446",7,4,4,70,Internet Content & Information,
ADI,USA,231.63,2025-08-20,51.83,5.33,6.71%,11.71,5.034,5.325,"2,777",22.20%,33.72%  (  +0.53%),20.78%,"92,418",9,4,5,78,Semiconductors,
LOW,USA,252.06,2025-08-20,70.54,5.33,4.86%,1.70,4.036,4.252,"8,853",25.35%,27.57%  (  -0.17%),27.37%,"134,922",5,4,4,75,Home Improvement Retail,"HD, 0.91(6M)"
EL,USA,90.97,2025-08-20,53.86,3.08,24.79%,2.22,10.324,10.254,"10,987",41.65%,57.26%  (  +0.04%),31.68%,"316,857",5,4,4,60,Household & Personal Products,
WSM,USA,203.23,2025-08-20,65.12,5.66,16.76%,3.21,12.742,11.584,"2,548",36.07%,47.22%  (  -1.24%),33.84%,"23,287",10,4,4,86,Specialty Retail,
BILI,USA,24.85,2025-08-21,62.31,0.88,25.46%,2.08,10.445,10.864,"14,791",48.81%,66.66%  (  -1.73%),29.13%,"365,570",10,4,4,88,Internet Content & Information,
WMT,USA,100.00,2025-08-21,52.57,1.56,6.42%,1.16,5.207,4.644,"82,243",18.77%,27.14%  (  +0.50%),37.70%,"1,119,846",10,5,5,86,Discount Stores,"TGT, 0.84(6M)"
ROST,USA,146.94,2025-08-21,64.14,2.86,4.29%,2.26,6.710,5.988,"4,783",22.56%,33.53%  (  +0.85%),61.55%,"55,739",7,5,5,70,Apparel Retail,
INTU,USA,716.74,2025-08-21,36.19,16.91,8.23%,10.99,5.809,6.202,"4,453",25.82%,36.22%  (  -0.51%),53.80%,"106,968",6,5,5,90,Software - Application,
WDAY,USA,226.09,2025-08-21,47.41,6.39,-9.19%,6.97,8.934,8.518,"8,111",32.04%,47.51%  (  -0.14%),69.21%,"118,708",5,4,4,85,Software - Application,
VNET,USA,7.77,2025-08-21,48.82,0.50,14.55%,1.72,22.955,24.976,"1,447",78.63%,101.97%  (  -1.45%),51.67%,"102,325",9,5,5,84,Information Technology Services,
BABA,USA,121.26,2025-08-21,53.65,3.46,10.21%,1.96,5.027,4.225,"225,469",38.83%,43.51%  (  -1.59%),32.71%,"2,692,529",9,5,5,86,Internet Retail,
BJ,USA,103.24,2025-08-22,39.50,2.66,-1.19%,0.66,9.161,9.620,"2,423",22.59%,39.99%  (  +0.37%),79.64%,"37,802",6,4,4,85,Discount Stores,
GFI,USA,30.04,2025-08-22,65.60,0.99,48.36%,5.17,2.515,0.000,"8,215",48.88%,48.68%  (  -0.13%),45.53%,"113,826",8,5,4,0,Gold,
OKTA,USA,92.02,2025-08-26,44.71,3.36,-4.00%,6.01,11.907,12.974,"21,591",37.46%,64.01%  (  -1.90%),81.13%,"228,693",6,4,4,70,Software - Infrastructure,
BOX,USA,31.59,2025-08-26,43.00,0.65,-3.31%,4.15,9.831,10.022,918,19.01%,40.15%  (  +0.71%),78.52%,"49,118",5,4,5,87,Software - Infrastructure,
MDB,USA,218.26,2025-08-26,50.03,10.65,-5.62%,8.47,13.909,17.081,"24,686",52.88%,80.00%  (  +1.18%),94.09%,"221,987",5,5,5,90,Software - Infrastructure,
ANF,USA,93.82,2025-08-27,47.02,4.36,-9.91%,0.89,13.485,13.522,"29,814",47.53%,73.76%  (  +0.99%),61.71%,"159,164",8,4,4,76,Apparel Retail,
NTNX,USA,68.68,2025-08-27,37.43,2.11,-2.25%,7.57,13.042,13.250,"2,068",31.00%,55.42%  (  +0.77%),68.28%,"112,640",6,5,5,85,Software - Infrastructure,
NTAP,USA,108.79,2025-08-27,59.83,2.22,1.34%,3.31,9.286,8.549,"1,253",22.23%,42.79%  (  +1.03%),47.33%,"37,641",5,4,4,78,Software - Infrastructure,
PSTG,USA,58.62,2025-08-27,54.33,1.86,5.15%,5.89,14.707,14.778,"1,619",40.72%,61.48%  (  +2.21%),57.90%,"78,669",7,5,5,78,Computer Hardware,
A,USA,119.20,2025-08-27,55.55,2.72,-4.40%,5.11,7.945,7.939,"1,136",32.09%,33.64%  (  +0.47%),34.55%,"29,721",7,4,5,74,Diagnostics & Research,
