SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
FDX,USA,223.48,2025-06-25,50.30,5.38,-12.48%,0.61,9.046,7.288,"67,704",21.59%,26.64%  (  -14.42%),17.30%,"189,236",4,4,5,80,Integrated Freight & Logistics,
MU,USA,126.39,2025-06-25,79.07,3.94,31.21%,4.51,11.387,8.528,"87,354",32.72%,53.62%  (  +0.26%),33.53%,"1,662,538",10,5,5,87,Semiconductors,
NKE,USA,60.93,2025-06-26,48.85,1.66,-15.21%,1.88,8.788,7.920,"20,903",30.58%,46.64%  (  +1.12%),61.57%,"1,596,456",4,4,4,60,Footwear & Accessories,"UA, 0.88(6M)"
STZ,USA,162.76,2025-07-01,32.82,3.74,-20.66%,2.82,4.822,6.463,"1,298",24.44%,37.45%  (  +0.69%),54.97%,"92,954",7,4,4,75,Beverages - Brewers,
DAL,USA,48.65,2025-07-10,50.82,1.87,-10.15%,0.51,7.622,9.062,"3,443",39.67%,48.63%  (  -0.11%),32.59%,"680,620",7,5,5,78,Airlines,"UAL, 0.94(6M)"
WFC,USA,78.67,2025-07-15,66.09,1.61,12.13%,2.06,4.664,5.964,"7,580",20.71%,28.51%  (  -0.35%),20.29%,"1,235,113",7,4,4,78,Banks - Diversified,
C,USA,81.76,2025-07-15,72.26,1.51,15.66%,0.90,3.872,5.655,"20,053",20.00%,27.33%  (  -0.70%),14.95%,"1,653,191",5,4,5,85,Banks - Diversified,
JPM,USA,282.31,2025-07-15,74.85,4.62,15.89%,2.75,3.712,5.072,"9,228",14.17%,24.43%  (  +0.09%),17.85%,"693,431",4,4,4,80,Banks - Diversified,"BAC, 0.85(6M)"
BAC,USA,46.67,2025-07-16,71.58,0.82,8.19%,1.77,3.880,5.423,"17,315",17.53%,25.87%  (  +0.01%),16.54%,"2,566,315",6,5,5,88,Banks - Diversified,
GS,USA,665.00,2025-07-16,75.14,13.28,16.74%,1.62,4.520,6.115,"6,345",19.56%,29.45%  (  +0.27%),21.12%,"246,334",7,4,4,85,Capital Markets,"MS, 0.96(6M)"
JNJ,USA,152.14,2025-07-16,45.57,2.19,-2.39%,4.10,2.634,3.646,"3,971",17.75%,18.30%  (  -0.47%),25.09%,"383,099",9,4,4,85,Drug Manufacturers - General,"PFE, 0.83(6M)"
MS,USA,135.89,2025-07-16,69.30,2.55,10.88%,2.05,3.772,5.855,"3,855",18.63%,28.43%  (  +0.23%),18.62%,"528,374",9,4,4,88,Capital Markets,"GS, 0.96(6M)"
LVS,USA,42.81,2025-07-16,58.62,1.22,-4.61%,2.70,6.058,9.039,"31,361",34.53%,40.65%  (  +2.55%),25.90%,"241,376",7,4,4,0,Resorts & Casinos,
ASML,USA,813.73,2025-07-16,67.95,19.33,11.96%,9.71,6.120,8.210,"7,234",26.05%,38.96%  (  -0.06%),22.00%,"139,209",7,4,4,85,Semiconductor Equipment & Materials,
UAL,USA,77.15,2025-07-16,49.70,3.66,-5.31%,0.44,8.707,12.237,"11,060",51.18%,58.67%  (  -1.85%),34.81%,"541,488",6,5,5,78,Airlines,"DAL, 0.94(6M)
RCL, 0.94(12M)"
KMI,USA,28.30,2025-07-16,57.60,0.57,6.59%,4.06,3.613,4.836,"7,241",16.81%,25.06%  (  +0.03%),28.26%,"327,825",7,4,4,80,Oil & Gas Midstream,
CSX,USA,32.29,2025-07-16,58.76,0.55,0.19%,4.25,4.578,0.000,"1,780",16.73%,24.30%  (  +9.65%),26.33%,"283,559",7,4,4,60,Railroads,
USB,USA,44.65,2025-07-17,58.64,0.81,-2.46%,1.66,3.900,5.063,692,21.11%,19.03%  (  -6.09%),0.00%,"216,476",9,4,5,78,Banks - Regional,
NFLX,USA,1285.91,2025-07-17,72.70,25.59,36.99%,13.72,8.268,9.094,"81,222",18.55%,42.51%  (  +0.58%),42.74%,"506,209",8,5,5,85,Entertainment,
KVUE,USA,21.15,2025-07-17,34.74,0.50,-6.44%,2.65,5.431,0.000,"8,599",27.00%,48.78%  (  +11.90%),79.07%,"636,635",9,4,4,66,Household & Personal Products,
STX,Ireland,137.65,2025-07-17,82.20,3.42,38.52%,3.42,6.988,9.060,"1,370",28.03%,39.06%  (  +2.70%),22.66%,"117,165",6,4,4,80,Computer Hardware,
WBS,USA,53.25,2025-07-17,56.14,1.29,0.86%,2.13,7.000,10.207,"1,293",23.30%,32.73%  (  -2.58%),28.21%,"8,397",5,5,5,70,Banks - Regional,
BX,USA,143.13,2025-07-17,57.17,3.76,-8.99%,13.75,3.978,6.732,"1,112",25.25%,31.57%  (  -0.97%),15.41%,"298,242",5,4,4,85,Asset Management,
FCX,USA,41.59,2025-07-17,57.46,1.15,2.43%,2.44,3.874,8.754,"5,461",27.89%,37.69%  (  -0.42%),16.54%,"861,188",10,5,4,85,Copper,
TSM,USA,223.07,2025-07-17,72.61,5.20,18.09%,11.96,3.882,7.387,"32,372",25.93%,35.50%  (  -0.20%),10.08%,"1,666,019",7,5,5,79,Semiconductors,
ABT,USA,137.88,2025-07-17,63.90,2.49,11.37%,5.67,3.858,4.809,"1,702",19.48%,25.06%  (  +0.88%),38.91%,"171,000",10,5,5,88,Medical Devices,
ISRG,USA,523.05,2025-07-17,46.04,12.27,-0.92%,21.51,6.379,5.283,789,21.92%,38.91%  (  +1.54%),44.40%,"72,444",6,5,5,78,Medical Instruments & Supplies,
NEM,USA,58.27,2025-07-17,62.35,1.56,21.50%,3.32,5.503,7.794,"3,003",32.53%,32.86%  (  +1.67%),17.15%,"917,948",10,4,4,85,Gold,
TFC,USA,41.18,2025-07-18,59.03,0.81,-3.59%,2.24,3.580,5.373,"1,445",21.78%,29.76%  (  +7.80%),24.09%,"190,000",6,4,4,60,Banks - Regional,
