SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
BXSL,USA,26.60,2025-11-10,50.21,0.56,-12.35%,4.42,4.326,5.400,959,22.82%,24.02%  (  -5.65%),18.71%,"35,514",6,4,4,82,Asset Management,
SGRY,USA,16.03,2025-11-10,19.21,1.06,-29.23%,0.63,12.555,7.336,"5,548",88.73%,48.16%  (  -10.19%),34.01%,"72,437",4,5,4,65,Medical Care Facilities,
TSEM,Israel,98.10,2025-11-10,78.10,4.48,94.90%,7.25,10.660,13.558,"7,047",57.66%,55.69%  (  -18.79%),54.25%,"58,042",7,4,4,85,Semiconductors,
MNDY,Israel,166.21,2025-11-10,34.78,11.08,-33.26%,7.24,14.641,16.516,"16,967",60.40%,56.43%  (  -24.00%),35.52%,"57,001",9,5,5,88,Software - Application,
CART,USA,37.33,2025-11-10,44.69,1.55,-14.57%,2.77,10.055,13.121,"48,616",34.80%,46.05%  (  -21.59%),38.93%,"176,042",7,4,4,85,Internet Retail,
STWD,USA,17.89,2025-11-10,33.28,0.30,-8.87%,3.59,3.801,4.790,"3,612",17.98%,22.11%  (  -2.12%),26.08%,"152,699",4,4,4,80,REIT - Mortgage,
JHX,Ireland,17.40,2025-11-10,27.59,0.79,-30.90%,2.66,12.405,10.094,944,49.78%,61.89%  (  -4.20%),38.86%,"56,842",6,5,5,60,Building Materials,
ROIV,Bermuda,21.17,2025-11-10,85.51,0.67,71.76%,711.10,6.353,8.265,"2,053",23.57%,42.75%  (  -6.93%),29.60%,"115,108",6,5,5,78,Biotechnology,
BTDR,Cayman Islands,17.65,2025-11-10,39.38,2.31,24.75%,8.13,17.379,15.241,"28,450",134.84%,95.96%  (  -11.39%),31.03%,"358,623",9,5,5,0,Software - Application,
SARO,USA,27.54,2025-11-10,48.06,0.84,-1.19%,1.64,8.857,13.033,"2,932",31.46%,51.36%  (  +0.20%),50.57%,"8,154",6,4,4,80,Aerospace & Defense,
RUM,USA,6.56,2025-11-10,44.59,0.41,-22.96%,27.48,13.911,12.114,"14,151",79.48%,76.71%  (  -1.26%),13.17%,"151,045",5,4,4,70,Internet Content & Information,
BBAI,USA,5.71,2025-11-10,38.52,0.58,7.17%,16.34,20.800,15.284,"183,124",95.94%,115.21%  (  +0.17%),26.21%,"1,088,821",5,4,4,55,Information Technology Services,
RGTI,USA,33.08,2025-11-10,42.89,4.36,92.06%,1353.96,17.677,12.427,"146,238",137.64%,116.92%  (  -10.95%),26.94%,"965,145",7,4,5,55,Computer Hardware,
MLYS,USA,44.50,2025-11-10,63.51,2.59,122.83%,-,22.530,16.077,"10,360",65.79%,78.22%  (  -19.13%),6.68%,"22,165",9,5,5,75,Biotechnology,
WULF,USA,14.30,2025-11-10,53.15,1.30,123.49%,40.49,14.681,11.344,"145,217",87.54%,104.85%  (  +2.19%),14.06%,"2,321,779",9,5,5,90,Capital Markets,
SE,USA,155.05,2025-11-11,38.65,6.23,1.43%,4.36,10.794,11.195,"100,919",42.38%,61.46%  (  +0.18%),69.39%,"267,083",7,5,5,90,Internet Retail,
AU,UK,74.10,2025-11-11,59.45,3.17,51.97%,6.46,6.627,9.253,"3,049",62.01%,59.99%  (  +2.33%),87.67%,"135,093",8,4,5,0,Gold,
NBIS,Netherlands,109.95,2025-11-11,46.86,9.81,91.44%,114.29,7.994,14.076,"177,898",85.63%,110.99%  (  -2.30%),69.52%,"705,479",7,5,5,85,Software - Infrastructure,
HSAI,USA,23.06,2025-11-11,46.50,1.38,11.21%,8.63,21.861,15.265,"6,073",63.38%,85.24%  (  -0.37%),11.44%,"41,152",8,5,4,0,Auto Parts,
SONY,USA,27.97,2025-11-11,45.02,0.50,10.28%,2.00,2.894,7.603,"3,069",27.69%,42.53%  (  -7.18%),27.65%,"80,086",5,4,4,0,Consumer Electronics,
TME,USA,21.55,2025-11-12,38.83,0.74,16.41%,2.96,9.539,8.470,"1,429",33.48%,54.00%  (  +0.44%),43.33%,"76,377",10,5,5,90,Internet Content & Information,
ONON,Switzerland,34.96,2025-11-12,26.02,1.52,-27.76%,3.64,10.525,10.196,"67,875",37.39%,64.01%  (  -0.95%),54.16%,"520,727",8,5,5,90,Footwear & Accessories,
TTEK,USA,32.07,2025-11-12,41.48,0.91,-5.00%,1.54,9.257,7.350,"1,176",25.20%,44.32%  (  +1.66%),44.19%,"28,651",7,4,5,88,Engineering & Construction,
DLO,Cayman Islands,14.16,2025-11-12,45.36,0.73,22.51%,4.90,15.789,20.744,"4,601",51.34%,95.64%  (  +13.55%),100.00%,"236,212",9,4,4,90,Software - Infrastructure,
FLUT,Ireland,229.85,2025-11-12,39.20,8.13,-12.59%,2.72,7.303,8.500,908,44.26%,46.38%  (  -5.25%),55.25%,"41,340",,5,5,80,Gambling,
CRWV,USA,105.61,2025-11-12,35.46,8.96,-3.21%,14.92,11.451,14.854,"418,779",73.31%,105.33%  (  +0.14%),35.09%,"1,517,178",6,4,4,75,Software - Infrastructure,
CSCO,USA,72.09,2025-11-12,56.10,1.42,10.81%,5.03,5.395,5.684,"38,961",20.99%,32.69%  (  -0.47%),74.59%,"1,095,186",7,4,4,88,Communication Equipment,"INTC, 0.86(6M)"
DIS,USA,112.24,2025-11-13,50.66,1.99,1.92%,2.14,6.668,7.411,"44,134",15.16%,39.55%  (  -1.97%),55.29%,"736,106",10,5,5,90,Entertainment,"CMCSA, 0.81(6M)
NFLX, 0.85(6M)"
BILI,USA,27.60,2025-11-13,44.62,1.11,25.27%,2.20,10.240,9.883,"7,208",49.74%,68.97%  (  -1.37%),54.40%,"307,869",6,5,5,85,Internet Content & Information,
JD,USA,31.41,2025-11-13,38.09,0.98,-10.72%,0.24,7.723,6.288,"130,827",35.18%,46.65%  (  +1.39%),35.28%,"2,589,776",5,4,5,80,Internet Retail,
ONDS,USA,5.88,2025-11-13,40.28,0.83,89.35%,134.02,78.929,18.109,"70,250",134.04%,133.70%  (  -10.54%),4.29%,"837,788",8,5,5,70,Communication Equipment,
NU,Cayman Islands,16.02,2025-11-13,56.57,0.46,22.08%,6.62,5.895,7.513,"82,179",30.35%,46.51%  (  -2.42%),49.31%,"1,804,736",9,5,5,88,Banks - Regional,
JBS,Netherlands,13.10,2025-11-13,44.06,0.38,-5.07%,0.66,0.000,8.306,"3,306",29.33%,43.26%  (  -12.92%),20.39%,"248,940",6,5,4,85,Packaged Foods,
AMAT,USA,235.08,2025-11-13,58.18,8.07,32.89%,6.55,5.431,6.181,"16,589",45.69%,48.73%  (  -1.79%),49.08%,"439,142",8,4,4,78,Semiconductor Equipment & Materials,
VIPS,USA,19.69,2025-11-13,63.05,0.63,23.27%,0.56,10.305,9.984,"2,198",38.04%,48.28%  (  +0.58%),41.99%,"35,198",6,4,5,70,Internet Retail,
BABA,USA,165.89,2025-11-13,47.01,5.89,26.21%,2.68,5.974,9.056,"115,458",44.95%,49.52%  (  +0.39%),40.61%,"2,654,914",7,5,5,82,Internet Retail,
VNET,USA,9.70,2025-11-13,49.41,0.70,16.93%,2.04,22.423,17.181,"1,477",79.55%,103.12%  (  -1.30%),53.11%,"134,224",8,5,4,80,Information Technology Services,
QUBT,USA,12.70,2025-11-14,35.98,1.70,-3.69%,9128.00,20.713,15.860,"43,974",118.64%,105.81%  (  -9.06%),10.84%,"636,276",4,4,4,60,Computer Hardware,
HTHT,USA,44.61,2025-11-17,81.74,1.20,25.06%,4.04,9.107,7.268,761,28.86%,39.03%  (  -2.17%),24.37%,"3,613",6,5,4,82,Lodging,
XP,Cayman Islands,18.92,2025-11-17,64.26,0.52,12.18%,3.20,7.249,8.854,"2,409",33.79%,133.37%  (  +77.79%),74.81%,"249,341",4,5,4,75,Capital Markets,
XPEV,USA,26.04,2025-11-17,64.71,1.34,29.04%,2.43,9.965,11.934,"200,684",69.56%,68.69%  (  -1.23%),35.85%,"596,048",8,4,4,85,Auto Manufacturers,
PPTA,Canada,22.93,2025-11-17,49.86,1.88,49.02%,-,3.936,14.991,"3,252",84.47%,88.20%  (  -7.73%),57.59%,"145,939",8,5,5,0,Other Precious Metals & Mining,
AS,Cayman Islands,30.14,2025-11-18,35.91,1.18,-8.27%,2.93,14.393,10.869,"1,632",35.39%,58.40%  (  -7.04%),34.15%,"64,871",10,5,5,80,Leisure,
