SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
SIG,Bermuda,89.30,2025-09-02,59.93,3.65,25.36%,0.55,12.269,11.373,"2,681",46.77%,41.32%  (  -25.03%),17.49%,"32,344",9,4,4,85,Luxury Goods,
ASO,USA,50.30,2025-09-02,43.51,2.20,3.52%,0.56,9.669,8.388,"1,672",46.43%,41.86%  (  -4.93%),25.54%,"36,728",8,4,4,65,Specialty Retail,
ZS,USA,271.82,2025-09-02,44.20,7.81,16.25%,16.62,9.207,9.952,"17,216",27.00%,55.98%  (  +1.53%),62.58%,"133,427",4,5,5,95,Software - Infrastructure,
HQY,USA,90.46,2025-09-02,47.20,2.55,-7.35%,6.29,8.922,10.817,"1,506",31.53%,47.53%  (  +5.34%),57.61%,"7,089",8,5,5,85,Health Information Services,
DLTR,USA,112.10,2025-09-03,50.19,2.76,32.37%,0.95,12.226,7.870,"5,277",16.91%,40.70%  (  -1.68%),23.99%,"218,909",7,4,4,65,Discount Stores,
HPE,USA,22.36,2025-09-03,59.76,0.59,14.69%,0.93,8.508,7.709,"8,834",27.79%,47.85%  (  +2.14%),38.69%,"706,349",9,4,4,85,Communication Equipment,
CRM,USA,249.98,2025-09-03,49.72,5.87,-13.92%,6.19,7.884,7.651,"21,294",26.87%,44.74%  (  +0.80%),64.63%,"622,363",7,4,4,90,Software - Application,"ORCL, 0.81(12M)"
GTLB,USA,47.81,2025-09-03,59.13,2.14,-9.48%,9.82,14.627,14.842,"7,075",54.98%,82.14%  (  +5.22%),87.28%,"255,322",8,4,4,80,Software - Infrastructure,
CRDO,Cayman Islands,121.71,2025-09-03,57.07,7.38,72.24%,47.83,22.127,15.436,"4,781",68.82%,99.39%  (  +0.62%),55.62%,"157,721",9,5,5,85,Semiconductors,
CIEN,USA,92.80,2025-09-04,54.23,3.17,18.40%,3.08,11.826,12.259,"2,726",38.76%,61.43%  (  +0.75%),61.29%,"45,815",10,4,4,85,Communication Equipment,
