SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
QFIN,USA,44.27,2025-05-19,57.27,2.16,24.93%,2.40,12.162,14.283,"1,179",63.86%,56.26%  (  +1.84%),51.03%,"13,653",10,5,4,92,Credit Services,
TCOM,USA,64.97,2025-05-19,63.79,1.85,7.50%,5.73,11.323,10.236,"2,510",43.09%,41.50%  (  -1.50%),33.74%,"95,364",10,5,5,85,Travel Services,
AS,Cayman Islands,31.14,2025-05-20,72.75,1.41,35.61%,3.34,14.044,14.933,873,70.74%,59.07%  (  -1.97%),56.32%,"12,439",10,5,4,70,Leisure,
VIPS,USA,15.33,2025-05-20,63.23,0.60,7.61%,0.44,11.250,11.916,"1,123",48.29%,47.26%  (  -2.05%),39.06%,"30,630",9,4,4,70,Internet Retail,
VIK,Bermuda,48.23,2025-05-20,70.93,1.71,16.29%,4.00,11.136,10.469,"1,257",66.46%,41.69%  (  -3.86%),28.77%,"14,484",6,5,4,85,Travel Services,
BILI,USA,18.93,2025-05-20,57.36,0.82,1.54%,1.67,10.763,11.144,"22,791",66.35%,68.07%  (  -1.22%),22.96%,"382,309",8,5,5,80,Internet Content & Information,
HD,USA,380.78,2025-05-20,64.17,8.00,-1.51%,2.37,4.271,4.242,"22,982",28.73%,26.41%  (  -2.14%),30.23%,"253,213",10,4,5,72,Home Improvement Retail,"LOW, 0.91(6M)"
GDS,USA,27.23,2025-05-20,54.62,1.87,17.65%,3.33,17.511,20.185,"1,158",95.59%,82.31%  (  -2.69%),38.72%,"39,950",9,5,4,78,Information Technology Services,
PONY,USA,18.43,2025-05-20,66.91,2.15,44.43%,66.05,0.000,21.995,"22,952",234.84%,164.88%  (  +1.63%),3.82%,"71,967",7,4,4,55,Information Technology Services,
MOD,USA,104.53,2025-05-20,71.55,4.52,-3.89%,2.16,16.098,16.074,710,68.58%,67.20%  (  +3.25%),32.52%,"14,034",8,5,5,80,Auto Parts,
PANW,USA,192.98,2025-05-20,63.81,5.43,6.32%,14.91,9.089,7.995,"30,485",50.71%,42.83%  (  -1.25%),49.56%,"584,893",8,5,5,80,Software - Infrastructure,
TOL,USA,107.26,2025-05-20,58.28,3.40,-17.68%,0.99,5.992,6.985,"2,752",42.99%,41.43%  (  +1.12%),43.37%,"51,709",7,4,4,72,Residential Construction,
LOW,USA,234.23,2025-05-21,59.86,5.64,-6.12%,1.57,4.057,4.558,"5,864",31.38%,28.03%  (  -0.92%),28.79%,"124,148",6,4,4,80,Home Improvement Retail,"HD, 0.91(6M)"
MDT,Ireland,86.44,2025-05-21,56.13,1.69,-0.77%,3.34,3.863,4.318,"20,888",29.29%,25.18%  (  +0.55%),42.08%,"240,159",6,4,4,88,Medical Devices,
TJX,USA,133.34,2025-05-21,67.74,2.44,10.66%,2.64,4.390,4.323,"9,710",24.56%,24.57%  (  +0.18%),38.73%,"187,380",9,5,5,85,Apparel Retail,
BIDU,USA,89.34,2025-05-21,51.13,2.97,0.22%,1.35,6.253,6.548,"27,341",47.78%,43.14%  (  -0.26%),35.55%,"487,308",6,4,4,80,Internet Content & Information,
YMM,USA,12.35,2025-05-21,57.87,0.53,20.78%,7.37,13.770,13.154,617,59.49%,50.40%  (  -2.80%),22.86%,"71,906",10,4,4,90,Software - Application,
SNOW,USA,183.08,2025-05-21,74.52,6.03,24.51%,16.84,11.778,10.832,"37,425",54.00%,58.32%  (  +1.20%),51.19%,"561,908",4,5,5,75,Software - Application,
ZM,USA,84.62,2025-05-21,76.98,1.78,12.27%,5.53,9.418,8.801,"17,622",37.71%,43.58%  (  +1.37%),49.84%,"269,042",9,4,4,75,Software - Application,
URBN,USA,62.81,2025-05-21,74.08,2.50,33.95%,1.05,10.364,9.938,"2,492",64.29%,54.55%  (  -0.29%),52.88%,"26,345",9,4,4,88,Apparel Retail,
WSM,USA,173.84,2025-05-28,64.40,6.85,5.78%,2.77,10.793,12.994,"4,628",55.75%,52.23%  (  -0.61%),47.38%,"40,097",4,4,4,85,Specialty Retail,
ADI,USA,227.11,2025-05-22,72.68,7.42,5.52%,12.06,4.697,5.523,"4,953",71.59%,35.16%  (  -1.52%),28.34%,"99,826",4,4,4,80,Semiconductors,
BJ,USA,116.38,2025-05-22,54.18,3.42,20.51%,0.75,8.700,9.491,"11,446",33.85%,38.03%  (  +0.45%),71.60%,"59,548",8,4,4,82,Discount Stores,
RL,USA,274.53,2025-05-22,77.02,9.59,26.54%,2.44,8.856,10.344,508,54.08%,41.25%  (  +0.11%),31.29%,"24,366",10,5,5,90,Apparel Manufacturing,
INTU,USA,670.28,2025-05-22,67.76,15.49,7.69%,10.92,5.693,5.299,"5,414",40.50%,32.40%  (  -0.89%),39.70%,"97,442",9,5,5,90,Software - Application,
DECK,USA,127.91,2025-05-22,62.18,5.23,-19.04%,3.94,5.583,10.367,"7,892",55.66%,58.50%  (  -1.11%),51.90%,"147,777",6,4,4,88,Footwear & Accessories,
ROST,USA,152.92,2025-05-22,74.78,3.36,6.16%,2.38,6.860,6.211,"4,549",30.93%,31.48%  (  -0.12%),55.71%,"54,526",5,4,4,72,Apparel Retail,
