SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
MMM,USA,154.78,2025-10-21,51.54,3.43,4.22%,3.35,6.498,5.938,"28,111",21.13%,36.37%  (  -2.33%),39.05%,"134,805",6,4,4,70,Conglomerates,"GE, 0.8(6M)"
EFX,USA,231.12,2025-10-21,40.31,7.16,-7.93%,4.90,8.273,8.958,"2,592",36.00%,39.60%  (  -0.89%),46.19%,"4,253",4,4,5,70,Consulting Services,
DHR,USA,208.39,2025-10-21,57.04,5.27,2.22%,6.21,5.575,6.495,"34,468",35.46%,38.27%  (  -0.06%),44.65%,"86,076",8,5,5,78,Diagnostics & Research,
KO,USA,68.44,2025-10-21,60.13,0.87,-0.57%,6.26,2.875,2.778,"95,201",11.90%,19.65%  (  -1.13%),32.41%,"647,276",8,5,5,78,Beverages - Non-Alcoholic,"PEP, 0.89(6M)"
HAL,USA,22.62,2025-10-21,46.14,0.84,-2.07%,0.87,4.866,5.156,"58,254",36.56%,42.89%  (  -1.87%),41.88%,"587,520",10,5,4,70,Oil & Gas Equipment & Services,
PHM,USA,123.27,2025-10-21,40.51,3.59,9.78%,1.37,5.338,5.684,"11,714",29.72%,38.20%  (  -3.46%),31.33%,"33,752",9,4,4,70,Residential Construction,
NDAQ,USA,88.86,2025-10-21,46.16,1.61,5.53%,6.29,5.820,6.917,"4,913",22.08%,28.28%  (  +0.56%),30.52%,"34,517",7,5,5,90,Financial Data & Stock Exchanges,
PCAR,USA,97.48,2025-10-21,51.64,2.42,-1.10%,1.65,7.730,8.874,"4,238",26.61%,38.60%  (  +3.08%),60.20%,"17,321",7,4,4,78,Farm & Heavy Construction Machinery,
GE,USA,302.68,2025-10-21,60.51,6.71,28.54%,7.71,5.795,5.186,"69,639",20.74%,36.43%  (  -1.88%),32.04%,"201,731",8,5,5,90,Aerospace & Defense,"MMM, 0.8(6M)"
RTX,USA,160.71,2025-10-21,50.02,3.19,14.46%,2.57,4.453,4.980,"32,229",21.34%,30.88%  (  +0.43%),36.79%,"180,113",8,4,4,75,Aerospace & Defense,
GM,USA,58.00,2025-10-21,50.30,1.46,12.93%,0.29,6.126,6.252,"75,701",22.63%,40.51%  (  -0.80%),37.66%,"447,274",8,4,4,76,Auto Manufacturers,"TSLA, 0.83(6M)"
ELV,USA,354.07,2025-10-21,65.26,7.98,-4.09%,0.42,8.071,11.158,"7,761",24.93%,48.24%  (  +1.19%),96.79%,"52,318",4,4,4,60,Healthcare Plans,
LMT,USA,505.90,2025-10-21,62.86,9.11,9.10%,1.64,4.469,4.911,"21,544",14.25%,29.24%  (  -0.71%),49.41%,"112,302",7,4,4,65,Aerospace & Defense,"NOC, 0.84(6M)"
PNR,Ireland,109.30,2025-10-21,48.80,2.45,9.94%,4.37,6.658,8.004,"4,350",19.53%,36.05%  (  +1.68%),55.17%,"11,064",8,4,4,85,Specialty Industrial Machinery,
PM,USA,158.06,2025-10-21,45.43,3.45,-1.57%,6.32,4.608,6.476,"41,059",21.19%,37.00%  (  +1.77%),74.90%,"181,519",6,5,5,85,Tobacco,
PEGA,USA,54.79,2025-10-21,45.30,1.80,12.23%,5.59,13.706,14.325,"1,154",28.98%,64.69%  (  +5.57%),70.43%,"7,978",8,5,4,85,Software - Application,
OMC,USA,78.19,2025-10-21,51.94,1.95,0.79%,0.95,5.275,8.630,"1,342",29.08%,35.23%  (  +1.25%),56.53%,"9,048",9,4,4,82,Advertising Agencies,
MTDR,USA,43.39,2025-10-21,42.67,1.58,-11.38%,1.43,8.781,10.710,"1,047",42.52%,50.13%  (  -1.44%),37.37%,"52,204",7,5,5,0,Oil & Gas E&P,
NFLX,USA,1238.56,2025-10-21,58.07,28.60,11.56%,12.69,7.632,7.538,"117,430",23.96%,41.44%  (  -2.30%),40.59%,"523,322",6,4,4,80,Entertainment,
EQT,USA,56.45,2025-10-21,59.39,1.98,6.87%,4.84,5.032,4.819,"40,338",31.88%,41.50%  (  -0.92%),31.75%,"318,030",9,4,4,80,Oil & Gas E&P,
COF,USA,214.87,2025-10-21,49.80,6.42,7.77%,2.41,5.338,5.439,"17,448",32.04%,38.38%  (  -3.42%),27.81%,"148,267",9,5,5,60,Credit Services,"AXP, 0.82(6M)"
CB,Switzerland,268.20,2025-10-21,33.67,4.61,-4.31%,1.86,5.224,5.033,"1,491",17.59%,22.25%  (  -1.69%),23.31%,"25,851",7,4,4,90,Insurance - Property & Casualty,
