SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
IBN,USA,33.21,2025-07-19,46.25,0.36,7.31%,3.40,0.000,4.573,"1,596",12.01%,19.96%  (  +1.20%),28.90%,"68,739",5,4,4,0,Banks - Regional,
HDB,USA,75.28,2025-07-19,48.20,1.10,13.22%,3.45,0.000,5.021,907,16.12%,24.03%  (  +0.92%),24.49%,"29,227",7,4,4,70,Banks - Regional,
VZ,USA,40.84,2025-07-21,32.39,0.60,-3.64%,1.27,4.111,3.746,"94,325",15.13%,23.13%  (  -0.35%),38.29%,"1,151,394",8,4,4,75,Telecom Services,"T, 0.88(6M)"
ARE,USA,78.17,2025-07-21,58.40,2.09,-16.05%,4.35,6.249,6.942,"2,918",25.80%,31.32%  (  -4.20%),30.18%,"41,597",7,4,4,72,REIT - Office,
AGNC,USA,9.25,2025-07-21,48.61,0.15,-3.16%,3.34,4.008,3.467,"30,341",13.22%,21.52%  (  -0.32%),22.29%,"846,579",5,4,4,70,REIT - Mortgage,
STLD,USA,131.63,2025-07-21,49.86,3.46,1.72%,1.14,6.518,7.845,568,27.52%,33.84%  (  -0.23%),13.43%,"33,266",8,5,5,85,Steel,
NXPI,Netherlands,225.90,2025-07-21,56.31,6.56,5.90%,4.63,6.662,9.906,"4,211",29.95%,43.43%  (  +0.63%),26.36%,"45,744",9,5,5,60,Semiconductors,
RYAAY,USA,56.15,2025-07-21,46.16,1.32,17.60%,1.98,2.545,7.659,663,24.12%,36.21%  (  -0.44%),23.59%,"1,953",9,4,4,72,Airlines,
KEY,USA,18.50,2025-07-22,68.41,0.38,9.41%,2.19,4.358,4.341,"9,321",21.95%,29.59%  (  -0.73%),14.70%,"227,695",8,4,4,80,Banks - Regional,
HAL,USA,21.22,2025-07-22,48.00,0.80,-16.13%,0.81,4.452,5.579,"13,573",45.68%,43.27%  (  +0.56%),42.76%,"566,195",5,4,4,60,Oil & Gas Equipment & Services,
DGX,USA,166.91,2025-07-22,33.38,3.21,1.27%,1.83,6.394,6.346,"1,050",14.27%,28.42%  (  -0.29%),52.94%,"16,292",8,4,4,80,Diagnostics & Research,
THC,USA,175.06,2025-07-22,57.83,4.89,19.99%,0.79,10.520,9.891,"1,248",29.30%,43.91%  (  +2.47%),41.82%,"36,198",10,5,5,80,Medical Care Facilities,
LMT,USA,463.96,2025-07-22,46.68,9.00,-5.49%,1.51,4.191,4.609,"10,909",26.96%,28.40%  (  -0.16%),52.54%,"119,874",5,4,4,80,Aerospace & Defense,"NOC, 0.84(6M)"
DHI,USA,131.80,2025-07-22,52.95,3.97,-6.88%,1.15,5.211,6.014,"9,548",34.48%,39.03%  (  +0.29%),37.31%,"106,015",6,4,4,78,Residential Construction,
PNR,Ireland,106.07,2025-07-22,59.95,1.92,8.53%,4.28,6.858,6.058,"1,681",18.57%,28.19%  (  +1.41%),31.35%,"7,714",10,5,5,78,Specialty Industrial Machinery,
DHR,USA,190.05,2025-07-22,38.79,5.20,-13.05%,5.71,5.419,6.001,"9,625",23.85%,37.86%  (  +1.91%),46.65%,"91,033",9,5,5,65,Diagnostics & Research,
PM,USA,178.73,2025-07-22,47.74,3.29,20.46%,7.29,4.186,5.129,"10,862",19.00%,32.51%  (  +0.56%),61.96%,"239,736",7,5,5,80,Tobacco,
SHW,USA,340.07,2025-07-22,42.91,6.46,-4.62%,3.70,6.291,5.577,"3,224",25.27%,26.22%  (  +2.12%),31.84%,"20,661",8,4,5,68,Specialty Chemicals,
GM,USA,53.22,2025-07-22,64.09,1.12,6.67%,0.27,6.006,5.998,"26,265",23.75%,37.31%  (  -0.14%),34.20%,"548,211",8,4,4,60,Auto Manufacturers,"TSLA, 0.83(6M)"
PHM,USA,108.66,2025-07-22,52.66,3.23,-3.92%,1.22,5.330,5.581,"1,571",32.63%,38.74%  (  +0.05%),31.89%,"49,214",8,4,4,72,Residential Construction,
GPC,USA,122.91,2025-07-22,48.00,2.43,0.64%,0.72,7.412,7.241,"6,758",19.50%,32.87%  (  +1.09%),47.01%,"14,836",8,5,5,70,Auto Parts,
KO,USA,69.85,2025-07-22,46.78,0.94,2.83%,6.44,2.759,2.808,"52,700",13.99%,19.21%  (  -0.38%),37.79%,"687,076",9,5,5,85,Beverages - Non-Alcoholic,"PEP, 0.89(6M)"
SYF,USA,70.04,2025-07-22,65.41,1.49,16.23%,1.36,7.935,7.576,"4,657",23.63%,34.29%  (  -0.33%),14.56%,"57,621",10,5,5,70,Credit Services,
RTX,USA,151.50,2025-07-22,69.80,2.41,18.19%,2.48,4.537,4.242,"15,568",19.31%,26.29%  (  -0.34%),29.76%,"223,247",9,4,4,78,Aerospace & Defense,
IQV,USA,160.63,2025-07-22,53.12,4.83,-12.74%,1.79,8.024,10.121,578,26.50%,46.58%  (  +1.62%),55.90%,"21,657",8,4,4,78,Diagnostics & Research,
BKR,USA,39.72,2025-07-22,55.08,1.00,-2.50%,1.41,7.460,8.014,"4,165",24.67%,35.67%  (  +1.21%),31.57%,"108,876",5,5,5,72,Oil & Gas Equipment & Services,
ISRG,USA,518.62,2025-07-22,44.68,11.38,-2.38%,21.33,6.379,6.836,"5,028",24.13%,37.57%  (  -0.43%),41.58%,"83,513",6,5,5,80,Medical Instruments & Supplies,
CSGP,USA,84.70,2025-07-22,61.28,1.66,10.05%,12.71,8.966,8.813,"14,464",18.46%,39.66%  (  -1.48%),49.86%,"65,296",4,4,4,80,Real Estate Services,
TXN,USA,216.62,2025-07-22,66.33,4.05,13.85%,12.26,5.188,5.608,"14,258",19.57%,34.18%  (  +0.95%),22.91%,"258,393",7,4,4,68,Semiconductors,
MTDR,USA,51.34,2025-07-22,56.42,1.76,-0.22%,1.74,8.565,10.384,"2,185",37.09%,45.19%  (  +0.30%),28.69%,"64,494",10,5,5,78,Oil & Gas E&P,
PEGA,USA,52.21,2025-07-22,54.81,1.61,17.16%,5.44,13.084,15.504,"2,327",29.15%,64.66%  (  -5.22%),70.37%,"37,156",6,5,5,88,Software - Application,
SAP,USA,305.97,2025-07-22,55.09,5.01,14.32%,9.46,12.280,7.107,"1,845",20.04%,32.07%  (  +1.11%),38.69%,"26,185",10,5,5,85,Software - Application,
CB,Switzerland,274.13,2025-07-22,37.46,4.55,-3.15%,1.95,5.229,4.713,"1,308",16.95%,21.55%  (  +0.27%),21.62%,"30,520",9,4,4,70,Insurance - Property & Casualty,
COF,USA,218.28,2025-07-22,63.03,4.21,18.08%,2.59,5.428,5.055,"7,652",21.19%,32.36%  (  -0.58%),16.37%,"179,820",10,5,5,75,Credit Services,"AXP, 0.82(6M)"
EQT,USA,59.19,2025-07-22,60.00,1.72,20.52%,5.83,4.799,4.883,"33,362",31.97%,37.21%  (  +0.18%),22.45%,"355,279",7,5,4,85,Oil & Gas E&P,
FCX,USA,44.80,2025-07-23,56.12,1.44,10.34%,2.63,3.516,4.813,"43,722",34.77%,38.28%  (  +0.52%),17.75%,"1,072,941",10,4,4,80,Copper,
HAS,USA,77.81,2025-07-23,66.91,1.75,21.73%,2.55,9.352,9.747,"11,004",26.29%,42.75%  (  +2.80%),42.75%,"55,499",8,5,4,75,Leisure,
NEE,USA,75.95,2025-07-23,62.54,1.78,4.30%,6.33,4.184,4.232,"31,462",24.64%,29.10%  (  +0.71%),24.53%,"661,149",6,4,5,85,Utilities - Regulated Electric,"D, 0.85(6M)"
BSX,USA,103.64,2025-07-23,50.77,1.99,6.95%,8.74,5.989,5.113,"11,948",17.14%,29.53%  (  +0.22%),39.09%,"228,956",9,5,5,88,Medical Devices,
CME,USA,274.70,2025-07-23,48.55,4.70,10.22%,15.75,4.236,5.279,"2,509",14.96%,22.54%  (  +0.70%),39.76%,"52,620",4,4,4,90,Financial Data & Stock Exchanges,
LW,USA,49.00,2025-07-23,33.38,1.55,-19.82%,1.08,10.681,11.050,"9,799",23.10%,49.54%  (  -3.72%),52.28%,"167,180",9,4,4,72,Packaged Foods,
GD,USA,298.98,2025-07-23,62.95,4.35,8.18%,1.63,3.699,3.319,"1,416",13.10%,20.96%  (  +0.39%),20.65%,"38,676",7,4,4,77,Aerospace & Defense,
FI,USA,165.74,2025-07-23,43.72,3.43,-16.77%,4.44,4.973,6.575,"9,829",22.39%,39.09%  (  +1.78%),58.16%,"116,648",7,5,5,85,Information Technology Services,
GEV,USA,574.60,2025-07-23,78.55,17.34,55.25%,4.39,8.485,6.950,"15,327",28.33%,49.95%  (  +0.45%),19.99%,"184,893",9,5,5,85,Specialty Industrial Machinery,
APH,USA,103.34,2025-07-23,76.25,1.84,37.77%,7.45,8.692,8.354,"13,274",15.27%,36.61%  (  +0.82%),44.08%,"108,508",10,5,4,90,Electronic Components,
HLT,USA,272.68,2025-07-23,62.82,4.75,10.95%,5.74,5.769,3.617,"2,515",17.98%,24.63%  (  +0.04%),14.30%,"90,195",6,4,4,70,Lodging,"MAR, 0.9(6M)"
NLY,USA,19.87,2025-07-23,59.92,0.30,0.91%,1.90,2.354,3.713,"3,947",15.78%,22.33%  (  -0.37%),18.25%,"158,906",9,4,4,75,REIT - Mortgage,
GOOGL,USA,185.06,2025-07-23,66.58,4.14,6.57%,6.27,6.450,6.039,"465,498",23.22%,36.51%  (  -0.07%),43.05%,"3,560,201",8,5,5,82,Internet Content & Information,"AMZN, 0.89(6M)"
GOOG,USA,185.94,2025-07-23,66.74,4.12,6.12%,6.26,6.448,5.999,"265,409",22.16%,35.87%  (  -0.05%),41.77%,"1,496,677",5,5,5,85,Internet Content & Information,
IBM,USA,285.87,2025-07-23,55.06,4.76,17.03%,4.23,6.411,7.085,"24,136",17.75%,36.90%  (  +0.45%),47.47%,"319,747",10,4,4,75,Information Technology Services,"ORCL, 0.8(6M)"
NOW,USA,963.40,2025-07-23,42.81,23.87,-1.13%,17.40,7.196,7.688,"12,691",25.74%,43.67%  (  +1.09%),40.61%,"109,932",8,5,5,90,Software - Application,
LVS,USA,48.67,2025-07-23,63.77,1.11,7.34%,3.07,6.058,5.187,"5,700",38.00%,35.41%  (  -0.05%),15.74%,"303,471",5,4,4,0,Resorts & Casinos,
CMG,USA,53.93,2025-07-23,48.95,1.31,-2.42%,6.33,8.761,7.241,"37,084",29.26%,38.59%  (  -1.52%),36.91%,"948,218",8,4,5,65,Restaurants,
ORLY,USA,92.34,2025-07-23,54.95,1.79,6.74%,4.68,6.793,6.129,"3,031",21.63%,27.11%  (  -3.31%),33.66%,"88,855",6,5,5,80,Auto Parts,
ALK,USA,53.15,2025-07-23,59.07,1.90,-3.65%,0.51,7.012,10.455,"3,456",42.07%,45.68%  (  -0.35%),25.14%,"94,294",9,5,4,70,Airlines,
CSX,USA,34.39,2025-07-23,65.33,0.71,6.82%,4.52,4.578,3.533,"64,274",19.19%,26.41%  (  -1.30%),25.55%,"384,325",5,4,4,55,Railroads,
TMUS,USA,227.21,2025-07-23,41.59,4.04,-4.75%,3.12,4.375,5.164,"11,933",23.90%,30.60%  (  +0.84%),46.53%,"153,502",4,4,4,88,Telecom Services,
CCI,USA,105.14,2025-07-23,61.31,1.88,4.98%,7.65,4.737,5.530,"2,355",16.27%,24.60%  (  -0.85%),15.66%,"81,412",5,4,4,70,REIT - Specialty,
MAT,USA,19.38,2025-07-23,46.95,0.44,2.48%,1.16,9.019,10.204,"2,029",22.56%,45.36%  (  +2.62%),41.78%,"43,119",5,4,4,65,Leisure,
TMO,USA,414.75,2025-07-23,48.62,12.39,-16.83%,3.65,4.244,6.068,"5,100",27.93%,38.00%  (  -1.05%),47.90%,"94,719",6,5,5,80,Diagnostics & Research,
NBIS,Netherlands,52.79,2025-07-23,59.12,3.68,59.50%,77.95,7.994,11.610,"68,348",93.59%,87.62%  (  +3.97%),21.76%,"519,222",10,5,5,65,Software - Infrastructure,
LHX,USA,264.77,2025-07-24,72.52,4.39,15.70%,2.33,5.904,5.215,"8,665",17.14%,22.36%  (  -1.79%),23.76%,"20,582",9,4,4,78,Aerospace & Defense,
NOK,USA,4.75,2025-07-24,26.38,0.10,-1.83%,1.25,7.690,9.159,"3,100",18.07%,42.49%  (  -19.91%),14.91%,"246,860",6,4,4,60,Communication Equipment,
NDAQ,USA,89.37,2025-07-24,57.28,1.52,12.72%,6.57,5.897,5.279,"4,250",15.12%,24.56%  (  +2.10%),23.37%,"28,898",7,4,4,85,Financial Data & Stock Exchanges,
DOV,USA,188.24,2025-07-24,58.18,3.40,0.45%,3.24,6.240,6.628,"2,486",15.89%,30.01%  (  +1.09%),30.42%,"24,696",7,4,4,82,Specialty Industrial Machinery,"GGG, 0.8(6M)"
VLO,USA,146.15,2025-07-24,57.30,3.95,11.18%,0.36,3.390,3.936,"6,551",30.09%,30.79%  (  -1.48%),10.04%,"146,208",7,5,4,48,Oil & Gas Refining & Marketing,
KDP,USA,33.54,2025-07-24,51.70,0.57,0.34%,2.94,5.362,5.721,"1,616",14.64%,24.91%  (  -2.02%),48.13%,"66,767",10,5,5,89,Beverages - Non-Alcoholic,
DAR,USA,35.85,2025-07-24,46.49,1.22,1.26%,1.00,10.730,10.442,"2,597",44.73%,43.87%  (  -5.91%),28.94%,"103,100",9,5,5,60,Packaged Foods,
TTE,USA,61.70,2025-07-24,50.34,1.05,2.29%,0.72,3.607,4.436,"3,578",23.96%,19.89%  (  -0.38%),11.79%,"68,465",8,4,4,78,Oil & Gas Integrated,
STM,USA,32.55,2025-07-24,63.51,0.83,26.24%,2.34,10.004,10.119,"2,891",33.38%,44.22%  (  +1.78%),19.83%,"118,036",9,4,4,50,Semiconductors,
TSCO,USA,56.58,2025-07-24,60.17,1.37,4.18%,2.01,4.649,5.210,"2,606",26.17%,31.81%  (  -0.21%),32.53%,"90,497",9,4,4,60,Specialty Retail,
UNP,USA,224.87,2025-07-24,39.55,3.75,-3.58%,5.54,3.215,3.248,"11,909",14.85%,23.87%  (  +0.12%),26.34%,"121,158",8,4,4,70,Railroads,"NSC, 0.89(6M)"
BX,USA,168.72,2025-07-24,68.66,4.30,6.83%,16.21,3.978,4.578,"17,975",30.71%,33.62%  (  +0.13%),19.50%,"333,117",6,4,4,88,Asset Management,
FTI,UK,32.74,2025-07-24,40.05,0.84,9.79%,1.48,8.879,8.194,557,26.22%,37.39%  (  -0.87%),38.35%,"17,998",10,5,4,88,Oil & Gas Equipment & Services,
TRU,USA,93.61,2025-07-24,60.47,2.75,1.56%,4.29,9.676,11.182,"1,841",26.64%,50.16%  (  +1.56%),49.12%,"16,784",4,4,5,78,Financial Data & Stock Exchanges,
AAL,USA,12.51,2025-07-24,61.59,0.50,-5.76%,0.15,7.890,7.172,"87,166",54.64%,48.55%  (  -0.12%),21.72%,"3,191,801",4,4,4,48,Airlines,"DAL, 0.93(12M)"
HON,USA,236.54,2025-07-24,58.66,3.51,8.36%,3.88,3.953,3.989,"5,016",14.75%,24.01%  (  +0.15%),23.61%,"160,800",9,4,4,78,Conglomerates,"MMM, 0.84(6M)"
MBLY,USA,16.05,2025-07-24,44.15,0.92,1.18%,6.98,13.753,10.505,"7,262",60.64%,66.53%  (  +2.22%),28.21%,"354,058",8,4,4,80,Auto Parts,
FLEX,Singapore,53.06,2025-07-24,75.83,1.19,35.36%,0.77,9.508,9.451,"2,426",23.96%,39.86%  (  -0.59%),21.96%,"53,925",6,5,5,80,Electronic Components,
