SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
BRBR,USA,26.26,2025-11-18,22.48,1.35,-52.11%,1.49,9.280,16.995,"13,667",31.23%,57.45%  (-35.24%),50.10%,"54,716",6,5,4,78,Packaged Foods,
BIDU,USA,117.14,2025-11-18,42.86,5.43,18.82%,1.77,6.167,6.988,"77,470",50.52%,46.85%  (-8.95%),50.11%,"650,098",8,4,4,72,Internet Content & Information,
HD,USA,336.48,2025-11-18,18.15,8.07,-11.22%,2.03,3.964,4.103,"99,738",23.32%,26.99%  (-3.53%),30.87%,"283,685",9,4,5,70,Home Improvement Retail,"LOW, 0.91(6M)"
PDD,USA,119.58,2025-11-18,26.98,3.72,2.06%,2.91,8.514,6.882,"180,430",33.99%,30.79%  (-10.18%),3.70%,"1,534,047",10,4,4,65,Internet Retail,
FUTU,USA,167.74,2025-11-18,42.24,9.13,22.31%,6.93,8.027,7.473,"8,660",65.39%,57.11%  (-4.84%),15.91%,"184,987",10,5,5,85,Capital Markets,
AS,Cayman Islands,33.36,2025-11-18,59.91,1.32,1.61%,3.24,14.393,14.159,"22,387",45.00%,49.19%  (-24.11%),16.52%,"108,289",10,5,5,80,Leisure,
MDT,Ireland,100.80,2025-11-18,74.66,1.98,11.94%,3.78,4.355,3.997,"42,787",20.69%,20.55%  (-5.33%),25.83%,"234,385",4,4,4,88,Medical Devices,
QFIN,USA,22.42,2025-11-18,39.49,1.22,-38.68%,1.12,12.209,9.585,"1,667",68.52%,69.08%  (+2.59%),65.25%,"34,875",7,5,4,75,Credit Services,
SQM,USA,59.40,2025-11-19,77.19,2.68,48.28%,2.00,10.347,7.058,"4,719",55.65%,65.96%  (+0.35%),88.00%,"32,451",6,4,4,75,Specialty Chemicals,
VIK,Bermuda,58.27,2025-11-19,44.77,1.85,11.70%,4.45,11.485,7.717,"7,860",30.20%,50.34%  (-2.28%),47.93%,"18,636",7,4,4,85,Travel Services,
TJX,USA,145.58,2025-11-19,56.41,2.34,11.56%,2.80,4.423,3.687,"31,806",15.72%,25.83%  (-0.48%),43.22%,"139,777",6,5,5,90,Apparel Retail,
KC,USA,12.45,2025-11-19,48.85,0.67,-12.74%,3.13,20.343,11.050,"18,045",60.50%,81.77%  (-8.73%),18.45%,"60,198",7,5,5,65,Software - Application,
WSM,USA,180.75,2025-11-19,37.49,6.12,0.49%,2.81,12.264,9.295,"7,092",32.45%,55.72%  (-0.26%),53.81%,"21,019",6,4,4,85,Specialty Retail,
GLBE,Israel,37.01,2025-11-19,58.60,1.33,1.77%,7.43,14.155,15.582,"9,566",31.62%,79.49%  (+3.46%),81.70%,"45,018",5,5,5,85,Internet Retail,
GDS,USA,29.02,2025-11-19,31.90,1.64,-9.10%,3.73,17.607,10.165,"3,314",64.14%,74.26%  (+3.60%),26.12%,"96,235",5,5,5,78,Information Technology Services,
PANW,USA,201.00,2025-11-19,36.97,5.50,4.45%,14.91,7.964,7.174,"21,181",26.60%,45.21%  (-0.02%),56.99%,"571,657",8,5,5,90,Software - Infrastructure,
NVDA,USA,181.36,2025-11-19,42.30,7.54,19.44%,26.67,7.795,7.322,"2,158,559",43.06%,54.93%  (+3.09%),52.88%,"20,244,645",6,5,5,92,Semiconductors,
WMG,USA,30.00,2025-11-20,36.49,0.72,-3.13%,2.42,6.980,7.520,"32,162",21.08%,45.79%  (+2.68%),89.01%,"19,783",5,5,4,75,Entertainment,
BBWI,USA,21.10,2025-11-20,27.63,0.89,-28.70%,0.59,9.610,10.671,"14,269",35.46%,67.05%  (+2.55%),81.94%,"261,851",8,4,4,70,Specialty Retail,
VNET,USA,8.66,2025-11-20,40.71,0.67,3.80%,1.82,22.423,16.848,978,77.86%,108.88%  (+2.31%),60.31%,"169,650",9,5,4,75,Information Technology Services,
WMT,USA,101.39,2025-11-20,41.87,1.80,3.65%,1.17,5.018,5.164,"75,920",20.33%,31.78%  (+1.19%),45.71%,"1,037,355",9,5,5,78,Discount Stores,"TGT, 0.84(6M)"
VEEV,USA,273.72,2025-11-20,34.70,7.57,3.93%,15.12,9.466,6.349,"1,467",26.92%,43.16%  (-0.06%),72.97%,"39,396",4,4,5,90,Health Information Services,
BULL,Cayman Islands,8.39,2025-11-20,27.25,0.57,-37.54%,16.67,7.896,10.636,"130,468",55.52%,89.06%  (+2.28%),21.21%,"1,625,321",4,4,4,75,Software - Application,
