SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
CHWY,USA,45.79,2025-06-11,62.98,1.53,33.81%,1.60,12.474,9.622,"90,282",29.17%,56.39%  (  +3.20%),19.94%,"231,368",8,4,4,85,Internet Retail,
SAIL,USA,19.65,2025-06-11,63.90,0.82,1.55%,12.69,4.186,13.614,"5,615",48.67%,73.63%  (  +5.19%),60.22%,"9,517",7,4,4,75,Software - Infrastructure,
ORCL,USA,177.48,2025-06-11,76.23,4.13,8.87%,8.92,8.738,7.776,"83,917",25.74%,40.37%  (  -0.88%),46.04%,"721,786",8,4,4,90,Software - Infrastructure,"MSFT, 0.86(6M)"
RH,USA,189.38,2025-06-12,50.02,10.85,-37.43%,1.12,13.375,15.734,"9,439",69.24%,93.36%  (  +0.42%),60.73%,"99,147",10,4,4,72,Specialty Retail,
ADBE,USA,416.06,2025-06-12,61.91,7.92,-8.59%,8.05,7.904,7.348,"25,781",18.71%,40.61%  (  -1.03%),64.03%,"334,843",7,4,4,85,Software - Application,
CCL,Panama,24.51,2025-06-19,70.01,0.69,11.50%,1.25,7.658,8.824,"19,213",39.31%,44.59%  (  -1.09%),23.57%,"1,277,160",9,4,4,85,Travel Services,"NCLH, 0.95(12M)
RCL, 0.94(12M)"
DRI,USA,216.20,2025-06-20,60.59,4.06,17.92%,2.15,5.712,5.643,697,21.71%,31.17%  (  -0.49%),52.64%,"36,952",9,4,4,88,Restaurants,
KR,USA,65.43,2025-06-20,35.70,1.37,5.51%,0.30,5.659,5.609,"6,530",20.63%,29.54%  (  -2.32%),50.12%,"255,121",5,4,4,80,Grocery Stores,
ACN,Ireland,320.92,2025-06-20,59.41,5.60,-6.17%,2.99,6.507,6.421,"4,581",19.57%,34.38%  (  -0.27%),59.18%,"98,120",6,4,4,80,Information Technology Services,
CMC,USA,50.67,2025-06-23,65.36,1.55,-0.40%,0.74,6.078,10.915,"1,471",33.62%,41.51%  (  -0.40%),37.03%,"16,615",8,4,4,77,Steel,
NKE,USA,63.87,2025-06-26,58.71,1.81,-12.45%,1.97,8.788,10.020,"189,607",35.61%,49.36%  (  +1.18%),67.99%,"1,741,689",6,4,4,60,Footwear & Accessories,"UA, 0.88(6M)"
JEF,USA,52.70,2025-07-01,59.21,1.67,-16.63%,1.12,6.905,10.057,586,37.10%,37.39%  (  +0.19%),27.99%,"47,388",8,4,4,0,Capital Markets,
DAL,USA,51.68,2025-07-10,64.75,1.65,-3.95%,0.54,7.622,10.643,"26,352",41.50%,45.36%  (  -1.05%),27.49%,"832,151",7,5,5,78,Airlines,"UAL, 0.94(6M)"
