SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
DLTR,USA,111.35,2025-09-03,47.91,2.76,31.49%,0.95,12.226,8.393,"61,729",16.99%,45.32%  (  +2.94%),31.03%,"218,909",7,4,4,65,Discount Stores,
HPE,USA,22.68,2025-09-03,63.40,0.60,16.30%,0.94,8.508,7.686,"30,681",27.72%,45.56%  (  -0.16%),34.23%,"706,349",9,4,4,85,Communication Equipment,
GTLB,USA,47.69,2025-09-03,58.73,2.17,-9.70%,9.79,14.627,13.976,"21,371",55.02%,79.97%  (  +3.05%),83.34%,"255,322",8,5,5,80,Software - Infrastructure,
CRM,USA,252.86,2025-09-03,52.88,5.95,-12.93%,6.26,7.884,7.700,"71,037",26.82%,44.87%  (  +0.93%),65.03%,"622,363",7,4,4,90,Software - Application,"ORCL, 0.81(12M)"
CRDO,Cayman Islands,124.27,2025-09-03,59.32,7.42,75.83%,48.84,22.127,15.327,"49,157",68.71%,99.70%  (  +0.92%),55.99%,"157,721",9,5,5,85,Semiconductors,
CIEN,USA,93.59,2025-09-04,55.85,3.17,19.39%,3.10,11.826,12.055,"4,226",38.71%,60.74%  (  +0.06%),60.05%,"45,815",10,4,4,85,Communication Equipment,
IOT,USA,35.49,2025-09-04,50.34,1.41,-17.94%,15.13,15.178,13.165,"19,279",47.33%,74.77%  (  -6.39%),68.34%,"227,138",5,4,4,85,Software - Infrastructure,
DOCU,USA,74.07,2025-09-04,50.30,2.29,-10.72%,4.94,10.968,10.942,"20,901",39.66%,61.19%  (  -1.95%),80.57%,"121,451",8,4,4,78,Software - Application,
RH,USA,221.72,2025-09-04,50.11,12.27,-18.76%,1.27,14.108,15.216,"5,752",68.06%,88.14%  (  -0.02%),55.33%,"78,632",4,4,4,80,Specialty Retail,
CTAS,USA,205.51,2025-09-24,30.70,3.65,-2.30%,8.01,5.779,5.262,"1,265",17.10%,26.56%  (  +1.01%),44.38%,"33,609",6,4,4,90,Specialty Business Services,
JBL,USA,202.08,2025-09-25,37.03,5.93,20.60%,0.76,9.055,11.637,"6,237",33.85%,43.33%  (  +5.03%),45.29%,"36,784",9,5,5,85,Electronic Components,
CCL,Panama,31.16,2025-09-26,57.13,0.87,26.34%,1.56,5.606,10.649,"34,526",33.23%,46.36%  (  +3.37%),26.83%,"1,333,229",10,5,5,95,Travel Services,"NCLH, 0.95(12M)
RCL, 0.94(12M)"
UEC,USA,10.98,2025-09-26,65.94,0.60,59.41%,72.99,0.000,16.221,"8,573",56.03%,73.80%  (  +0.53%),69.70%,"238,633",10,5,4,,Uranium,
NKE,USA,74.29,2025-09-30,43.62,1.91,5.51%,2.36,8.696,9.770,"60,024",26.58%,43.10%  (  +8.20%),53.23%,"1,411,818",6,4,4,55,Footwear & Accessories,"UA, 0.88(6M)"
STZ,USA,151.26,2025-10-01,30.80,4.58,-19.19%,2.65,5.315,8.066,"31,529",32.49%,37.18%  (  +2.56%),52.24%,"142,512",8,4,4,60,Beverages - Brewers,
LEVI,USA,22.63,2025-10-01,73.58,0.54,26.90%,1.41,11.735,11.680,"1,418",25.12%,39.50%  (  +3.78%),22.67%,"56,844",10,4,5,85,Apparel Manufacturing,
MKC,USA,68.80,2025-10-07,41.68,1.47,-9.06%,2.74,5.927,0.000,"4,067",20.32%,28.44%  (  +3.26%),56.02%,"31,264",8,4,4,65,Packaged Foods,
PEP,USA,150.28,2025-10-09,61.17,2.92,3.80%,2.24,3.516,0.000,"54,988",20.60%,21.86%  (  +0.43%),28.15%,"498,111",6,4,4,65,Beverages - Non-Alcoholic,"KO, 0.89(6M)"
PGR,USA,245.86,2025-10-09,46.86,4.05,-5.44%,1.75,0.959,0.000,"2,045",18.77%,23.52%  (  +0.98%),9.79%,"55,063",5,4,4,78,Insurance - Property & Casualty,
DAL,USA,61.13,2025-10-09,61.11,1.80,11.08%,0.64,7.592,0.000,"18,197",40.06%,42.58%  (  -0.75%),20.23%,"980,978",5,5,5,96,Airlines,"UAL, 0.94(6M)"
JPM,USA,299.70,2025-10-14,60.39,4.85,14.73%,2.96,3.907,0.000,"38,124",15.48%,21.01%  (  +0.37%),8.73%,"731,417",6,4,4,80,Banks - Diversified,"BAC, 0.85(6M)"
C,USA,94.78,2025-10-14,54.19,1.95,22.15%,1.03,4.159,0.000,"80,599",22.21%,26.61%  (  -0.88%),13.41%,"1,789,760",7,5,5,75,Banks - Diversified,
WFC,USA,81.78,2025-10-14,58.41,1.62,9.10%,2.13,4.646,0.000,"32,364",22.98%,24.59%  (  +0.31%),9.93%,"1,222,027",6,4,4,92,Banks - Diversified,
GS,USA,730.85,2025-10-14,51.29,14.23,18.07%,1.76,4.413,0.000,"22,638",22.19%,25.85%  (  +1.05%),12.86%,"256,711",7,4,4,85,Capital Markets,"MS, 0.96(6M)"
APLD,USA,15.26,2025-10-14,55.40,1.25,70.19%,18.52,18.065,0.000,"67,427",105.05%,85.96%  (  -2.48%),0.51%,"604,086",9,5,5,97,Information Technology Services,
BAC,USA,50.42,2025-10-15,68.36,0.83,12.80%,1.88,3.906,0.000,"115,274",20.20%,22.80%  (  +0.87%),9.28%,"2,715,299",7,5,5,88,Banks - Diversified,
