SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
PEP,USA,0,2025-10-09,,,,,,,"19,807",16.55%,27.02%  (  +0.11%),49.04%,"448,494",6,4,4,78,,"KO, 0.89(6M)"
DAL,USA,0,2025-10-09,,,,,,,"23,029",27.97%,49.97%  (  -0.05%),32.22%,"833,444",5,5,5,85,,"UAL, 0.94(6M)"
LEVI,USA,0,2025-10-09,,,,,,,"5,077",20.94%,46.53%  (  -0.44%),34.45%,"67,655",8,5,5,92,,
APLD,USA,0,2025-10-09,,,,,,,"65,049",78.18%,127.97%  (  +1.81%),53.56%,"726,665",7,5,5,85,,
PGR,USA,0,2025-10-09,,,,,,,872,14.39%,28.34%  (  +0.38%),25.92%,"45,475",6,4,4,85,,
WFC,USA,0,2025-10-14,,,,,,,"36,392",20.75%,31.37%  (  +0.15%),26.37%,"1,159,219",8,4,4,85,,
C,USA,0,2025-10-14,,,,,,,"64,169",18.77%,33.55%  (  +0.69%),28.15%,"1,540,565",9,4,5,85,,
JNJ,USA,0,2025-10-14,,,,,,,"47,775",13.45%,19.59%  (  +0.32%),31.52%,"410,901",9,4,4,88,,"PFE, 0.83(6M)"
GS,USA,0,2025-10-14,,,,,,,"12,338",20.01%,31.48%  (  -0.31%),24.95%,"279,399",9,4,4,85,,"MS, 0.96(6M)"
JPM,USA,0,2025-10-14,,,,,,,"50,027",15.02%,27.28%  (  -0.01%),24.18%,"753,255",7,4,4,80,,"BAC, 0.85(6M)"
SYF,USA,0,2025-10-15,,,,,,,857,22.18%,41.28%  (  -1.23%),27.36%,"49,558",7,4,5,77,,
CFG,USA,0,2025-10-15,,,,,,,"1,674",20.55%,30.12%  (  -0.10%),16.93%,"48,180",10,5,5,80,,
ASML,USA,0,2025-10-15,,,,,,,"23,995",33.04%,44.25%  (  +1.10%),37.40%,"177,301",10,4,5,82,,
PNC,USA,0,2025-10-15,,,,,,,524,17.66%,26.66%  (  +0.24%),21.68%,"39,501",9,4,4,78,,
ABT,USA,0,2025-10-15,,,,,,,"9,892",15.08%,25.70%  (  -1.24%),41.15%,"185,664",8,5,5,85,,
MS,USA,0,2025-10-15,,,,,,,"6,593",16.24%,31.54%  (  -0.46%),23.01%,"501,496",9,4,4,85,,"GS, 0.96(6M)"
BAC,USA,0,2025-10-15,,,,,,,"114,836",15.59%,28.39%  (  +0.36%),22.50%,"2,595,851",8,5,5,80,,
PLD,USA,0,2025-10-15,,,,,,,719,20.39%,27.19%  (  +0.21%),14.51%,"65,325",4,4,4,80,,
SNV,USA,0,2025-10-15,,,,,,,546,21.41%,42.02%  (  -1.47%),32.29%,"18,158",9,4,4,78,,
SLG,USA,0,2025-10-15,,,,,,,592,36.16%,40.08%  (  +0.04%),26.33%,"53,191",5,4,4,80,,
UAL,USA,0,2025-10-15,,,,,,,"15,159",29.43%,55.41%  (  -0.95%),25.79%,"468,207",5,5,5,88,,"DAL, 0.94(6M)
RCL, 0.94(12M)"
LVS,USA,0,2025-10-15,,,,,,,"4,717",24.99%,40.69%  (  -1.29%),27.30%,"264,817",5,4,4,80,,
KMI,USA,0,2025-10-15,,,,,,,"12,647",13.02%,25.94%  (  +0.56%),19.80%,"335,601",10,4,4,85,,
LRCX,USA,0,2025-10-15,,,,,,,"54,645",35.48%,49.89%  (  +4.37%),35.73%,"524,022",9,5,5,85,,
USB,USA,0,2025-10-16,,,,,,,"2,469",19.48%,27.62%  (  +0.42%),19.48%,"216,605",6,4,4,85,,
KEY,USA,0,2025-10-16,,,,,,,995,19.64%,30.94%  (  +0.92%),17.85%,"208,229",6,4,4,85,,
SCHW,USA,0,2025-10-16,,,,,,,"13,640",25.83%,32.21%  (  +1.41%),32.20%,"437,589",5,5,5,85,,"AMTD, 0.84(6M)"
CSX,USA,0,2025-10-16,,,,,,,"15,220",29.02%,26.84%  (  -0.31%),29.38%,"436,137",10,5,5,70,,
IBKR,USA,0,2025-10-16,,,,,,,"12,763",31.16%,45.15%  (  +0.41%),35.31%,"227,325",10,5,5,88,,
TSM,USA,0,2025-10-16,,,,,,,"180,358",27.53%,41.81%  (  +2.55%),28.42%,"1,676,187",10,5,5,88,,
ALK,USA,0,2025-10-16,,,,,,,"4,779",39.98%,50.80%  (  -0.16%),34.61%,"107,270",6,5,5,75,,
FCX,USA,0,2025-10-16,,,,,,,"77,151",66.15%,44.93%  (  -3.68%),31.30%,"1,488,723",9,4,4,90,,
RF,USA,0,2025-10-17,,,,,,,973,19.09%,29.57%  (  +0.66%),19.89%,"94,755",9,4,4,85,,
SLB,,0,2025-10-17,,,,,,,"9,309",27.45%,37.64%  (  -0.45%),33.68%,"761,389",9,5,5,80,,
AXP,USA,0,2025-10-17,,,,,,,"7,966",21.38%,32.02%  (  +0.45%),26.02%,"250,718",7,4,4,88,,"COF, 0.82(6M)"
ALLY,USA,0,2025-10-17,,,,,,,"1,207",24.63%,42.73%  (  +0.01%),34.43%,"109,905",9,4,4,80,,
HBAN,USA,0,2025-10-17,,,,,,,"1,060",18.82%,28.24%  (  unch),19.10%,"78,367",10,5,5,85,,
TFC,USA,0,2025-10-17,,,,,,,"2,261",17.87%,27.96%  (  +0.69%),21.63%,"208,829",7,4,4,70,,
SMPL,USA,0,2025-10-17,,,,,,,"4,426",27.32%,38.16%  (  -0.21%),40.18%,"14,477",5,4,5,78,,
ELV,USA,0,2025-10-21,,,,,,,"4,482",27.85%,44.06%  (  +0.66%),89.11%,"61,196",6,4,4,60,,
VZ,USA,0,2025-10-21,,,,,,,"37,610",13.65%,21.56%  (  -0.37%),27.98%,"953,215",7,4,4,85,,"T, 0.88(6M)"
KO,USA,0,2025-10-21,,,,,,,"34,950",10.76%,19.49%  (  +0.02%),31.42%,"676,346",9,5,5,75,,"PEP, 0.89(6M)"
PCAR,USA,0,2025-10-21,,,,,,,585,28.09%,30.83%  (  -0.45%),42.98%,"20,509",7,4,4,80,,
PM,USA,0,2025-10-21,,,,,,,"9,645",22.00%,32.40%  (  -0.21%),57.34%,"195,874",8,5,5,90,,
NDAQ,USA,0,2025-10-21,,,,,,,"2,191",19.88%,25.12%  (  +1.57%),21.40%,"37,284",7,5,5,90,,
ACI,USA,0,2025-10-21,,,,,,,"12,841",16.70%,34.80%  (  +2.71%),18.14%,"86,044",6,4,4,60,,
FE,USA,0,2025-10-22,,,,,,,554,10.85%,18.63%  (  +0.25%),15.70%,"70,317",7,4,4,80,,"CMS, 0.8(6M)"
STX,Ireland,0,2025-10-22,,,,,,,"33,268",38.79%,62.48%  (  +6.57%),63.08%,"189,646",10,4,4,85,,
AR,USA,0,2025-10-22,,,,,,,"6,514",23.69%,44.84%  (  +0.59%),21.31%,"163,250",9,4,5,80,,
PEGA,USA,0,2025-10-22,,,,,,,"1,301",25.98%,48.75%  (  +1.19%),40.35%,"6,829",8,5,5,85,,
NLY,USA,0,2025-10-22,,,,,,,"3,949",20.28%,34.69%  (  +11.99%),43.87%,"170,975",8,4,4,70,,
TMO,USA,0,2025-10-22,,,,,,,"48,416",35.69%,38.77%  (  +3.46%),49.13%,"89,393",9,5,5,85,,
IRT,USA,0,2025-10-22,,,,,,,"26,796",21.95%,37.21%  (  -12.22%),35.07%,"11,539",4,4,5,65,,
NEE,USA,0,2025-10-22,,,,,,,"85,150",19.69%,27.63%  (  +0.30%),20.53%,"570,605",6,4,4,85,,"D, 0.85(6M)"
NXT,USA,0,2025-10-22,,,,,,,"5,255",45.72%,60.58%  (  -0.31%),36.80%,"154,099",5,4,5,85,,
META,USA,0,2025-10-22,,,,,,,"563,854",17.82%,43.28%  (  +3.92%),42.02%,"2,000,889",10,5,5,90,,
BA,USA,0,2025-10-22,,,,,,,"55,599",23.90%,37.36%  (  -0.32%),23.98%,"1,095,853",9,5,5,70,,"EADSY, 0.8(6M)"
BIIB,USA,0,2025-10-22,,,,,,,"7,901",35.38%,42.20%  (  +5.17%),44.60%,"66,486",7,4,4,85,,
FLG,USA,0,2025-10-22,,,,,,,"1,229",29.81%,38.43%  (  -3.51%),18.34%,"521,556",8,4,4,60,,
CLF,USA,0,2025-10-22,,,,,,,"35,852",44.09%,74.36%  (  -13.36%),50.10%,"870,858",7,4,4,85,,
BMRN,USA,0,2025-10-22,,,,,,,"1,101",26.87%,40.77%  (  +0.61%),48.96%,"39,843",4,5,5,88,,
EQT,USA,0,2025-10-22,,,,,,,"20,972",23.64%,33.64%  (  -4.16%),14.72%,"315,902",8,4,4,85,,
BCS,USA,0,2025-10-22,,,,,,,"1,102",19.18%,30.95%  (  +0.60%),9.11%,"98,031",8,4,4,82,,
CC,USA,0,2025-10-22,,,,,,,"2,553",44.76%,77.64%  (  -0.88%),43.62%,"98,898",8,4,4,60,,
VRT,USA,0,2025-10-22,,,,,,,"75,165",50.90%,67.67%  (  +0.63%),28.50%,"517,513",8,5,5,88,,
UPWK,USA,0,2025-10-22,,,,,,,"1,640",42.98%,56.70%  (  -0.27%),37.79%,"53,743",9,4,4,88,,
GD,USA,0,2025-10-22,,,,,,,814,12.37%,21.47%  (  +0.57%),23.28%,"32,573",9,4,4,88,,
VKTX,USA,0,2025-10-22,,,,,,,"14,876",58.89%,95.64%  (  +12.48%),33.54%,"276,951",6,5,5,72,,
BX,USA,0,2025-10-23,,,,,,,"6,763",27.38%,35.72%  (  +0.12%),23.67%,"311,071",8,4,4,85,,
