SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
DAL,USA,50.58,2025-07-10,56.61,1.75,-6.96%,0.53,7.622,7.275,"47,800",35.79%,50.63%  (  +2.09%),35.72%,"762,271",9,5,5,68,Airlines,"UAL, 0.94(6M)"
LEVI,USA,19.53,2025-07-10,69.11,0.52,11.87%,1.22,11.877,9.942,"2,506",30.24%,47.35%  (  +1.19%),38.35%,"145,041",10,5,5,75,Apparel Manufacturing,
PGR,USA,250.34,2025-07-10,33.57,5.69,-3.76%,1.87,0.000,4.376,"1,128",23.29%,27.70%  (  -0.89%),25.83%,"49,779",7,4,4,78,Insurance - Property & Casualty,
C,USA,86.35,2025-07-15,70.26,1.63,20.25%,0.96,3.872,4.655,"63,661",19.90%,29.94%  (  -0.38%),20.50%,"1,795,229",6,4,5,76,Banks - Diversified,
JPM,USA,282.78,2025-07-15,56.53,5.26,14.55%,2.76,3.712,4.071,"90,354",18.21%,25.73%  (  +1.57%),21.01%,"731,426",6,4,4,75,Banks - Diversified,"BAC, 0.85(6M)"
BK,USA,93.49,2025-07-15,65.70,1.55,14.28%,1.68,4.597,4.501,"1,901",17.19%,28.83%  (  -0.07%),29.24%,"61,608",6,4,4,78,Banks - Diversified,"STT, 0.83(6M)"
STT,USA,109.80,2025-07-15,78.83,1.95,16.38%,1.47,5.123,5.009,910,17.51%,28.59%  (  -0.92%),19.97%,"56,842",5,4,4,75,Asset Management,"BK, 0.83(6M)"
ACI,USA,22.25,2025-07-15,56.81,0.46,9.11%,0.16,5.818,4.334,"3,449",22.31%,24.56%  (  -5.30%),12.88%,"95,187",4,4,4,55,Grocery Stores,
WFC,USA,81.84,2025-07-15,66.47,1.58,14.84%,2.14,4.664,4.892,"42,110",19.65%,29.62%  (  -1.27%),22.97%,"1,399,517",8,4,4,70,Banks - Diversified,
ASML,USA,794.84,2025-07-16,57.23,18.84,9.30%,9.49,6.120,6.756,"9,104",26.36%,38.94%  (  -2.46%),21.94%,"142,638",4,4,4,72,Semiconductor Equipment & Materials,
PLD,USA,107.19,2025-07-16,51.32,2.47,-4.60%,12.15,4.653,5.022,655,18.03%,28.78%  (  -0.45%),18.76%,"68,773",6,4,4,66,REIT - Industrial,
PNC,USA,198.32,2025-07-16,79.97,3.30,7.09%,2.35,3.948,4.273,"1,234",19.18%,24.71%  (  -1.89%),16.18%,"43,210",10,4,4,70,Banks - Regional,
FHN,USA,22.03,2025-07-16,72.24,0.44,13.85%,2.27,5.216,5.455,"4,027",21.85%,34.53%  (  -0.03%),25.60%,"41,423",8,4,4,68,Banks - Regional,
MS,USA,142.07,2025-07-16,71.16,2.52,14.27%,2.14,3.772,4.683,"14,267",15.29%,29.39%  (  -0.15%),20.42%,"564,112",10,4,4,80,Capital Markets,"GS, 0.96(6M)"
GS,USA,700.12,2025-07-16,68.96,14.54,20.97%,1.71,4.520,4.485,"28,633",20.59%,29.65%  (  +0.04%),21.55%,"274,078",7,4,4,72,Capital Markets,"MS, 0.96(6M)"
JNJ,USA,155.27,2025-07-16,55.00,2.19,-0.08%,4.18,2.634,3.093,"15,874",12.46%,19.14%  (  +0.93%),28.81%,"397,685",9,4,4,72,Drug Manufacturers - General,"PFE, 0.83(6M)"
BAC,USA,47.29,2025-07-16,59.89,0.90,8.76%,1.80,3.880,4.312,"170,708",16.73%,26.93%  (  +0.16%),19.05%,"2,777,772",8,5,5,73,Banks - Diversified,
UAL,USA,81.23,2025-07-16,56.26,3.16,-1.79%,0.46,8.707,10.261,"9,198",43.97%,57.93%  (  -0.61%),33.75%,"533,702",7,5,5,75,Airlines,"DAL, 0.94(6M)
RCL, 0.94(12M)"
AA,USA,30.84,2025-07-16,59.00,1.20,-10.80%,0.62,6.135,8.780,"8,016",40.60%,55.08%  (  +0.53%),26.09%,"277,020",4,4,4,72,Aluminum,
CCI,USA,102.15,2025-07-16,53.44,2.00,1.48%,7.43,4.737,3.889,664,14.59%,25.48%  (  -0.76%),19.26%,"79,668",6,4,4,65,REIT - Specialty,
LVS,USA,49.24,2025-07-16,76.51,1.27,9.08%,3.11,6.058,7.466,"29,873",40.52%,40.36%  (  -0.43%),25.34%,"278,506",5,4,4,,Resorts & Casinos,
KMI,USA,28.16,2025-07-16,50.08,0.60,4.89%,4.04,3.613,3.925,"15,173",19.90%,25.93%  (  -0.15%),30.72%,"355,466",8,4,4,72,Oil & Gas Midstream,
CTAS,USA,215.91,2025-07-17,42.26,3.63,3.59%,8.59,4.782,5.347,567,17.30%,30.34%  (  +0.62%),57.72%,"42,358",7,4,4,80,Specialty Business Services,
ABT,USA,133.76,2025-07-17,48.75,2.45,7.42%,5.50,3.858,3.949,"2,761",16.95%,22.56%  (  -2.28%),30.15%,"172,954",10,5,5,80,Medical Devices,
USB,USA,47.65,2025-07-17,69.75,0.83,3.92%,1.77,3.900,4.496,"13,801",20.97%,26.77%  (  -1.86%),17.56%,"242,301",10,4,4,74,Banks - Regional,
ELV,USA,346.87,2025-07-17,33.23,11.26,-15.76%,0.43,7.043,7.690,"1,433",40.26%,44.83%  (  +0.47%),93.78%,"41,582",4,5,5,70,Healthcare Plans,
