SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
BTDR,Cayman Islands,0,2025-08-18,,,,8.77,13.879,13.412,"26,243",59.75%,98.65%  (  +2.96%),34.37%,"228,309",8,5,5,50,Software - Application,
PANW,USA,0,2025-08-18,,,,13.32,8.412,7.987,"109,056",41.22%,44.20%  (  +1.02%),54.12%,"915,761",9,5,5,88,Software - Infrastructure,
XP,Cayman Islands,0,2025-08-18,,,,2.93,6.905,7.522,870,29.96%,46.99%  (  -12.01%),21.46%,"86,592",7,5,4,80,Capital Markets,
XPEV,USA,0,2025-08-19,,,,2.21,10.325,8.751,"16,410",40.21%,62.19%  (  +3.11%),16.53%,"466,431",7,4,4,70,Auto Manufacturers,
MDT,Ireland,0,2025-08-19,,,,3.55,3.905,4.489,"24,216",14.38%,23.90%  (  +0.85%),37.58%,"211,633",6,4,4,70,Medical Devices,
HD,USA,0,2025-08-19,,,,2.44,4.248,3.941,"31,923",19.94%,24.73%  (  -0.50%),23.79%,"254,007",5,5,5,71,Home Improvement Retail,"LOW, 0.91(6M)"
AS,Cayman Islands,0,2025-08-19,,,,3.93,14.125,15.033,"2,122",36.28%,62.82%  (  +0.30%),61.18%,"22,911",7,5,5,85,Leisure,
VIK,Bermuda,0,2025-08-19,,,,4.88,11.424,10.085,816,19.70%,40.24%  (  -0.40%),25.56%,"17,713",6,4,4,78,Travel Services,
SOC,USA,0,2025-08-19,,,,-,1.571,0.000,"35,561",93.83%,97.51%  (  +8.25%),58.07%,"350,600",4,5,5,,Oil & Gas Drilling,
ADI,USA,0,2025-08-20,,,,11.71,5.034,5.325,"2,777",22.20%,33.72%  (  +0.53%),20.78%,"92,418",9,4,5,78,Semiconductors,
LOW,USA,0,2025-08-20,,,,1.70,4.036,4.252,"8,853",25.35%,27.57%  (  -0.17%),27.37%,"134,922",5,4,4,75,Home Improvement Retail,"HD, 0.91(6M)"
TJX,USA,0,2025-08-20,,,,2.60,4.388,4.251,"5,109",15.45%,25.37%  (  +3.02%),41.59%,"162,875",8,5,5,79,Apparel Retail,
EL,USA,0,2025-08-20,,,,2.22,10.324,10.254,"10,987",41.65%,57.26%  (  +0.04%),31.68%,"316,857",5,4,4,60,Household & Personal Products,
BIDU,USA,0,2025-08-20,,,,1.35,6.357,5.803,"47,314",44.50%,41.62%  (  +0.02%),36.48%,"541,446",7,4,4,70,Internet Content & Information,
BZ,USA,0,2025-08-20,,,,8.07,13.040,12.032,"5,025",34.24%,48.22%  (  -0.63%),26.61%,"7,634",6,5,4,88,Internet Content & Information,
