SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
SIG,Bermuda,88.05,2025-09-02,58.23,3.43,23.53%,0.54,12.269,10.946,"8,412",46.63%,66.35%  (  -6.22%),65.23%,"30,231",9,4,4,85,Luxury Goods,
ASO,USA,53.55,2025-09-02,52.91,2.08,10.21%,0.60,9.669,7.990,"7,307",43.84%,46.79%  (  -2.65%),34.76%,"35,296",8,4,4,65,Specialty Retail,
ZS,USA,277.05,2025-09-02,48.87,7.68,18.67%,16.94,9.207,10.444,"13,330",26.89%,54.45%  (  -0.43%),58.95%,"134,884",4,5,5,95,Software - Infrastructure,
DLTR,USA,109.17,2025-09-03,39.83,2.66,29.30%,0.93,12.226,7.465,"9,139",16.98%,42.38%  (  +0.74%),26.55%,"230,049",7,4,4,65,Discount Stores,
CRM,USA,256.25,2025-09-03,57.15,5.83,-11.90%,6.35,7.884,8.217,"68,447",26.59%,43.94%  (  +0.36%),62.40%,"644,697",6,4,4,90,Software - Application,"ORCL, 0.81(12M)"
CRDO,Cayman Islands,123.06,2025-09-03,58.43,7.34,75.07%,48.36,22.127,17.065,"14,119",68.83%,98.78%  (  +6.45%),54.87%,"169,097",9,5,5,85,Semiconductors,
RH,USA,225.67,2025-09-04,52.24,12.62,-17.47%,1.29,14.108,16.672,"5,843",67.79%,88.16%  (  +0.25%),55.34%,"88,956",4,4,4,80,Specialty Retail,
ORCL,USA,226.13,2025-09-15,38.47,7.67,23.97%,11.07,8.764,9.784,"171,130",34.64%,53.15%  (  +1.08%),73.39%,"945,081",8,4,4,85,Software - Infrastructure,"MSFT, 0.86(6M)"
JEF,USA,64.85,2025-09-24,68.48,1.53,4.87%,1.48,7.531,9.613,583,28.79%,32.42%  (  +0.10%),12.68%,"48,069",8,4,4,68,Capital Markets,
CTAS,USA,210.03,2025-09-24,36.08,3.55,-0.19%,8.19,5.779,5.159,"1,368",16.14%,25.56%  (  +0.16%),40.82%,"35,404",6,4,4,90,Specialty Business Services,
JBL,USA,204.83,2025-09-25,39.57,5.77,22.48%,0.77,9.055,12.243,"3,990",33.72%,38.30%  (  +2.13%),34.94%,"34,876",8,5,5,85,Electronic Components,
UEC,USA,10.69,2025-09-26,63.38,0.58,55.57%,71.07,0.000,15.908,"14,750",55.99%,73.26%  (  +5.41%),68.40%,"249,442",10,5,5,0,Uranium,
