SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
JEF,USA,55.34,2025-06-25,63.52,1.67,-12.15%,1.17,6.905,8.096,"2,247",37.45%,37.51%  (  -1.92%),28.19%,"39,161",8,4,4,0,Capital Markets,
MU,USA,127.91,2025-06-25,83.23,4.08,33.04%,4.56,11.387,8.717,"264,283",36.27%,53.36%  (  -0.03%),33.01%,"1,586,636",10,5,5,87,Semiconductors,
NKE,USA,61.42,2025-06-26,50.67,1.74,-14.65%,1.89,8.788,7.766,"91,335",36.72%,45.52%  (  -1.33%),58.94%,"1,550,906",4,4,4,60,Footwear & Accessories,"UA, 0.88(6M)"
STZ,USA,164.49,2025-07-01,34.99,3.88,-19.99%,2.85,4.822,6.414,"4,936",24.47%,36.75%  (  -1.22%),53.14%,"91,825",7,4,4,75,Beverages - Brewers,
LEVI,USA,18.62,2025-07-10,65.57,0.53,6.55%,1.16,11.877,9.027,704,31.61%,43.06%  (  -2.05%),31.43%,"101,697",9,5,5,85,Apparel Manufacturing,
DAL,USA,49.56,2025-07-10,54.22,1.93,-8.41%,0.52,7.622,9.243,"36,450",42.66%,48.74%  (  -3.16%),32.76%,"672,629",7,5,5,79,Airlines,"UAL, 0.94(6M)"
PGR,USA,266.01,2025-07-10,42.21,5.65,2.49%,1.99,2.117,5.432,"2,907",21.17%,26.14%  (  -1.20%),20.75%,"47,129",6,4,4,78,Insurance - Property & Casualty,
C,USA,81.14,2025-07-15,70.73,1.57,14.96%,0.90,3.872,5.786,"121,521",23.65%,28.03%  (  -1.15%),16.44%,"1,606,080",4,4,5,85,Banks - Diversified,
WFC,USA,78.11,2025-07-15,64.57,1.68,11.51%,2.04,4.664,6.094,"60,820",22.54%,28.85%  (  -2.26%),21.12%,"1,224,300",7,4,4,78,Banks - Diversified,
JPM,USA,281.26,2025-07-15,73.99,4.85,15.61%,2.74,3.712,5.111,"74,465",15.76%,24.34%  (  -0.74%),17.62%,"676,031",5,4,4,80,Banks - Diversified,"BAC, 0.85(6M)"
