SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
VZ,USA,42.54,2025-07-21,52.02,0.71,0.41%,1.33,4.111,3.773,"165,366",20.36%,16.66%  (  -6.47%),10.39%,"925,579",8,4,4,75,Telecom Services,"T, 0.88(6M)"
RYAAY,USA,59.66,2025-07-21,61.06,1.50,24.76%,2.10,2.545,7.730,642,29.05%,27.98%  (  -8.23%),2.18%,"2,082",10,4,4,72,Airlines,
UNP,USA,226.99,2025-07-21,44.51,3.66,-2.63%,5.59,3.215,3.297,"4,325",15.11%,24.03%  (  +0.16%),26.88%,"119,126",8,4,4,70,Railroads,"NSC, 0.89(6M)"
AGNC,USA,9.31,2025-07-21,51.60,0.14,-2.51%,3.36,4.008,3.019,"39,045",13.43%,23.73%  (  +2.21%),28.55%,"764,796",6,4,4,70,REIT - Mortgage,
STLD,USA,133.86,2025-07-21,53.80,3.51,3.41%,1.15,6.518,7.803,"2,421",27.53%,35.57%  (  +1.73%),18.31%,"30,539",9,5,5,,Steel,
ARE,USA,78.53,2025-07-21,59.43,2.04,-15.49%,4.37,6.249,6.909,"1,157",25.26%,31.96%  (  +0.65%),32.31%,"32,677",6,4,4,60,REIT - Office,
NXPI,Netherlands,229.92,2025-07-21,59.87,6.54,7.81%,4.71,6.662,9.220,"14,106",29.81%,42.34%  (  -1.09%),24.26%,"35,721",8,5,5,55,Semiconductors,
CCK,USA,105.34,2025-07-21,54.11,1.73,14.12%,1.03,6.635,6.726,"1,843",15.04%,30.84%  (  +0.71%),45.57%,"7,720",9,4,4,75,Packaging & Containers,
DHI,USA,130.28,2025-07-22,50.18,3.91,-7.75%,1.13,5.211,5.004,"11,862",34.50%,38.61%  (  -0.42%),36.16%,"96,010",7,4,4,65,Residential Construction,
HAL,USA,21.17,2025-07-22,47.61,0.77,-16.20%,0.81,4.452,4.852,"27,476",45.67%,38.43%  (  -4.84%),31.44%,"505,408",5,4,4,60,Oil & Gas Equipment & Services,
SYF,USA,69.42,2025-07-22,61.95,1.49,15.01%,1.35,7.935,7.124,"4,747",23.68%,32.38%  (  -1.91%),10.97%,"42,442",10,5,5,70,Credit Services,
THC,USA,175.14,2025-07-22,57.96,4.87,20.01%,0.79,10.520,10.497,"12,672",29.14%,46.83%  (  +2.92%),49.25%,"28,068",10,5,5,70,Medical Care Facilities,
DHR,USA,189.00,2025-07-22,37.63,5.03,-13.36%,5.68,5.419,5.570,"19,430",23.83%,36.25%  (  -1.61%),42.91%,"77,040",8,5,5,65,Diagnostics & Research,
