SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
XPEV,USA,25.01,2025-11-17,55.21,1.41,22.54%,2.33,9.965,8.337,"107,691",74.85%,66.06%  (  -0.80%),30.64%,"734,239",10,4,4,85,Auto Manufacturers,
XP,Cayman Islands,18.66,2025-11-17,55.19,0.61,9.89%,3.15,7.249,7.029,"11,762",34.40%,52.22%  (  +2.29%),15.15%,"299,614",4,5,4,80,Capital Markets,
PPTA,Canada,21.58,2025-11-17,44.42,1.82,38.29%,-,3.936,11.479,"3,282",84.61%,81.32%  (  +0.65%),46.37%,"149,193",9,5,5,0,Other Precious Metals & Mining,
BIDU,USA,116.00,2025-11-18,40.47,5.14,17.98%,1.75,6.167,6.993,"54,157",51.46%,53.19%  (  -1.07%),66.66%,"664,906",8,4,4,72,Internet Content & Information,
PDD,USA,130.95,2025-11-18,43.22,3.26,11.91%,3.19,8.514,6.571,"71,074",26.80%,39.87%  (  +0.51%),23.52%,"1,470,408",7,4,5,65,Internet Retail,
FUTU,USA,165.77,2025-11-18,40.55,9.51,21.52%,6.85,8.027,8.020,"9,360",64.83%,59.96%  (  +2.01%),21.17%,"181,148",7,5,5,92,Capital Markets,
TCOM,USA,72.03,2025-11-18,49.73,1.71,10.64%,5.93,10.839,6.151,"3,438",24.79%,40.58%  (  +0.53%),30.58%,"71,972",9,5,5,85,Travel Services,
MDT,Ireland,95.87,2025-11-18,60.77,1.67,6.56%,3.60,4.355,3.786,"8,952",15.96%,25.75%  (  +1.06%),44.11%,"230,195",4,4,4,88,Medical Devices,
HD,USA,362.36,2025-11-18,29.71,6.94,-4.55%,2.19,3.964,4.373,"16,298",16.32%,29.55%  (  -0.65%),38.88%,"271,935",6,4,5,82,Home Improvement Retail,"LOW, 0.91(6M)"
AS,Cayman Islands,30.37,2025-11-18,40.72,1.20,-7.48%,2.95,14.393,10.339,"8,670",37.76%,63.71%  (  +0.16%),44.32%,"76,047",10,5,5,80,Leisure,
RKLB,USA,45.54,2025-11-18,32.27,4.65,24.73%,43.87,12.742,0.000,"98,698",75.34%,88.36%  (  +0.03%),33.49%,"1,007,030",10,4,4,70,Aerospace & Defense,
QFIN,USA,22.44,2025-11-18,38.98,1.30,-38.92%,1.12,12.209,8.447,"1,252",71.62%,61.56%  (  -1.24%),50.09%,"34,818",5,5,4,75,Credit Services,
WIX,Israel,125.29,2025-11-19,34.07,6.10,-22.20%,3.73,12.691,12.816,565,44.50%,74.86%  (  -0.92%),89.21%,"54,518",7,5,5,85,Software - Infrastructure,
SQM,USA,54.55,2025-11-19,70.66,2.28,36.87%,1.84,10.347,10.387,"5,587",51.08%,72.43%  (  +2.75%),100.00%,"29,111",9,4,4,70,Specialty Chemicals,
KC,USA,11.20,2025-11-19,32.08,0.53,-21.59%,2.82,20.343,16.131,"3,955",54.14%,83.68%  (  -0.70%),21.16%,"44,534",6,5,5,65,Software - Application,
