SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
C,USA,95.92,2025-10-14,38.96,2.15,17.66%,1.04,4.159,5.199,"91,017",18.02%,34.44%  (  +0.49%),30.05%,"1,613,476",8,4,5,85,Banks - Diversified,
JPM,USA,305.53,2025-10-14,47.16,5.22,13.18%,3.01,3.907,4.704,"58,083",15.39%,29.06%  (  +0.31%),28.55%,"757,636",10,4,5,80,Banks - Diversified,"BAC, 0.85(6M)"
ACI,USA,17.29,2025-10-14,36.16,0.36,-15.66%,0.12,5.341,5.963,"2,511",19.08%,35.38%  (  unch),18.71%,"115,408",5,4,4,60,Grocery Stores,
WFC,USA,79.89,2025-10-14,40.91,1.64,4.95%,2.08,4.646,5.022,"56,357",20.28%,32.33%  (  +0.01%),28.67%,"1,221,256",7,4,4,80,Banks - Diversified,
JNJ,USA,191.08,2025-10-14,77.50,2.82,18.63%,5.08,2.588,3.187,"33,446",13.35%,20.49%  (  +0.25%),35.51%,"450,808",9,4,4,88,Drug Manufacturers - General,"PFE, 0.83(6M)"
GS,USA,779.96,2025-10-14,50.24,16.70,20.95%,1.88,4.413,5.088,"21,453",19.04%,33.34%  (  +0.25%),28.95%,"290,341",7,4,4,85,Capital Markets,"MS, 0.96(6M)"
ASML,USA,980.54,2025-10-15,63.74,23.77,30.31%,10.87,5.966,7.656,"15,755",36.29%,47.76%  (  -0.52%),44.91%,"197,114",9,4,4,82,Semiconductor Equipment & Materials,
BAC,USA,49.79,2025-10-15,41.53,0.87,9.84%,1.86,3.906,4.703,"145,893",13.81%,31.30%  (  +0.01%),29.39%,"2,723,320",7,5,5,80,Banks - Diversified,
CFG,USA,51.85,2025-10-15,46.52,1.14,15.49%,1.85,4.259,5.129,"1,851",17.69%,33.42%  (  +1.66%),25.46%,"50,439",8,5,5,80,Banks - Regional,
ABT,USA,133.31,2025-10-15,50.06,2.55,2.75%,5.38,3.642,4.450,"3,627",15.19%,26.64%  (  -2.20%),44.44%,"197,384",8,5,5,85,Medical Devices,
