SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
TJX,USA,134.93,2025-05-21,70.59,2.40,11.78%,2.67,4.390,4.160,"40,531",21.67%,25.62%  (  +0.63%),42.49%,"180,123",8,5,5,85,Apparel Retail,
LOW,USA,231.25,2025-05-21,55.35,5.80,-7.27%,1.55,4.057,3.956,"21,451",30.41%,28.75%  (  -1.70%),31.00%,"120,119",5,4,4,80,Home Improvement Retail,"HD, 0.91(6M)"
MDT,Ireland,86.37,2025-05-21,55.20,1.66,-0.92%,3.34,3.863,4.350,"45,728",23.90%,27.05%  (  +2.01%),48.66%,"232,892",7,4,4,88,Medical Devices,
BIDU,USA,89.34,2025-05-21,51.14,2.75,0.20%,1.35,6.253,5.835,"53,946",39.21%,43.94%  (  -0.10%),37.80%,"421,567",8,4,4,80,Internet Content & Information,
YMM,USA,12.09,2025-05-21,53.64,0.51,17.69%,7.21,13.770,12.368,799,45.22%,52.29%  (  +0.25%),24.57%,"69,964",7,4,4,90,Software - Application,
SNOW,USA,182.88,2025-05-21,73.03,5.56,23.91%,16.83,11.778,10.354,"47,121",48.98%,57.41%  (  -0.34%),49.25%,"518,209",4,5,5,75,Software - Application,
URBN,USA,61.34,2025-05-21,68.43,2.37,30.37%,1.02,10.364,9.211,"1,824",64.59%,55.95%  (  +1.24%),55.69%,"24,509",5,4,4,88,Apparel Retail,
ZM,USA,83.10,2025-05-21,67.91,1.78,9.91%,5.43,9.418,7.645,"21,141",29.53%,40.86%  (  -0.47%),43.15%,"249,112",8,4,4,75,Software - Application,
BBY,USA,71.15,2025-05-29,54.60,2.54,-15.81%,0.36,7.435,9.311,"4,096",56.90%,51.55%  (  +1.75%),53.94%,"129,020",5,4,4,68,Specialty Retail,
ADI,USA,224.49,2025-05-22,69.06,6.85,4.31%,11.92,4.697,5.253,"5,154",64.74%,35.66%  (  -1.14%),29.35%,"90,110",7,4,4,80,Semiconductors,
BJ,USA,119.08,2025-05-22,58.47,3.27,22.91%,0.77,8.700,9.137,"6,860",33.25%,40.25%  (  +0.11%),80.73%,"42,540",8,4,4,82,Discount Stores,
ROST,USA,154.24,2025-05-22,76.20,3.25,6.99%,2.40,6.860,5.932,"3,923",29.91%,32.46%  (  +0.06%),59.12%,"40,743",9,5,4,72,Apparel Retail,
WDAY,USA,273.84,2025-05-22,73.65,6.32,9.50%,8.71,8.742,7.846,"4,522",39.13%,42.58%  (  +1.24%),54.92%,"71,180",10,4,4,90,Software - Application,
DECK,USA,128.84,2025-05-22,62.89,5.00,-18.33%,3.97,5.583,11.115,"13,290",54.39%,66.43%  (  +6.47%),64.65%,"124,279",10,4,4,88,Footwear & Accessories,
ADSK,USA,295.84,2025-05-22,67.47,6.35,5.76%,10.36,5.815,5.814,"1,609",34.81%,33.38%  (  -0.83%),38.01%,"44,537",10,5,5,75,Software - Application,
