SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
HSAI,USA,21.63,2025-05-26,68.91,1.66,94.70%,7.58,23.053,26.939,"6,640",98.23%,117.09%  (  -4.49%),26.65%,"39,778",6,5,4,75,Auto Parts,
PDD,USA,119.80,2025-05-27,65.08,4.31,5.01%,3.05,8.949,8.566,"88,442",37.38%,47.89%  (  -0.61%),38.72%,"1,304,605",8,4,4,79,Internet Retail,
GLNG,Bermuda,37.46,2025-05-27,43.60,1.58,-0.68%,15.05,9.336,10.638,"14,033",49.92%,45.78%  (  -1.55%),31.94%,"100,899",7,5,4,78,Oil & Gas Midstream,
OKTA,USA,123.91,2025-05-27,64.23,3.92,36.83%,8.31,12.035,12.145,"8,420",36.71%,61.26%  (  -0.76%),66.53%,"155,992",4,4,4,75,Software - Infrastructure,
BOX,USA,31.26,2025-05-27,49.20,0.59,-2.05%,4.15,9.813,9.111,538,15.90%,39.64%  (  -0.03%),75.03%,"34,285",7,4,5,75,Software - Infrastructure,
ANF,USA,76.76,2025-05-28,52.24,3.90,-36.66%,0.74,13.229,14.267,"10,538",46.59%,77.80%  (  -2.43%),71.28%,"119,991",6,4,4,85,Apparel Retail,
DKS,USA,172.40,2025-05-28,38.58,9.47,-18.46%,1.03,9.955,7.781,"8,920",64.29%,47.82%  (  -0.33%),41.47%,"104,346",10,4,4,85,Specialty Retail,
CRM,USA,283.42,2025-05-28,56.21,6.82,-3.96%,7.18,7.799,8.045,"21,105",32.99%,44.33%  (  -0.48%),64.25%,"500,374",7,4,4,85,Software - Application,"ORCL, 0.81(12M)"
A,USA,109.68,2025-05-28,48.62,3.58,-16.52%,4.79,7.474,9.565,549,40.81%,42.71%  (  +5.18%),57.92%,"25,764",8,4,5,75,Diagnostics & Research,
S,USA,19.79,2025-05-28,56.15,0.67,-12.56%,7.98,14.847,12.417,"1,531",40.02%,63.20%  (  -0.60%),57.97%,"190,473",8,5,4,78,Software - Infrastructure,
ELF,USA,82.78,2025-05-28,73.03,3.67,-19.90%,3.59,13.574,14.171,"6,242",53.63%,82.93%  (  -0.01%),68.66%,"136,387",4,5,5,80,Household & Personal Products,
PSTG,USA,56.05,2025-05-28,68.24,2.04,1.92%,5.79,14.476,15.064,"3,960",45.63%,65.52%  (  -1.57%),67.28%,"72,703",7,4,4,78,Computer Hardware,
NTNX,USA,79.86,2025-05-28,63.52,2.57,21.81%,9.19,13.097,12.956,961,44.74%,57.18%  (  +0.47%),72.71%,"132,716",6,5,5,90,Software - Infrastructure,
NVDA,USA,132.83,2025-05-28,66.78,4.92,5.42%,24.82,9.229,8.127,"2,211,083",48.24%,49.82%  (  -1.43%),29.07%,"21,858,991",7,5,5,87,Semiconductors,
SNPS,USA,503.48,2025-05-28,63.16,13.57,1.37%,12.83,8.904,9.385,994,33.56%,41.04%  (  -1.58%),40.87%,"33,953",8,5,5,80,Software - Infrastructure,
LI,USA,28.67,2025-05-29,63.63,0.87,17.93%,1.19,9.984,9.535,"5,178",35.79%,58.20%  (  -0.60%),35.39%,"284,505",6,4,4,75,Auto Manufacturers,
BBWI,USA,31.38,2025-05-29,49.15,1.37,-4.78%,0.91,10.687,8.942,"7,927",56.62%,54.31%  (  -0.95%),55.66%,"113,621",7,5,5,72,Specialty Retail,
FUTU,USA,111.44,2025-05-29,63.21,5.57,24.13%,6.06,8.267,9.629,"6,970",58.71%,60.57%  (  +1.03%),30.70%,"119,022",8,5,5,88,Capital Markets,
BURL,USA,259.10,2025-05-29,58.27,8.98,-0.58%,1.53,8.185,9.059,"2,781",38.71%,50.51%  (  +1.31%),65.52%,"47,796",9,5,5,70,Apparel Retail,
HRL,USA,29.45,2025-05-29,46.40,0.60,-4.14%,1.36,5.694,5.603,759,20.04%,30.26%  (  -1.08%),41.55%,"40,628",4,4,4,68,Packaged Foods,
COST,USA,1018.13,2025-05-29,56.95,21.58,7.83%,1.71,3.965,4.145,"17,967",19.52%,27.39%  (  -0.24%),40.97%,"274,514",6,4,5,85,Discount Stores,
NTAP,USA,99.78,2025-05-29,65.29,2.54,-11.54%,3.16,9.398,8.905,894,28.20%,46.65%  (  -0.39%),58.55%,"46,473",6,4,4,75,Computer Hardware,
DELL,USA,111.95,2025-05-29,69.99,4.00,1.24%,0.80,10.210,10.301,"21,933",45.29%,58.11%  (  -0.81%),49.97%,"708,808",5,5,5,78,Computer Hardware,
ESTC,Netherlands,93.00,2025-05-29,59.16,3.47,-0.82%,6.79,17.729,16.265,"1,198",41.40%,71.03%  (  -2.61%),64.82%,"24,729",8,5,4,82,Software - Application,
MRVL,USA,61.85,2025-05-29,50.97,3.34,-25.55%,9.26,9.547,12.321,"69,035",67.00%,71.24%  (  -0.34%),52.62%,"856,204",7,5,5,85,Semiconductors,
GAP,USA,28.89,2025-05-29,78.02,1.13,29.03%,0.72,7.952,13.095,"29,670",46.48%,67.24%  (  +3.60%),57.90%,"207,972",9,4,4,82,Apparel Retail,
ZS,USA,252.82,2025-05-29,74.18,6.95,28.43%,16.15,10.489,7.905,"14,685",27.37%,45.22%  (  +0.81%),34.87%,"258,062",4,5,5,85,Software - Infrastructure,
CRDO,Cayman Islands,60.78,2025-06-02,70.75,3.43,24.27%,31.51,21.846,21.832,"5,936",68.24%,95.84%  (  -2.03%),56.41%,"62,468",7,5,5,80,Semiconductors,
DG,USA,100.64,2025-06-03,65.60,2.98,19.01%,0.55,9.685,9.822,"16,323",35.48%,48.63%  (  -0.80%),50.36%,"218,078",9,4,4,60,Discount Stores,
CRWD,USA,444.07,2025-06-03,60.07,17.09,28.08%,27.98,9.624,10.488,"36,856",42.41%,54.44%  (  +0.77%),51.65%,"388,826",5,5,5,85,Software - Infrastructure,
DLTR,USA,89.97,2025-06-04,66.40,2.90,20.95%,0.69,12.298,10.421,"108,777",36.20%,52.74%  (  +0.05%),43.83%,"311,872",10,4,4,65,Discount Stores,
MDB,USA,188.58,2025-05-29,57.04,7.59,-23.65%,7.68,13.517,5.492,"10,566",44.21%,79.26%  (  -3.49%),80.06%,"203,785",6,4,4,80,Software - Infrastructure,
FIVE,USA,110.03,2025-06-04,74.67,5.07,25.16%,1.56,14.004,13.717,702,70.97%,59.91%  (  -1.22%),36.88%,"45,441",6,4,4,65,Specialty Retail,
AVGO,USA,230.53,2025-06-05,70.43,8.22,21.54%,19.88,7.327,9.685,"107,354",45.34%,51.91%  (  -0.57%),42.88%,"2,049,715",8,5,5,88,Semiconductors,
IOT,USA,46.14,2025-06-05,62.30,1.68,1.14%,21.03,16.060,15.321,"2,196",42.31%,73.05%  (  -0.82%),65.29%,"130,974",6,4,4,85,Software - Infrastructure,
RH,USA,187.26,2025-06-12,43.87,13.89,-39.07%,1.10,13.375,18.996,"9,270",79.97%,86.51%  (  +0.59%),53.63%,"77,232",8,4,4,70,Specialty Retail,
GTLB,USA,47.77,2025-06-10,47.58,2.31,-13.33%,10.40,15.728,15.585,"2,592",51.60%,72.53%  (  +0.87%),68.96%,"111,036",7,5,5,80,Software - Infrastructure,
ASO,USA,41.98,2025-06-10,49.89,1.89,-16.89%,0.47,9.674,12.078,732,60.84%,54.48%  (  -2.75%),51.44%,"32,870",4,4,4,69,Specialty Retail,
KR,USA,67.95,2025-06-19,43.68,1.61,11.06%,0.31,5.659,6.823,"3,838",25.06%,29.39%  (  -1.10%),49.50%,"238,652",6,4,4,78,Grocery Stores,
UEC,USA,5.16,2025-06-06,46.08,0.29,-17.64%,33.10,6.243,15.611,"6,358",51.52%,66.08%  (  -0.60%),50.92%,"160,678",4,4,4,,Uranium,
