SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
ORCL,USA,173.58,2025-06-11,73.22,4.09,6.72%,8.73,8.738,8.240,"2,725",25.54%,44.42%  (  -0.76%),54.92%,"708,225",7,4,4,90,Software - Infrastructure,"MSFT, 0.86(6M)"
ADBE,USA,417.20,2025-06-12,63.09,8.44,-8.63%,8.08,7.904,8.189,601,19.01%,43.91%  (  +0.14%),76.13%,"330,886",7,4,4,85,Software - Application,
CCL,Panama,24.22,2025-06-19,68.71,0.73,10.61%,1.24,7.658,9.361,"3,768",39.39%,45.28%  (  +0.33%),24.84%,"1,290,827",10,4,4,85,Travel Services,"NCLH, 0.95(12M)
RCL, 0.94(12M)"
NKE,USA,62.81,2025-06-26,56.00,1.77,-14.15%,1.94,8.788,9.644,"4,140",34.79%,46.29%  (  -1.14%),60.76%,"1,743,365",6,4,4,60,Footwear & Accessories,"UA, 0.88(6M)"
DAL,USA,49.97,2025-07-10,59.18,1.68,-6.92%,0.53,7.622,0.000,"2,185",40.82%,42.99%  (  +1.20%),23.77%,"843,158",7,5,5,78,Airlines,"UAL, 0.94(6M)"
JPM,USA,265.54,2025-07-15,60.72,4.81,10.45%,2.59,3.712,0.000,"2,432",15.74%,21.01%  (  -0.62%),9.50%,"836,368",6,4,4,88,Banks - Diversified,"BAC, 0.85(6M)"
C,USA,78.03,2025-07-15,68.95,1.70,12.03%,0.86,3.872,0.000,"4,632",23.57%,24.80%  (  -2.12%),9.57%,"1,937,191",5,4,5,85,Banks - Diversified,
WFC,USA,76.34,2025-07-15,62.50,1.78,10.54%,2.00,4.664,0.000,"3,276",20.27%,24.92%  (  -1.74%),11.69%,"1,474,121",7,4,4,78,Banks - Diversified,
MS,USA,132.99,2025-07-16,67.03,2.98,10.19%,2.01,3.772,0.000,"1,447",23.15%,25.43%  (  -0.78%),13.00%,"651,968",10,4,4,80,Capital Markets,"GS, 0.96(6M)"
BAC,USA,44.96,2025-07-16,65.97,0.91,5.01%,1.71,3.880,0.000,"14,926",19.30%,22.39%  (  -1.83%),8.30%,"3,035,299",9,5,5,85,Banks - Diversified,
JNJ,USA,155.46,2025-07-16,54.65,2.43,-0.66%,4.19,2.634,0.000,870,17.68%,17.36%  (  -1.10%),20.90%,"482,918",7,4,4,85,Drug Manufacturers - General,"PFE, 0.83(6M)"
GS,USA,617.09,2025-07-16,63.56,14.73,9.85%,1.51,4.520,0.000,"2,535",22.60%,25.60%  (  -1.29%),12.91%,"272,719",7,4,4,75,Capital Markets,"MS, 0.96(6M)"
UAL,USA,81.95,2025-07-16,60.37,3.44,3.23%,0.46,8.707,0.000,"1,566",43.51%,46.43%  (  -2.02%),20.47%,"707,539",7,5,5,85,Airlines,"DAL, 0.94(6M)
RCL, 0.94(12M)"
NFLX,USA,1250.00,2025-07-16,73.13,25.71,37.95%,13.34,8.268,0.000,"4,131",19.94%,26.43%  (  -0.48%),10.20%,"605,381",7,5,5,88,Entertainment,
KNX,USA,44.52,2025-07-16,54.97,1.32,-11.64%,0.97,8.756,0.000,"1,728",41.62%,34.09%  (  -3.58%),26.54%,"34,403",5,4,4,68,Trucking,
ASML,USA,759.12,2025-07-16,61.33,17.48,3.56%,9.06,6.120,0.000,713,27.03%,31.97%  (  -0.24%),6.20%,"155,802",6,4,4,82,Semiconductor Equipment & Materials,
NEM,USA,53.81,2025-07-17,54.22,1.46,12.83%,3.07,5.503,0.000,907,35.41%,32.71%  (  -1.31%),16.69%,"1,020,168",10,4,4,85,Gold,
FCX,USA,42.29,2025-07-17,68.65,1.29,3.87%,2.48,3.874,0.000,510,28.63%,39.08%  (  -0.65%),19.38%,"1,139,347",7,4,4,74,Copper,
TSM,USA,205.23,2025-07-17,70.44,5.00,10.25%,11.01,3.882,0.000,"8,151",29.47%,32.49%  (  -0.83%),2.92%,"1,939,659",8,5,5,79,Semiconductors,
HAL,USA,20.47,2025-07-17,49.85,0.69,-22.54%,0.78,4.452,0.000,793,32.63%,40.20%  (  +0.34%),36.93%,"565,165",5,4,4,70,Oil & Gas Equipment & Services,
COF,USA,195.65,2025-07-17,57.90,5.57,11.39%,2.32,5.428,0.000,683,32.18%,31.20%  (  unch),15.46%,"192,345",9,5,5,78,Credit Services,"AXP, 0.82(6M)"
AXP,USA,301.89,2025-07-18,65.16,6.31,6.82%,2.81,4.528,0.000,641,24.16%,22.86%  (  -1.34%),6.84%,"211,164",7,4,4,78,Credit Services,"COF, 0.82(6M)"
VZ,USA,43.81,2025-07-21,52.65,0.70,3.23%,1.37,4.111,0.000,"2,493",18.87%,19.02%  (  -1.26%),20.58%,"1,158,559",8,4,4,85,Telecom Services,"T, 0.88(6M)"
10:10:03 AM,,,,,,,,,,,,,,,,,,,,
