SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
CCL,Panama,22.48,2025-06-19,47.63,0.75,1.75%,1.15,7.658,10.044,"27,622",44.76%,53.38%  (  +6.40%),39.81%,"1,352,509",9,4,4,85,Travel Services,"NCLH, 0.95(12M)
RCL, 0.94(12M)"
ACN,Ireland,314.87,2025-06-20,50.42,5.23,-7.87%,2.93,6.507,6.290,"1,464",19.65%,36.70%  (  +1.69%),67.09%,"103,164",6,4,4,80,Information Technology Services,
KR,USA,65.79,2025-06-20,40.98,1.30,5.76%,0.30,5.659,5.335,"2,910",20.45%,31.07%  (  -0.15%),56.04%,"261,241",6,4,4,80,Grocery Stores,
FDX,USA,223.35,2025-06-24,52.67,4.96,-13.34%,0.61,9.046,8.536,981,30.16%,43.23%  (  +1.06%),54.62%,"177,405",5,4,4,77,Integrated Freight & Logistics,
MU,USA,116.13,2025-06-25,80.20,3.79,21.88%,4.14,11.387,11.018,"43,264",35.49%,58.10%  (  +1.12%),42.29%,"1,979,999",10,5,5,88,Semiconductors,
NKE,USA,61.82,2025-06-26,50.43,1.76,-14.89%,1.90,8.788,9.729,"22,041",35.78%,50.64%  (  +1.25%),71.00%,"1,816,517",4,4,4,60,Footwear & Accessories,"UA, 0.88(6M)"
STZ,USA,167.39,2025-07-01,30.46,4.12,-19.52%,2.90,4.822,7.450,906,23.28%,37.98%  (  +1.91%),56.39%,"101,777",7,4,4,75,Beverages - Brewers,
DAL,USA,47.51,2025-07-10,45.72,1.83,-11.88%,0.50,7.622,10.963,"11,499",46.77%,49.96%  (  +2.21%),34.67%,"877,820",7,5,5,78,Airlines,"UAL, 0.94(6M)"
JPM,USA,264.91,2025-07-15,56.18,4.59,9.61%,2.58,3.712,0.000,"22,156",16.91%,23.39%  (  +2.37%),15.31%,"855,482",5,4,4,80,Banks - Diversified,"BAC, 0.85(6M)"
C,USA,76.73,2025-07-15,58.21,1.54,9.50%,0.85,3.872,0.000,"34,956",24.66%,27.81%  (  +2.68%),15.96%,"1,951,658",4,4,5,85,Banks - Diversified,
WFC,USA,72.75,2025-07-15,43.74,1.68,4.64%,1.90,4.664,0.000,"22,894",21.10%,29.08%  (  +3.62%),21.66%,"1,499,647",8,4,4,78,Banks - Diversified,
BAC,USA,44.03,2025-07-16,53.82,0.86,2.52%,1.67,3.880,0.000,"51,348",20.65%,25.77%  (  +1.85%),16.31%,"3,162,324",7,5,5,88,Banks - Diversified,
MS,USA,129.92,2025-07-16,57.47,2.72,6.98%,1.96,3.772,0.000,"2,703",23.54%,28.67%  (  +2.36%),19.07%,"646,264",9,4,4,80,Capital Markets,"GS, 0.96(6M)"
PNC,USA,175.38,2025-07-16,52.91,3.35,-5.11%,2.08,3.948,0.000,"1,144",23.83%,24.82%  (  +0.77%),16.49%,"48,624",9,4,4,82,Banks - Regional,
GS,USA,614.21,2025-07-16,58.90,13.74,8.78%,1.50,4.520,0.000,"6,569",23.44%,28.82%  (  +2.64%),19.76%,"285,299",7,4,4,85,Capital Markets,"MS, 0.96(6M)"
JNJ,USA,157.23,2025-07-16,58.82,2.25,0.58%,4.23,2.634,0.000,"2,788",17.61%,17.28%  (  -0.40%),20.58%,"489,142",8,4,4,85,Drug Manufacturers - General,"PFE, 0.83(6M)"
KMI,USA,27.74,2025-07-16,50.48,0.57,5.37%,3.98,3.613,0.000,"2,145",18.54%,26.83%  (  +1.68%),33.27%,"531,521",7,4,4,80,Oil & Gas Midstream,
NFLX,USA,1212.72,2025-07-16,58.31,26.10,31.94%,12.94,8.268,0.000,"40,893",21.91%,31.93%  (  +3.24%),21.33%,"635,691",7,5,5,88,Entertainment,
UAL,USA,74.65,2025-07-16,43.27,3.61,-7.07%,0.42,8.707,0.000,"24,427",51.02%,54.96%  (  +3.06%),29.50%,"732,809",7,5,5,85,Airlines,"DAL, 0.94(6M)
RCL, 0.94(12M)"
ASML,USA,765.40,2025-07-16,57.97,18.01,4.90%,9.14,6.120,0.000,"5,797",28.65%,35.78%  (  +3.98%),14.81%,"160,683",5,4,4,85,Semiconductor Equipment & Materials,
