SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
GLNG,Bermuda,40.38,2025-08-14,46.13,1.14,2.13%,16.38,5.015,5.380,"9,212",18.99%,34.35%  (  -6.25%),5.50%,"137,854",5,4,4,80,Oil & Gas Midstream,
DE,USA,478.84,2025-08-14,35.65,14.07,1.54%,2.85,4.972,5.311,"59,670",30.47%,23.80%  (  -9.76%),16.45%,"76,209",9,4,4,60,Farm & Heavy Construction Machinery,"AGCO, 0.84(6M)"
TPR,USA,95.69,2025-08-14,38.71,4.35,25.69%,2.89,6.717,7.496,"34,361",59.85%,40.63%  (  -5.77%),34.77%,"143,355",8,5,5,85,Luxury Goods,
AMCR,Jersey,8.76,2025-08-14,33.53,0.26,-9.57%,1.50,6.245,5.629,"52,695",40.75%,28.77%  (  -4.17%),32.87%,"112,431",10,5,4,80,Packaging & Containers,
VIPS,USA,17.33,2025-08-14,73.75,0.47,18.91%,0.51,11.235,7.643,"1,873",31.93%,37.95%  (  -10.96%),15.53%,"28,577",10,4,5,65,Internet Retail,
JD,USA,31.58,2025-08-14,45.83,0.79,-13.10%,0.26,7.748,5.915,"161,523",30.69%,36.00%  (  -7.86%),7.87%,"1,446,340",6,5,5,85,Internet Retail,
BIRK,Jersey,48.41,2025-08-14,44.56,1.54,-5.84%,4.33,9.880,9.107,"12,350",31.91%,36.55%  (  -18.67%),13.97%,"46,367",8,5,5,88,Footwear & Accessories,
SNDK,USA,46.68,2025-08-14,60.85,2.15,9.78%,-,6.828,9.076,"19,181",50.61%,61.73%  (  +0.92%),18.42%,"40,140",9,4,5,0,Computer Hardware,
AMAT,USA,188.24,2025-08-14,54.29,4.86,10.57%,5.38,5.416,5.474,"112,117",26.28%,38.69%  (  -0.19%),23.16%,"383,351",8,4,5,90,Semiconductor Equipment & Materials,
NU,Cayman Islands,12.01,2025-08-14,41.03,0.38,-2.47%,5.34,5.735,7.925,"264,271",35.45%,51.67%  (  +3.27%),63.27%,"1,910,091",6,5,4,80,Banks - Regional,
TMC,Canada,5.41,2025-08-14,40.69,0.53,83.56%,-,18.826,11.771,"22,737",88.99%,95.85%  (  -21.39%),15.90%,"356,791",7,5,5,50,Other Industrial Metals & Mining,
CSCO,USA,69.30,2025-08-14,52.42,1.40,11.97%,4.84,5.376,0.000,"262,347",18.56%,18.84%  (  -13.75%),18.00%,"1,356,041",7,4,4,88,Communication Equipment,"INTC, 0.86(6M)"
GLOB,Luxembourg,78.12,2025-08-14,39.45,3.45,-48.43%,1.40,7.602,14.494,"6,673",44.62%,75.32%  (  +3.45%),82.60%,"16,063",7,4,4,68,Information Technology Services,
QFIN,USA,33.30,2025-08-14,33.54,1.43,-15.93%,1.76,12.214,8.283,"2,827",40.98%,57.40%  (  -0.62%),52.88%,"24,853",8,5,4,92,Credit Services,
JBS,Netherlands,13.89,2025-08-14,48.52,0.51,7.56%,-,,,"13,492",30.89%,40.01%  (  -6.85%),3.28%,"152,654",9,5,5,80,Packaged Foods,
QXO,USA,21.02,2025-08-14,55.50,0.89,29.60%,251.84,,,"13,794",32.15%,50.01%  (  -6.18%),17.56%,"183,904",9,5,5,0,Software - Application,
BTDR,Cayman Islands,13.78,2025-08-18,54.95,0.89,1.44%,9.03,,,"10,748",60.96%,95.69%  (  -0.70%),30.70%,"226,226",5,5,5,50,Software - Application,
PANW,USA,173.55,2025-08-18,39.87,6.10,-7.39%,13.05,,,"82,453",41.44%,43.18%  (  +0.06%),51.23%,"896,531",9,5,5,88,Software - Infrastructure,
HSAI,USA,23.32,2025-08-18,60.60,1.34,47.14%,7.91,,,"3,063",70.35%,94.11%  (  -0.59%),29.65%,"40,440",7,5,5,85,Auto Parts,
VIK,Bermuda,60.02,2025-08-19,65.88,1.41,27.98%,4.82,,,"1,035",19.92%,40.64%  (  +1.38%),26.45%,"17,466",9,4,4,78,Travel Services,
AS,Cayman Islands,37.92,2025-08-19,50.38,1.38,26.70%,3.85,,,"10,484",36.15%,62.52%  (  +5.30%),60.80%,"13,986",10,5,5,85,Leisure,
HD,USA,400.32,2025-08-19,68.18,7.23,4.53%,2.44,,,"22,701",19.90%,25.22%  (  +0.07%),25.35%,"246,540",8,5,5,71,Home Improvement Retail,"LOW, 0.91(6M)"
XPEV,USA,19.38,2025-08-19,51.90,0.73,11.79%,2.17,,,"27,994",40.59%,59.09%  (  -2.11%),12.11%,"449,228",7,4,4,70,Auto Manufacturers,
