SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
CRDO,,63.83,2025-06-02,72.75,3.37,28.56%,33.09,21.846,20.658,,,,,,,,,,Semiconductors,
FERG,,183.08,2025-06-03,63.51,3.94,-1.38%,1.22,6.843,6.664,,,,,,,,,,Industrial Distribution,
DG,,97.07,2025-06-03,55.40,2.78,15.33%,0.53,9.685,9.043,,,,,,,,,,Discount Stores,
OLLI,,111.75,2025-06-03,48.90,4.69,8.39%,3.02,9.487,11.403,,,,,,,,,,Discount Stores,
SIG,,66.89,2025-06-03,59.73,2.66,-9.98%,0.41,11.456,13.373,,,,,,,,,,Luxury Goods,
HQY,,100.98,2025-06-03,64.40,3.23,9.30%,7.29,8.477,10.014,,,,,,,,,,Health Information Services,
CRWD,,458.81,2025-06-03,61.23,16.99,30.61%,28.90,9.624,8.738,,,,,,,,,,Software - Infrastructure,
DLTR,,90.58,2025-06-04,63.88,2.70,21.96%,0.69,12.298,9.829,,,,,,,,,,Discount Stores,
MDB,,189.36,2025-06-04,57.11,6.84,-23.08%,7.71,13.517,2.237,,,,,,,,,,Software - Infrastructure,
PVH,,84.82,2025-06-04,60.86,3.33,-5.22%,0.47,11.576,10.903,,,,,,,,,,Apparel Manufacturing,
CIEN,,81.55,2025-06-05,68.80,2.68,15.48%,2.86,11.459,12.325,,,,,,,,,,Communication Equipment,
TTC,,76.01,2025-06-05,59.16,1.70,-5.39%,1.66,8.538,8.226,,,,,,,,,,Tools & Accessories,
AVGO,,241.97,2025-06-05,75.12,7.90,26.33%,20.86,7.327,8.379,,,,,,,,,,Semiconductors,
LULU,,317.09,2025-06-05,59.32,10.07,-0.30%,3.75,9.756,10.363,,,,,,,,,,Apparel Retail,
RBRK,,95.38,2025-06-05,81.17,3.64,67.54%,20.80,19.038,20.544,,,,,,,,,,Software - Infrastructure,
IOT,,45.78,2025-06-05,57.93,1.58,-0.03%,20.86,16.060,14.261,,,,,,,,,,Software - Infrastructure,
RH,,184.14,2025-06-05,43.16,12.46,-39.83%,1.08,13.375,17.233,,,,,,,,,,Specialty Retail,
ASO,,41.20,2025-06-10,47.73,1.73,-18.17%,0.46,9.674,10.762,,,,,,,,,,Specialty Retail,
CNM,,54.73,2025-06-10,60.03,1.49,11.39%,1.45,11.133,9.240,,,,,,,,,,Industrial Distribution,
GTLB,,45.68,2025-06-10,42.01,2.17,-17.26%,9.94,15.728,15.232,,,,,,,,,,Software - Infrastructure,
KR,,66.95,2025-06-12,40.32,1.55,8.94%,0.30,5.659,6.378,,,,,,,,,,Grocery Stores,
UEC,,6.01,2025-06-16,58.04,0.40,-4.64%,38.55,6.243,12.593,,,,,,,,,,Uranium,
ORCL,,162.90,2025-06-17,64.29,4.37,0.77%,8.19,8.738,8.806,,,,,,,,,,Software - Infrastructure,
JBL,,168.55,2025-06-19,70.90,4.55,22.75%,0.66,9.422,8.492,,,,,,,,,,Electronic Components,
CCL,,23.16,2025-06-19,63.20,0.85,7.06%,1.18,7.658,10.512,,,,,,,,,,Travel Services,
FDX,,220.26,2025-06-24,49.44,5.89,-15.75%,0.60,9.046,9.601,,,,,,,,,,Integrated Freight & Logistics,
MU,,96.80,2025-06-25,63.99,3.62,1.85%,3.45,11.387,13.808,,,,,,,,,,Semiconductors,
NKE,,61.44,2025-06-26,52.13,2.02,-16.64%,1.89,8.788,10.183,,,,,,,,,,Footwear & Accessories,
STZ,,179.71,2025-06-26,39.20,4.21,-15.18%,3.13,4.822,0.000,,,,,,,,,,Beverages - Brewers,
LEVI,,17.74,2025-07-03,57.56,0.60,0.78%,1.11,11.877,12.408,,,,,,,,,,Apparel Manufacturing,
DAL,,48.50,2025-07-10,53.64,1.94,-9.19%,0.51,7.622,0.000,,,,,,,,,,Airlines,
PGR,,277.30,2025-07-10,48.10,5.66,8.11%,2.07,2.117,0.000,,,,,,,,,,Insurance - Property & Casualty,
10:03:52 PM,,,,,,,,,,,,,,,,,,,,
