SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
LEVI,USA,23.22,2025-10-01,67.17,0.51,27.21%,1.45,11.735,10.261,649,20.49%,46.41%  (  +1.31%),34.26%,"59,211",8,4,5,92,Apparel Manufacturing,
JPM,USA,314.70,2025-10-14,68.38,5.02,18.42%,3.11,3.907,5.559,"26,133",15.82%,26.01%  (  +0.23%),21.06%,"687,024",7,4,4,80,Banks - Diversified,"BAC, 0.85(6M)"
APLD,USA,24.90,2025-10-14,85.49,1.48,157.54%,30.21,18.065,31.125,"74,447",87.76%,132.04%  (  -0.20%),58.03%,"668,797",7,5,5,85,Information Technology Services,
KMI,USA,27.50,2025-10-15,55.71,0.46,0.21%,3.84,3.583,4.650,"3,463",14.82%,23.78%  (  +1.39%),17.01%,"302,605",8,4,4,85,Oil & Gas Midstream,
AA,USA,32.26,2025-10-15,53.16,1.08,1.50%,0.64,6.367,10.151,"7,667",39.98%,54.61%  (  +1.04%),25.17%,"283,646",4,4,4,65,Aluminum,
BKR,USA,49.44,2025-10-15,73.36,1.11,18.06%,1.77,7.723,0.000,"4,588",21.82%,30.26%  (  +0.81%),13.82%,"98,714",10,5,5,85,Oil & Gas Equipment & Services,
ABT,USA,135.48,2025-10-15,58.76,2.44,5.38%,5.47,3.642,5.054,"2,163",15.90%,20.64%  (  -3.26%),23.41%,"167,437",10,5,5,85,Medical Devices,
LRCX,USA,132.37,2025-10-15,84.65,3.66,53.96%,9.05,6.439,11.866,"16,398",40.76%,48.51%  (  +1.65%),33.20%,"524,615",9,5,5,85,Semiconductor Equipment & Materials,
LVS,USA,53.91,2025-10-15,51.37,1.21,17.66%,3.19,5.661,9.250,"2,227",23.54%,38.00%  (  +1.15%),22.17%,"248,102",4,4,4,80,Resorts & Casinos,
ELV,USA,321.77,2025-10-15,57.85,8.48,-13.61%,0.38,8.071,9.069,"1,124",28.05%,43.46%  (  +0.32%),86.61%,"57,282",6,4,4,60,Healthcare Plans,
SCHW,USA,94.62,2025-10-16,51.10,1.81,11.46%,6.43,5.246,7.157,"5,496",25.23%,30.97%  (  +1.03%),29.05%,"418,163",6,5,5,85,Capital Markets,"AMTD, 0.84(6M)"
TSM,USA,282.42,2025-10-16,77.71,7.13,37.08%,13.81,3.853,9.200,"153,003",28.33%,41.89%  (  +0.30%),28.61%,"1,602,092",10,5,5,88,Semiconductors,
UNP,USA,227.54,2025-10-16,63.47,4.09,-0.74%,5.53,3.183,6.323,768,15.47%,25.42%  (  +0.81%),31.74%,"122,276",9,4,4,88,Railroads,"NSC, 0.89(6M)"
GPC,USA,138.54,2025-10-16,52.15,2.64,11.52%,0.81,7.510,0.000,"1,331",20.06%,26.13%  (  +0.11%),24.19%,"9,172",10,4,4,68,Auto Parts,
BX,USA,186.63,2025-10-16,66.68,4.24,17.55%,17.68,3.895,6.391,"2,985",25.12%,32.57%  (  +0.64%),17.40%,"296,595",8,4,4,85,Asset Management,
FCX,USA,45.83,2025-10-16,57.91,1.26,14.64%,2.57,3.387,0.000,"22,651",28.69%,39.37%  (  +1.35%),19.97%,"890,268",9,4,4,90,Copper,
ISRG,USA,449.61,2025-10-16,44.59,10.76,-13.79%,17.63,6.488,6.700,"1,865",29.61%,40.01%  (  +1.70%),46.70%,"85,822",10,4,5,80,Medical Instruments & Supplies,
ALK,USA,54.91,2025-10-16,36.88,2.12,-4.03%,0.47,8.119,0.000,826,47.96%,50.87%  (  -0.19%),34.74%,"92,893",5,5,5,75,Airlines,
AAL,USA,12.43,2025-10-16,45.28,0.41,-5.19%,0.15,7.875,12.958,"33,368",47.86%,54.39%  (  +0.65%),31.09%,"2,813,484",5,4,4,65,Airlines,"DAL, 0.93(12M)"
