SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
BJ,USA,90.59,2025-11-21,44.06,2.53,-13.61%,0.57,9.451,6.450,"8,418",24.38%,46.31%  (+3.63%),100.00%,"47,631",5,4,5,80,Discount Stores,
MNSO,USA,19.59,2025-11-21,30.91,0.66,-3.16%,2.30,12.472,7.760,"1,917",36.26%,60.30%  (+5.95%),29.90%,"18,275",7,5,4,90,Specialty Retail,
FRO,Cyprus,24.99,2025-11-21,57.02,0.81,30.47%,3.05,10.875,9.944,"9,235",34.49%,50.67%  (+3.86%),40.08%,"81,670",8,4,4,80,Oil & Gas Midstream,
KEYS,USA,169.67,2025-11-24,41.82,5.50,4.25%,5.56,9.744,10.187,"2,500",36.95%,46.21%  (+2.03%),73.45%,"14,166",9,4,4,85,Scientific & Technical Instruments,
BABA,USA,153.28,2025-11-25,38.38,6.10,14.51%,2.48,5.974,7.530,"234,936",45.03%,49.18%  (+0.24%),39.87%,"2,961,035",9,5,5,82,Internet Retail,
ANF,USA,67.81,2025-11-25,36.23,2.59,-19.16%,0.63,13.447,15.555,"7,018",34.28%,78.84%  (+1.91%),72.04%,"134,577",6,4,4,80,Apparel Retail,
DKS,USA,202.61,2025-11-25,31.78,7.08,-2.69%,1.32,8.791,9.503,"2,484",35.90%,55.41%  (+0.70%),54.66%,"58,010",10,4,4,88,Specialty Retail,
BBY,USA,73.78,2025-11-25,33.69,2.16,0.33%,0.37,8.290,9.028,"5,079",39.12%,53.15%  (+0.73%),56.29%,"148,286",7,4,4,80,Specialty Retail,
ARWR,USA,38.09,2025-11-25,46.90,2.31,74.62%,9.19,11.411,14.549,"10,034",50.70%,77.60%  (+15.78%),46.44%,"30,361",10,4,5,75,Biotechnology,
ZS,USA,279.73,2025-11-25,31.28,10.96,6.04%,16.57,9.358,10.655,"7,501",32.70%,61.89%  (+2.81%),76.58%,"119,652",8,5,5,90,Software - Infrastructure,
WDAY,USA,216.81,2025-11-25,35.70,6.65,-9.57%,6.48,8.876,8.806,"8,455",29.10%,49.31%  (+1.95%),74.39%,"90,345",7,5,4,85,Software - Application,
ADSK,USA,286.95,2025-11-25,32.87,6.27,-2.02%,9.28,6.232,6.480,"2,176",21.89%,40.29%  (+0.28%),59.17%,"53,470",9,5,4,85,Software - Application,
NTNX,USA,58.59,2025-11-25,24.63,2.35,-18.38%,6.25,13.006,13.841,"2,149",31.99%,67.97%  (+4.17%),100.00%,"112,169",5,5,5,78,Software - Infrastructure,
