SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
CHWY,USA,40.82,2025-06-11,41.05,1.83,19.05%,1.43,12.474,9.622,"47,416",48.67%,40.69%  (  -15.71%),1.87%,"282,640",8,4,4,85,Internet Retail,
SAIL,USA,23.41,2025-06-11,78.98,1.06,20.65%,15.11,4.186,13.614,"5,333",69.21%,58.39%  (  -15.25%),35.80%,"12,052",7,4,4,75,Software - Infrastructure,
ORCL,USA,179.21,2025-06-11,77.53,4.04,9.79%,9.01,8.738,7.320,"39,462",25.72%,40.79%  (  +0.42%),46.96%,"759,330",8,4,4,90,Software - Infrastructure,"MSFT, 0.86(6M)"
ADBE,USA,415.99,2025-06-12,61.82,7.61,-8.46%,8.04,7.904,7.429,"10,343",18.89%,40.63%  (  +0.03%),64.13%,"343,282",7,4,4,85,Software - Application,
RH,USA,187.42,2025-06-12,48.84,10.62,-38.01%,1.10,13.375,15.212,"2,752",69.40%,92.23%  (  -1.13%),59.56%,"103,547",10,4,4,72,Specialty Retail,
CCL,Panama,24.49,2025-06-19,69.72,0.67,11.18%,1.25,7.658,8.567,"6,571",39.03%,43.98%  (  -0.61%),22.44%,"1,283,829",9,4,4,85,Travel Services,"NCLH, 0.95(12M)
RCL, 0.94(12M)"
ACN,Ireland,320.83,2025-06-20,59.27,5.41,-6.18%,2.99,6.507,6.412,"1,986",19.12%,34.43%  (  +0.05%),59.35%,"99,777",6,4,4,80,Information Technology Services,
KR,USA,64.45,2025-06-20,32.01,1.36,3.83%,0.29,5.659,5.637,"3,798",20.25%,31.20%  (  +1.66%),56.54%,"257,264",6,4,4,80,Grocery Stores,
FDX,USA,226.91,2025-06-24,57.69,5.04,-12.21%,0.62,9.046,8.695,"2,573",29.60%,43.02%  (  -0.17%),54.17%,"174,963",5,4,4,77,Integrated Freight & Logistics,
NKE,USA,63.63,2025-06-26,57.69,1.80,-12.66%,1.96,8.788,9.800,"49,688",35.70%,48.67%  (  -0.70%),66.35%,"1,796,749",4,4,4,60,Footwear & Accessories,"UA, 0.88(6M)"
DAL,USA,50.58,2025-07-10,58.66,1.63,-6.08%,0.53,7.622,10.675,"2,685",41.77%,46.17%  (  +0.81%),28.75%,"842,286",7,5,5,78,Airlines,"UAL, 0.94(6M)"
WFC,USA,75.13,2025-07-15,55.15,1.64,8.32%,1.97,4.664,0.000,"10,972",19.73%,24.16%  (  -0.29%),9.87%,"1,441,404",7,4,4,78,Banks - Diversified,
JPM,USA,268.36,2025-07-15,63.95,4.62,11.26%,2.62,3.712,0.000,"12,409",15.76%,20.03%  (  -0.09%),7.10%,"843,531",6,4,4,80,Banks - Diversified,"BAC, 0.85(6M)"
C,USA,78.33,2025-07-15,69.02,1.52,12.04%,0.87,3.872,0.000,"19,523",23.66%,24.19%  (  +0.17%),8.29%,"1,929,884",4,4,5,85,Banks - Diversified,
BAC,USA,45.24,2025-07-16,67.28,0.83,5.44%,1.72,3.880,0.000,"31,750",19.35%,22.02%  (  -0.27%),7.42%,"3,060,551",7,5,5,88,Banks - Diversified,
MS,USA,132.45,2025-07-16,66.21,2.70,9.31%,2.00,3.772,0.000,"5,714",22.77%,25.01%  (  -0.03%),12.21%,"638,837",8,4,4,80,Capital Markets,"GS, 0.96(6M)"
JNJ,USA,156.24,2025-07-16,56.76,2.30,-0.11%,4.21,2.634,0.000,"2,448",17.59%,17.32%  (  +0.79%),20.73%,"479,150",7,4,4,85,Drug Manufacturers - General,"PFE, 0.83(6M)"
PNC,USA,179.13,2025-07-16,62.34,3.27,-3.10%,2.12,3.948,0.000,706,23.00%,22.28%  (  -1.39%),9.30%,"48,231",9,4,4,82,Banks - Regional,
GS,USA,624.84,2025-07-16,66.68,13.53,10.88%,1.53,4.520,0.000,"13,165",22.41%,25.24%  (  +0.15%),12.13%,"276,682",7,4,4,75,Capital Markets,"MS, 0.96(6M)"
ASML,USA,796.17,2025-07-16,70.79,18.03,8.93%,9.50,6.120,0.000,"3,863",27.16%,30.48%  (  -0.42%),2.84%,"154,749",5,4,4,85,Semiconductor Equipment & Materials,
KMI,USA,27.46,2025-07-16,46.60,0.57,4.56%,3.94,3.613,0.000,"1,011",21.10%,24.50%  (  +0.20%),27.98%,"526,869",6,4,4,80,Oil & Gas Midstream,
NFLX,USA,1221.40,2025-07-16,60.87,27.34,33.65%,13.04,8.268,0.000,"36,316",21.43%,26.02%  (  -0.10%),9.36%,"615,322",7,5,5,88,Entertainment,
LVS,USA,42.03,2025-07-16,58.07,1.23,-6.11%,2.65,6.058,0.000,"1,678",33.16%,32.95%  (  -2.12%),11.91%,"316,441",6,5,5,0,Resorts & Casinos,
BKR,USA,39.08,2025-07-16,61.87,0.97,-2.80%,1.39,7.460,0.000,681,20.56%,30.73%  (  -0.74%),20.23%,"145,066",4,5,5,77,Oil & Gas Equipment & Services,
ALLY,USA,37.58,2025-07-16,67.26,0.98,4.32%,0.73,6.819,0.000,"1,436",31.31%,28.47%  (  +0.22%),3.63%,"106,714",6,4,4,70,Credit Services,
UAL,USA,81.20,2025-07-16,56.07,3.30,1.48%,0.46,8.707,0.000,"2,338",44.92%,46.93%  (  -1.39%),18.01%,"708,358",7,5,5,85,Airlines,"DAL, 0.94(6M)
RCL, 0.94(12M)"
NDAQ,USA,86.92,2025-07-16,78.79,1.32,12.47%,6.39,5.897,0.000,"1,651",12.70%,18.61%  (  +0.59%),6.96%,"36,670",5,4,4,92,Financial Data & Stock Exchanges,
CSX,USA,32.26,2025-07-16,64.07,0.63,-0.15%,4.24,4.578,0.000,"2,436",22.93%,23.36%  (  -0.55%),16.54%,"332,959",6,4,4,60,Railroads,
USB,USA,44.63,2025-07-17,58.85,0.87,-2.74%,1.65,3.900,0.000,"4,363",23.23%,23.64%  (  +1.31%),10.44%,"267,062",9,4,5,75,Banks - Regional,
UNP,USA,225.40,2025-07-17,54.27,3.89,-4.37%,5.55,3.215,0.000,"1,292",23.92%,21.26%  (  +1.81%),17.18%,"120,695",8,4,4,72,Railroads,"NSC, 0.89(6M)"
COF,USA,203.15,2025-07-17,64.98,5.29,15.06%,2.41,5.428,0.000,"3,935",32.66%,30.25%  (  +0.92%),12.35%,"193,980",9,5,5,78,Credit Services,"AXP, 0.82(6M)"
BX,USA,144.54,2025-07-17,59.99,3.66,-8.11%,13.89,3.978,0.000,"6,833",30.49%,31.04%  (  -0.30%),14.34%,"367,478",6,4,4,80,Asset Management,
NEM,USA,52.96,2025-07-17,50.66,1.50,11.02%,3.02,5.503,0.000,"5,482",36.15%,31.68%  (  +1.04%),13.72%,"1,037,067",10,4,4,85,Gold,
TSM,USA,217.22,2025-07-17,78.12,5.07,16.29%,11.65,3.882,0.000,"62,180",29.54%,31.51%  (  -0.14%),0.59%,"1,933,609",9,5,5,79,Semiconductors,
STX,Ireland,128.38,2025-07-17,78.54,3.61,31.03%,3.19,6.988,0.000,"1,164",41.81%,32.42%  (  +0.10%),11.20%,"183,608",7,4,4,80,Computer Hardware,
NUE,USA,118.85,2025-07-17,52.61,4.51,-10.17%,0.90,5.258,0.000,"3,397",40.99%,38.02%  (  +0.92%),30.56%,"143,199",10,5,4,85,Steel,
ABT,USA,134.46,2025-07-17,57.28,2.37,9.47%,5.52,3.858,0.000,647,16.36%,19.93%  (  +0.17%),20.92%,"204,597",9,5,5,88,Medical Devices,
FCX,USA,41.45,2025-07-17,61.72,1.30,1.87%,2.43,3.874,0.000,"12,560",29.60%,36.24%  (  -1.12%),13.59%,"1,143,021",7,4,4,85,Copper,
THC,USA,161.15,2025-07-17,51.73,6.07,11.36%,0.73,10.520,0.000,"3,169",32.66%,41.67%  (  -13.19%),36.11%,"52,444",10,5,5,80,Medical Care Facilities,
HAL,USA,21.90,2025-07-17,62.06,0.70,-16.68%,0.83,4.452,0.000,"1,807",34.55%,38.20%  (  +2.08%),30.91%,"589,130",6,4,4,70,Oil & Gas Equipment & Services,
ISRG,USA,523.90,2025-07-17,39.69,14.25,-0.49%,21.55,6.379,0.000,522,24.94%,28.52%  (  -0.09%),22.57%,"98,722",8,5,5,80,Medical Instruments & Supplies,
KVUE,USA,21.70,2025-07-17,37.08,0.56,-4.07%,2.72,5.431,0.000,"5,863",30.14%,27.29%  (  -1.46%),27.70%,"521,807",9,4,4,66,Household & Personal Products,
TFC,USA,40.76,2025-07-18,58.11,0.85,-4.97%,2.21,3.580,0.000,"1,966",25.59%,23.76%  (  +0.21%),10.45%,"236,739",7,4,4,60,Banks - Regional,
RF,USA,22.41,2025-07-18,61.60,0.50,-2.84%,2.16,4.289,0.000,"2,130",27.51%,27.54%  (  -1.71%),15.17%,"112,575",8,4,4,76,Banks - Regional,
AXP,USA,302.40,2025-07-18,63.81,5.81,6.70%,2.81,4.528,0.000,"1,329",24.18%,23.56%  (  -0.29%),8.33%,"211,039",7,4,4,78,Credit Services,"COF, 0.82(6M)"
SLB,,35.54,2025-07-18,58.00,0.99,-10.84%,1.34,3.439,0.000,"3,069",28.52%,31.08%  (  -2.43%),20.49%,"768,336",9,5,5,70,Oil & Gas Equipment & Services,
VZ,USA,44.37,2025-07-21,57.42,0.67,4.44%,1.38,4.111,0.000,"13,317",17.57%,21.52%  (  +0.62%),31.35%,"1,166,804",7,4,4,85,Telecom Services,"T, 0.88(6M)"
KEY,USA,16.41,2025-07-22,61.26,0.37,-2.37%,1.94,4.358,0.000,532,27.50%,26.67%  (  +0.72%),8.16%,"187,480",5,4,5,82,Banks - Regional,
GE,USA,246.11,2025-07-22,63.47,5.71,27.93%,6.61,5.941,0.000,"6,593",21.45%,33.19%  (  -0.37%),24.34%,"434,368",7,5,5,85,Aerospace & Defense,"MMM, 0.8(6M)"
GM,USA,50.12,2025-07-22,59.05,1.32,1.27%,0.26,6.006,0.000,"17,639",30.55%,28.89%  (  -1.13%),14.11%,"697,707",7,4,4,70,Auto Manufacturers,"TSLA, 0.83(6M)"
PM,USA,181.48,2025-07-22,63.70,3.15,28.59%,7.40,4.186,0.000,"2,834",18.56%,21.93%  (  -1.20%),25.67%,"263,181",9,5,5,88,Tobacco,
SCHW,USA,88.97,2025-07-22,66.64,1.41,16.44%,6.17,4.887,0.000,"3,485",12.18%,21.62%  (  +0.02%),0.05%,"543,598",8,5,5,90,Capital Markets,"AMTD, 0.84(6M)"
JBHT,USA,143.34,2025-07-22,55.25,3.85,-12.20%,1.18,6.113,0.000,"1,862",36.51%,37.56%  (  -2.53%),38.48%,"23,842",5,4,4,68,Integrated Freight & Logistics,
