SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
JCI,Ireland,111.52,2025-07-29,74.47,1.82,27.90%,2.99,6.667,7.341,"47,499",15.12%,36.15%  (  unch),42.81%,"140,465",5,4,4,90,Building Products & Equipment,"IR, 0.82(6M)"
GLW,USA,55.41,2025-07-29,68.98,1.00,14.35%,3.49,6.014,5.384,"35,055",23.48%,32.29%  (  +1.21%),31.21%,"249,171",4,4,5,89,Electronic Components,
ALKS,Ireland,26.15,2025-07-29,29.53,0.85,-13.43%,2.85,9.332,10.818,637,35.06%,58.12%  (  -2.87%),49.70%,"24,096",9,4,4,85,Drug Manufacturers - Specialty & Generic,
CBRE,USA,146.56,2025-07-29,67.39,2.83,10.80%,1.19,7.409,6.774,"3,023",24.70%,31.92%  (  +1.30%),26.09%,"5,438",6,4,4,60,Real Estate Services,
PYPL,USA,78.22,2025-07-29,64.87,1.78,1.99%,2.39,8.403,7.664,"179,330",29.81%,41.61%  (  +0.96%),34.05%,"1,213,471",6,4,4,76,Credit Services,
MRK,USA,84.06,2025-07-29,58.44,1.80,-7.31%,3.31,4.913,5.005,"86,415",27.34%,32.75%  (  -0.14%),42.81%,"702,493",7,4,4,78,Drug Manufacturers - General,
CARR,USA,80.18,2025-07-29,70.50,1.44,13.92%,2.98,7.425,6.149,"12,621",31.07%,31.34%  (  +1.03%),22.69%,"146,376",10,4,4,85,Building Products & Equipment,
SYY,USA,80.35,2025-07-29,66.47,1.20,7.84%,0.48,5.408,4.602,"8,893",18.52%,22.77%  (  -0.73%),30.68%,"68,234",9,4,5,65,Food Distribution,
ARCC,USA,22.70,2025-07-29,53.13,0.29,3.44%,5.22,3.866,3.258,"1,831",11.39%,19.71%  (  +1.83%),24.06%,"142,466",9,5,5,78,Asset Management,
ECL,USA,269.99,2025-07-29,54.36,3.71,6.60%,4.88,6.771,4.688,"1,251",15.39%,22.88%  (  -0.02%),29.34%,"7,676",6,4,4,83,Specialty Chemicals,
INCY,USA,70.16,2025-07-29,55.75,1.66,2.83%,3.08,8.311,6.216,"2,124",35.84%,32.76%  (  +1.59%),26.01%,"11,346",7,4,4,88,Biotechnology,
NSC,USA,286.42,2025-07-29,77.13,5.60,15.98%,5.33,4.357,4.913,"6,825",20.09%,29.53%  (  -0.44%),35.40%,"36,237",10,4,4,68,Railroads,"UNP, 0.89(6M)"
WGS,USA,84.91,2025-07-29,55.39,4.62,6.81%,7.34,22.637,22.492,"26,396",102.89%,109.16%  (  -19.06%),51.62%,"53,410",10,5,5,75,Diagnostics & Research,
RCL,Liberia,352.00,2025-07-29,74.48,7.65,44.59%,5.70,6.458,5.496,"15,657",30.85%,38.14%  (  -1.59%),21.94%,"118,110",7,5,5,92,Travel Services,
UPS,USA,101.58,2025-07-29,51.56,1.94,-11.56%,0.95,6.554,6.907,"74,967",24.09%,41.14%  (  +2.48%),46.24%,"387,258",6,4,4,70,Integrated Freight & Logistics,"FDX, 0.9(6M)"
SPOT,Luxembourg,700.98,2025-07-29,49.21,24.58,24.83%,8.08,10.342,9.135,"48,040",42.69%,54.02%  (  -1.05%),47.69%,"122,762",8,4,4,89,Internet Content & Information,
UNH,USA,282.12,2025-07-29,38.35,8.25,-39.59%,0.62,4.351,8.216,"331,822",32.79%,48.44%  (  +0.29%),53.47%,"1,378,763",10,4,5,51,Healthcare Plans,
FTAI,Cayman Islands,114.38,2025-07-29,48.68,4.78,-8.23%,6.09,10.434,11.653,"6,490",43.32%,72.85%  (  +2.05%),40.68%,"92,347",10,5,5,78,Rental & Leasing Services,
NXT,USA,65.41,2025-07-29,62.95,2.52,43.32%,3.27,15.241,13.939,"2,559",48.48%,65.66%  (  +0.10%),47.10%,"122,398",10,4,5,85,Solar,
CZR,USA,29.42,2025-07-29,50.65,1.12,-9.78%,0.54,6.757,6.736,"14,174",40.31%,51.04%  (  +0.65%),30.23%,"274,925",7,4,4,75,Resorts & Casinos,
UNM,USA,80.08,2025-07-29,48.91,1.39,5.60%,1.09,6.183,5.875,612,20.70%,29.49%  (  +1.09%),31.20%,"13,378",9,4,4,70,Insurance - Life,
TER,USA,91.14,2025-07-29,49.84,3.02,-10.48%,5.03,11.190,10.868,"4,694",32.93%,53.71%  (  +0.76%),40.84%,"113,242",9,4,4,70,Semiconductor Equipment & Materials,
EXE,USA,98.13,2025-07-29,28.56,3.15,-4.93%,3.57,4.530,6.333,"4,991",34.72%,31.54%  (  -0.40%),49.68%,"190,117",5,5,5,85,Oil & Gas E&P,
CAR,USA,206.04,2025-07-29,75.93,8.30,100.64%,0.62,10.061,8.836,"7,599",58.06%,60.16%  (  -1.55%),20.35%,"392,220",10,4,5,60,Rental & Leasing Services,
EA,USA,151.99,2025-07-29,49.58,2.66,3.72%,5.13,5.607,5.249,"2,400",18.81%,29.74%  (  -0.69%),37.95%,"69,678",5,4,4,80,Electronic Gaming & Multimedia,
STX,Ireland,150.46,2025-07-29,63.72,3.84,44.60%,3.74,6.988,6.899,"5,485",26.98%,44.64%  (  +0.73%),32.28%,"148,721",8,4,4,91,Computer Hardware,
