SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
STT,USA,109.18,2025-10-17,39.41,3.17,8.11%,1.44,5.234,4.291,"2,949",27.31%,30.07%  (  -6.11%),21.42%,"36,599",7,4,4,85,Asset Management,"BK, 0.83(6M)"
SLB,,32.15,2025-10-17,37.22,1.00,-12.03%,1.35,3.469,4.293,"36,138",25.12%,37.01%  (  -4.37%),32.05%,"945,715",8,5,5,80,Oil & Gas Equipment & Services,
FITB,USA,40.76,2025-10-17,33.46,1.28,-1.31%,1.99,4.300,4.046,"4,890",28.49%,32.96%  (  -12.09%),31.80%,"80,482",8,4,4,85,Banks - Regional,
TFC,USA,42.47,2025-10-17,39.36,1.19,-1.22%,1.79,3.229,3.982,"11,054",27.45%,32.19%  (  -8.03%),31.05%,"201,846",8,4,4,68,Banks - Regional,
RF,USA,23.27,2025-10-17,27.03,0.75,-1.44%,2.19,4.237,4.750,"5,498",26.34%,33.42%  (  -8.66%),29.58%,"106,341",10,4,4,85,Banks - Regional,
HBAN,USA,15.47,2025-10-17,31.93,0.45,-4.06%,1.88,3.937,5.965,"13,846",27.12%,36.39%  (  -9.80%),42.44%,"101,901",10,5,4,90,Banks - Regional,
USB,USA,45.63,2025-10-17,36.56,1.10,0.74%,1.66,3.787,3.588,"5,501",20.76%,31.52%  (  -1.41%),28.35%,"250,035",7,4,4,85,Banks - Regional,
ALLY,USA,39.43,2025-10-17,47.71,1.43,5.61%,0.78,6.507,7.116,"21,962",34.89%,39.38%  (  -9.53%),27.70%,"143,443",9,4,4,75,Credit Services,
CLF,USA,13.18,2025-10-20,55.85,0.67,36.86%,0.35,9.153,9.714,"37,530",50.92%,74.79%  (  -2.19%),50.83%,"909,116",6,4,4,85,Steel,
SMMT,USA,20.21,2025-10-20,43.55,1.59,-9.60%,-,11.098,22.321,"4,953",102.98%,142.61%  (  -6.90%),88.56%,"150,736",7,4,4,80,Biotechnology,
AGNC,USA,9.93,2025-10-20,48.76,0.17,3.74%,4.82,3.868,3.444,"5,643",15.25%,25.39%  (  +0.87%),27.47%,"704,049",9,4,4,55,REIT - Mortgage,
ELV,USA,347.92,2025-10-21,60.91,7.97,-5.78%,0.41,8.071,11.503,"2,307",25.59%,47.13%  (  -1.95%),92.58%,"72,928",5,4,4,60,Healthcare Plans,
MMM,USA,152.34,2025-10-21,46.15,3.43,2.67%,3.30,6.498,6.647,"1,896",20.90%,40.42%  (  -0.59%),48.63%,"161,128",6,4,4,75,Conglomerates,"GE, 0.8(6M)"
NDAQ,USA,88.36,2025-10-21,43.86,1.62,5.00%,6.25,5.820,6.752,"2,725",22.55%,27.95%  (  +0.12%),29.55%,"40,673",6,5,5,90,Financial Data & Stock Exchanges,
PHM,USA,123.15,2025-10-21,40.08,3.64,9.75%,1.37,5.338,6.075,971,29.73%,41.90%  (  +1.38%),43.98%,"44,154",9,4,4,70,Residential Construction,
KO,USA,68.21,2025-10-21,58.75,0.87,-0.86%,6.24,2.875,3.157,"34,394",11.97%,20.95%  (  -1.28%),40.43%,"731,594",6,5,4,78,Beverages - Non-Alcoholic,"PEP, 0.89(6M)"
HAL,USA,22.22,2025-10-21,41.83,0.87,-3.91%,0.85,4.866,6.565,"48,838",36.69%,45.20%  (  -2.67%),47.29%,"742,297",10,5,4,70,Oil & Gas Equipment & Services,
LMT,USA,494.78,2025-10-21,54.11,8.89,6.73%,1.61,4.469,5.255,"3,944",13.73%,31.12%  (  -0.62%),56.86%,"124,430",7,4,4,65,Aerospace & Defense,"NOC, 0.84(6M)"
DHR,USA,209.67,2025-10-21,58.82,5.35,2.79%,6.25,5.575,6.311,"3,313",35.42%,38.28%  (  -1.79%),44.67%,"108,442",8,5,5,78,Diagnostics & Research,
RTX,USA,157.48,2025-10-21,41.65,3.10,12.34%,2.52,4.453,4.889,"3,792",21.71%,30.42%  (  -1.46%),35.55%,"196,566",8,4,4,75,Aerospace & Defense,
PM,USA,158.45,2025-10-21,46.30,3.44,-1.21%,6.34,4.608,6.245,"6,078",21.36%,36.17%  (  +0.70%),71.72%,"218,159",6,5,5,85,Tobacco,
GE,USA,300.05,2025-10-21,57.55,6.82,27.79%,7.65,5.795,6.358,"5,123",21.09%,39.59%  (  -0.57%),39.56%,"232,287",9,5,5,90,Aerospace & Defense,"MMM, 0.8(6M)"
GM,USA,58.70,2025-10-21,53.82,1.50,14.34%,0.30,6.126,7.059,"27,042",23.47%,42.27%  (  -1.76%),42.17%,"488,043",7,4,4,76,Auto Manufacturers,"TSLA, 0.83(6M)"
MTDR,USA,42.76,2025-10-21,39.93,1.62,-12.78%,1.41,8.781,12.229,"2,172",42.57%,53.52%  (  -3.26%),43.33%,"55,905",7,5,5,0,Oil & Gas E&P,
CB,Switzerland,267.20,2025-10-21,32.75,4.74,-4.67%,1.86,5.224,5.375,762,17.59%,22.57%  (  -2.90%),24.44%,"30,442",6,4,4,90,Insurance - Property & Casualty,
OMC,USA,76.94,2025-10-21,47.97,2.02,-0.86%,0.94,5.275,8.557,555,28.97%,35.80%  (  +0.76%),58.34%,"17,025",9,4,4,82,Advertising Agencies,
NFLX,USA,1195.47,2025-10-21,47.37,26.87,7.85%,12.25,7.632,8.035,"69,247",21.89%,44.19%  (  -0.58%),46.13%,"624,878",6,4,4,80,Entertainment,
EQT,USA,53.63,2025-10-21,49.62,1.87,1.63%,4.60,5.032,5.493,"2,486",30.01%,42.74%  (  -0.61%),34.43%,"357,558",9,4,4,80,Oil & Gas E&P,
COF,USA,209.70,2025-10-21,44.42,6.53,5.28%,2.36,5.338,6.346,"13,026",31.43%,43.03%  (  -4.13%),36.67%,"229,625",9,5,5,60,Credit Services,"AXP, 0.82(6M)"
ISRG,USA,444.39,2025-10-21,49.53,10.40,-13.34%,17.42,6.488,2.218,"6,225",25.29%,46.39%  (  -2.28%),60.09%,"111,064",8,4,5,80,Medical Instruments & Supplies,
APH,USA,125.10,2025-10-22,57.10,3.23,39.98%,8.12,8.704,11.943,"3,461",26.91%,48.87%  (  -1.74%),79.88%,"119,780",8,5,5,92,Electronic Components,
BSX,USA,99.12,2025-10-22,52.88,2.20,-2.29%,7.94,5.507,4.721,"7,520",17.98%,30.57%  (  -3.56%),38.52%,"271,797",9,5,5,90,Medical Devices,
TMO,USA,532.92,2025-10-22,62.68,13.06,11.43%,4.66,4.518,5.792,"2,927",36.49%,36.49%  (  -3.15%),43.53%,"114,817",10,5,5,85,Diagnostics & Research,
