SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
ATI,USA,77.45,2025-07-31,29.22,3.20,20.16%,2.45,10.109,9.457,"4,464",61.16%,36.82%  (  -10.30%),22.33%,"27,927",10,4,4,85,Metal Fabrication,
CI,USA,279.92,2025-07-31,31.53,8.10,-10.27%,0.29,5.140,5.005,"4,731",31.19%,31.09%  (  -2.01%),46.06%,"80,940",7,5,5,80,Healthcare Plans,
CVS,USA,63.31,2025-07-31,50.04,1.93,4.37%,0.21,7.600,7.575,"61,731",29.46%,28.80%  (  -10.84%),13.87%,"631,685",9,5,5,60,Healthcare Plans,"WBA, 0.84(6M)"
IP,USA,48.79,2025-07-31,40.34,1.54,-6.23%,1.29,4.995,4.882,"2,985",38.25%,30.45%  (  +5.01%),21.63%,"68,744",8,4,5,67,Packaging & Containers,
BIIB,USA,128.41,2025-07-31,48.56,3.94,-9.80%,2.00,5.477,5.243,"3,282",30.24%,34.14%  (  -3.05%),29.36%,"59,149",6,4,4,77,Drug Manufacturers - General,
ICE,USA,186.66,2025-07-31,65.90,2.53,11.98%,9.46,4.470,4.264,"2,075",10.85%,17.31%  (  -4.30%),14.61%,"41,275",8,5,5,85,Financial Data & Stock Exchanges,
APTV,Jersey,69.41,2025-07-31,50.43,1.95,10.68%,0.77,9.428,8.410,"2,184",30.12%,33.26%  (  -10.49%),10.96%,"32,112",7,4,4,70,Auto Parts,
SNY,USA,45.69,2025-07-31,31.99,1.06,-11.27%,2.51,5.178,5.117,"1,238",27.66%,24.90%  (  -0.57%),21.37%,"32,299",5,4,4,85,Drug Manufacturers - General,
EXC,USA,44.80,2025-07-31,61.48,0.72,6.82%,1.91,3.950,3.775,951,15.38%,18.06%  (  -2.40%),17.29%,"69,434",7,4,4,80,Utilities - Regulated Electric,"ETR, 0.83(6M)"
PPL,USA,35.83,2025-07-31,56.23,0.65,5.13%,3.06,3.653,4.075,"2,845",16.60%,19.23%  (  -3.85%),33.54%,"92,440",5,5,4,88,Utilities - Regulated Electric,
XPO,USA,120.61,2025-07-31,36.88,4.61,-4.54%,1.77,11.487,10.607,"2,315",37.66%,40.47%  (  -11.39%),7.58%,"19,957",10,5,5,78,Trucking,
XYL,USA,142.77,2025-07-31,76.61,2.86,14.83%,4.04,6.037,4.984,"2,497",26.72%,19.92%  (  -4.96%),6.37%,"9,594",7,4,5,70,Specialty Industrial Machinery,
BLDR,USA,123.14,2025-07-31,45.81,5.18,-13.59%,0.84,9.648,9.781,"2,752",51.14%,45.28%  (  -8.44%),23.41%,"55,490",9,4,4,68,Building Products & Equipment,
MA,USA,575.21,2025-07-31,59.80,9.56,6.07%,17.98,3.229,2.608,"14,887",24.68%,19.13%  (  -3.44%),14.34%,"136,176",10,5,5,85,Credit Services,"V, 0.92(6M)"
SPGI,USA,551.04,2025-07-31,69.95,9.05,8.49%,11.66,4.122,3.277,"1,154",17.82%,19.14%  (  -4.54%),15.44%,"31,901",8,5,5,81,Financial Data & Stock Exchanges,
CMCSA,USA,33.27,2025-07-31,40.15,0.82,-10.13%,1.01,5.355,5.058,"15,603",24.73%,23.84%  (  -7.83%),16.61%,"746,395",7,4,4,74,Telecom Services,
KKR,USA,146.99,2025-07-31,59.94,3.76,8.88%,7.94,4.662,4.222,"3,179",28.31%,32.19%  (  -6.52%),11.44%,"196,411",6,5,5,70,Asset Management,
PWR,USA,403.05,2025-07-31,59.07,10.77,25.82%,2.40,8.109,8.066,"2,689",23.81%,31.00%  (  -8.77%),11.74%,"40,369",9,4,4,88,Engineering & Construction,
PCG,USA,13.97,2025-07-31,50.23,0.34,-19.02%,1.25,3.211,4.253,"57,929",23.88%,41.03%  (  -10.29%),57.04%,"1,691,683",7,4,4,75,Utilities - Regulated Electric,
HWM,USA,174.24,2025-07-31,40.85,5.33,27.21%,9.32,8.053,6.475,"14,403",41.51%,31.00%  (  -7.31%),17.43%,"50,379",7,5,5,88,Aerospace & Defense,
SHEL,USA,72.50,2025-07-31,56.61,1.14,8.05%,0.75,2.694,2.462,"2,764",20.07%,18.47%  (  -1.73%),13.87%,"208,845",10,5,4,75,Oil & Gas Integrated,
NCLH,Bermuda,25.51,2025-07-31,71.19,0.93,13.11%,1.21,7.941,7.283,"54,901",41.51%,37.51%  (  -12.52%),5.82%,"453,230",10,4,4,80,Travel Services,
RBLX,USA,139.31,2025-07-31,79.61,5.92,98.21%,24.63,12.682,13.655,"98,647",49.97%,45.55%  (  -27.44%),22.13%,"586,248",6,4,4,85,Electronic Gaming & Multimedia,
ABBV,USA,194.35,2025-07-31,57.91,4.53,3.44%,5.98,4.274,4.733,"16,352",22.36%,22.43%  (  -9.97%),15.61%,"339,677",7,4,4,85,Drug Manufacturers - General,
OWL,USA,19.40,2025-07-31,47.00,0.62,-8.30%,12.13,8.230,7.935,948,31.48%,35.82%  (  -5.97%),19.17%,"173,839",8,5,5,90,Asset Management,
BE,USA,38.19,2025-07-31,82.32,1.96,78.26%,5.67,13.781,12.384,"30,892",94.62%,83.75%  (  +1.50%),61.61%,"475,432",6,4,4,77,Electrical Equipment & Parts,
COIN,USA,383.68,2025-07-31,57.28,18.46,46.52%,14.13,8.091,6.724,"103,913",67.58%,62.63%  (  unch),29.24%,"1,197,110",10,4,4,80,Financial Data & Stock Exchanges,
PCOR,USA,73.27,2025-07-31,53.36,2.12,2.84%,9.16,12.442,10.878,"2,347",23.06%,54.90%  (  +1.71%),56.60%,"27,249",4,5,5,82,Software - Application,
NET,USA,209.97,2025-07-31,72.11,6.37,56.83%,41.11,11.858,12.436,"15,825",36.42%,67.78%  (  -0.33%),51.37%,"197,084",6,4,4,80,Software - Infrastructure,
NVST,USA,18.92,2025-07-31,39.86,0.63,-0.52%,1.28,12.149,10.346,"8,622",30.71%,54.13%  (  +4.23%),33.54%,952,9,4,4,62,Medical Instruments & Supplies,
FIVN,USA,26.34,2025-07-31,42.67,1.16,-18.95%,1.87,16.497,14.359,"1,580",38.89%,73.41%  (  -1.66%),52.51%,"73,705",6,5,4,85,Software - Infrastructure,
ENVX,USA,13.74,2025-07-31,55.42,1.04,42.31%,99.87,12.947,13.983,"5,193",85.43%,95.03%  (  +10.57%),17.52%,"426,526",6,5,5,60,Electrical Equipment & Parts,
ROKU,USA,94.49,2025-07-31,65.30,2.88,23.08%,3.26,14.660,12.493,"22,328",27.38%,67.00%  (  +1.76%),41.33%,"239,943",8,4,5,65,Entertainment,
VALE,USA,9.60,2025-07-31,43.81,0.25,-0.35%,1.09,1.554,3.290,"10,931",32.23%,34.45%  (  +0.54%),12.43%,"1,962,437",8,4,4,72,Other Industrial Metals & Mining,
FSLR,USA,174.46,2025-07-31,52.27,7.38,4.90%,4.40,8.360,6.531,"9,035",53.06%,57.27%  (  -0.43%),32.01%,"600,647",10,5,5,65,Solar,
RIOT,USA,13.73,2025-07-31,61.88,0.82,32.50%,10.69,11.526,7.317,"52,891",56.91%,81.79%  (  -0.30%),24.30%,"1,235,814",9,5,5,60,Capital Markets,
MSTR,USA,408.86,2025-07-31,50.15,16.19,19.15%,252.43,5.866,3.997,"259,491",50.54%,50.69%  (  -0.99%),3.78%,"2,490,400",4,5,5,75,Software - Application,
SYK,USA,400.80,2025-07-31,60.36,6.22,6.03%,6.60,6.328,4.444,"2,656",14.28%,24.57%  (  +0.46%),25.87%,"30,178",5,5,5,91,Medical Devices,
KLAC,USA,892.95,2025-07-31,47.37,25.88,21.44%,10.23,7.894,7.058,"2,865",27.14%,38.71%  (  +0.77%),15.93%,"26,768",7,4,4,93,Semiconductor Equipment & Materials,
CORT,USA,70.33,2025-07-31,49.46,2.33,10.93%,10.88,17.674,12.242,778,39.59%,58.92%  (  -0.33%),48.97%,"23,282",9,5,5,78,Biotechnology,
MIR,USA,22.63,2025-07-31,69.32,0.61,33.96%,6.03,12.343,9.306,"1,548",32.69%,48.62%  (  +1.65%),17.23%,"32,093",8,5,5,80,Specialty Industrial Machinery,
AMZN,USA,235.04,2025-07-31,67.98,3.96,12.22%,3.84,6.583,5.866,"670,588",20.05%,34.78%  (  +1.11%),28.97%,"3,813,838",9,5,5,85,Internet Retail,"EBAY, 0.82(6M)
GOOGL, 0.89(6M)"
AAPL,USA,208.99,2025-07-31,48.45,3.41,-5.74%,7.80,4.108,4.355,"440,167",14.60%,31.41%  (  +0.79%),31.36%,"4,846,603",9,4,4,80,Consumer Electronics,"MSFT, 0.85(6M)
NVDA, 0.88(6M)"
LIN,Ireland,464.11,2025-08-01,45.81,6.65,1.96%,6.62,4.351,3.584,650,12.49%,20.18%  (  -0.19%),22.61%,"26,371",9,5,4,65,Specialty Chemicals,
AU,UK,46.43,2025-08-01,44.11,1.76,32.09%,4.04,4.546,7.597,"1,280",41.43%,46.81%  (  +0.14%),48.93%,"93,934",6,5,5,0,Gold,
