SMBL,Country,$$,Er Date,RSI,ATR,SMA 200,P/S,Hist Move,Expt Move,Optn Vol,HIV,IV,IvRank,OI,Scr,Rank,Rank+,Er #,Sector,Correlated
PRMB,USA,26.41,2025-08-07,24.92,0.69,-14.35%,2.48,4.981,9.294,"87,007",25.38%,45.04%  (  +5.03%),67.41%,"54,206",4,5,5,70,Beverages - Non-Alcoholic,
SRE,USA,81.15,2025-08-07,61.24,1.56,1.99%,4.01,5.125,4.580,"1,189",16.77%,27.54%  (  -0.16%),43.00%,"54,833",9,4,4,83,Utilities - Diversified,"EIX, 0.84(6M)"
LNG,USA,235.91,2025-08-07,51.40,6.56,5.53%,3.10,3.980,3.368,"6,949",35.50%,29.86%  (  -0.28%),34.19%,"77,459",7,5,5,85,Oil & Gas Midstream,
COP,USA,93.11,2025-08-07,48.23,2.15,-4.39%,2.05,2.973,3.080,"16,001",24.69%,31.37%  (  +2.50%),21.39%,"439,036",6,5,5,82,Oil & Gas E&P,
CROX,USA,105.13,2025-08-07,53.08,3.29,-0.05%,1.44,10.658,10.426,"13,130",34.74%,57.25%  (  -1.40%),41.13%,"78,529",6,4,4,65,Footwear & Accessories,
LLY,USA,746.37,2025-08-07,41.79,21.79,-6.96%,14.44,5.938,6.410,"81,990",31.47%,45.76%  (  +0.86%),53.66%,"391,001",7,5,5,87,Drug Manufacturers - General,
SONY,USA,24.92,2025-08-07,52.25,0.45,8.38%,1.77,1.565,5.352,"6,078",25.24%,36.00%  (  +1.10%),47.34%,"73,320",9,4,4,0,Consumer Electronics,
INSM,USA,111.26,2025-08-07,74.04,3.07,41.39%,55.47,8.235,10.652,"22,246",25.21%,58.35%  (  +1.00%),39.32%,"94,508",8,5,5,80,Biotechnology,
WMG,USA,30.04,2025-08-07,53.73,0.74,-2.06%,2.47,7.212,7.187,610,28.09%,41.34%  (  -1.96%),81.87%,"22,881",10,4,4,62,Entertainment,
UWMC,USA,4.22,2025-08-07,49.14,0.18,-21.35%,2.74,9.153,9.538,"2,439",44.34%,116.04%  (  +14.88%),64.34%,"182,057",6,5,4,60,Mortgage Finance,
STWD,USA,19.40,2025-08-07,38.75,0.29,-1.43%,3.90,4.195,3.974,"2,688",21.28%,21.01%  (  +1.34%),22.26%,"140,399",8,4,4,70,REIT - Mortgage,
NBIS,Netherlands,55.09,2025-08-07,59.63,3.37,64.49%,81.35,7.994,13.901,"136,658",74.74%,84.77%  (  +2.83%),16.64%,"559,806",9,5,5,65,Software - Infrastructure,
PENN,USA,17.02,2025-08-07,40.95,0.63,-6.83%,0.39,9.956,7.054,"39,334",42.03%,54.62%  (  +3.13%),31.16%,"207,163",7,4,5,70,Resorts & Casinos,
YETI,USA,36.43,2025-08-07,55.06,1.33,4.13%,1.64,12.912,11.683,"22,564",45.65%,61.85%  (  +2.33%),62.16%,"68,497",7,4,4,68,Leisure,
TRGP,USA,163.05,2025-08-07,42.56,4.00,-10.05%,2.10,5.600,5.850,"1,474",24.71%,37.09%  (  +0.50%),34.40%,"21,871",9,5,5,88,Oil & Gas Midstream,
CELH,USA,42.74,2025-08-07,39.38,1.65,27.20%,8.29,14.248,11.642,"138,318",25.90%,65.66%  (  +1.28%),42.83%,"558,318",7,5,5,73,Beverages - Non-Alcoholic,
